jobset,sent_id,variable,label_issue,label_text,doc_id,sent_text,before,after,party
All,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-21,conflict,Nee,issue_no,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377,"Om deze reden merkte Frans Timmermans tijdens zijn Abel Herzberglezing in september op dat Nederland behoefte heeft aan kathedralenbouwers , die het geduld en de moed hebben om Nederland toekomstbestendig te maken .","Als ons klimaatbeleid nu stagneert , dan gaan we onze klimaatdoelen nooit meer halen .","Dat betekent vooral : welvaart beter verdelen , rechtsstaat bestendigen , klimaatcrisis aanpakken .",GL/PvdA
All,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-21,succes en falen,Nee,issue_no,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377,"Om deze reden merkte Frans Timmermans tijdens zijn Abel Herzberglezing in september op dat Nederland behoefte heeft aan kathedralenbouwers , die het geduld en de moed hebben om Nederland toekomstbestendig te maken .","Als ons klimaatbeleid nu stagneert , dan gaan we onze klimaatdoelen nooit meer halen .","Dat betekent vooral : welvaart beter verdelen , rechtsstaat bestendigen , klimaatcrisis aanpakken .",GL/PvdA
All,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-11,issue position,Ja,issue_yes,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0,Zo komt een kiezer die op de stelling ' ja ' invult waarschijnlijk met enige verbazing tot de conclusie dat hij zich in één kamp bevindt met zowel FvD als PvdD .,Het leidt ertoe dat partijen die normaliter lijnrecht tegenover elkaar staan zo opeens onder hetzelfde eens- of oneenskamp vallen .,"De twee partijen , in de Kamer vrijwel volmaakte tegenpolen , zeker op het klimaatbeleid , zeiden allebei ja op de stelling , zij het dat FvD stelt dat ' er geen sprake is van een klimaatcrisis ' , en de PvdD die klimaatcrisis zo'n beetje het belangrijkste thema vindt .",FvD
All,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-11,conflict,Ja,issue_yes,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0,Zo komt een kiezer die op de stelling ' ja ' invult waarschijnlijk met enige verbazing tot de conclusie dat hij zich in één kamp bevindt met zowel FvD als PvdD .,Het leidt ertoe dat partijen die normaliter lijnrecht tegenover elkaar staan zo opeens onder hetzelfde eens- of oneenskamp vallen .,"De twee partijen , in de Kamer vrijwel volmaakte tegenpolen , zeker op het klimaatbeleid , zeiden allebei ja op de stelling , zij het dat FvD stelt dat ' er geen sprake is van een klimaatcrisis ' , en de PvdD die klimaatcrisis zo'n beetje het belangrijkste thema vindt .",FvD
All,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-11,succes en falen,Nee,issue_no,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0,Zo komt een kiezer die op de stelling ' ja ' invult waarschijnlijk met enige verbazing tot de conclusie dat hij zich in één kamp bevindt met zowel FvD als PvdD .,Het leidt ertoe dat partijen die normaliter lijnrecht tegenover elkaar staan zo opeens onder hetzelfde eens- of oneenskamp vallen .,"De twee partijen , in de Kamer vrijwel volmaakte tegenpolen , zeker op het klimaatbeleid , zeiden allebei ja op de stelling , zij het dat FvD stelt dat ' er geen sprake is van een klimaatcrisis ' , en de PvdD die klimaatcrisis zo'n beetje het belangrijkste thema vindt .",FvD
All,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce-2,issue position,Ja,issue_yes,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce,"' SGP wil christelijke asielzoekers , CU geen rem op gezinshereniging ' ( AD 16-11 ) .","Ben van der Hoeven , Amersfoort",Sommige vragen niet aan Timmermans gesteld,SGP
All,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce-2,conflict,Nee,issue_no,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce,"' SGP wil christelijke asielzoekers , CU geen rem op gezinshereniging ' ( AD 16-11 ) .","Ben van der Hoeven , Amersfoort",Sommige vragen niet aan Timmermans gesteld,SGP
All,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce-2,succes en falen,Nee,issue_no,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce,"' SGP wil christelijke asielzoekers , CU geen rem op gezinshereniging ' ( AD 16-11 ) .","Ben van der Hoeven , Amersfoort",Sommige vragen niet aan Timmermans gesteld,SGP
All,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748-103,issue position,Ja,issue_yes,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748,GroenLinks-PvdA gaan voor een jaar later .,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :,GL/PvdA
All,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748-103,conflict,Nee,issue_no,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748,GroenLinks-PvdA gaan voor een jaar later .,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :,GL/PvdA
All,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748-103,succes en falen,Nee,issue_no,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748,GroenLinks-PvdA gaan voor een jaar later .,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :,GL/PvdA
All,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453-48,issue position,Ja,issue_yes,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453,Demissionair klimaatminister Rob Jetten heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales .,""" Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030 . ""","Daar staat al een kerncentrale , die het kabinet langer wil openhouden .",D66
All,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453-48,conflict,Nee,issue_no,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453,Demissionair klimaatminister Rob Jetten heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales .,""" Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030 . ""","Daar staat al een kerncentrale , die het kabinet langer wil openhouden .",D66
All,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453-48,succes en falen,Nee,issue_no,0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453,Demissionair klimaatminister Rob Jetten heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales .,""" Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030 . ""","Daar staat al een kerncentrale , die het kabinet langer wil openhouden .",D66
All,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705-14,issue position,Ja,issue_yes,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705,"Rechtse partijen ( BBB , Ja21 , NSC , VVD , BVNL en SGP ) stellen allemaal een asielquotum en een asielstop voor .",Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie .,"Dat druist in tegen internationale verdragen , denk aan het VN-vluchtelingenverdrag .",BBB
All,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705-14,conflict,Nee,issue_no,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705,"Rechtse partijen ( BBB , Ja21 , NSC , VVD , BVNL en SGP ) stellen allemaal een asielquotum en een asielstop voor .",Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie .,"Dat druist in tegen internationale verdragen , denk aan het VN-vluchtelingenverdrag .",BBB
All,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705-14,succes en falen,Nee,issue_no,0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705,"Rechtse partijen ( BBB , Ja21 , NSC , VVD , BVNL en SGP ) stellen allemaal een asielquotum en een asielstop voor .",Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie .,"Dat druist in tegen internationale verdragen , denk aan het VN-vluchtelingenverdrag .",BBB
All,0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-4,issue position,Nee,issue_no,0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e,"Drie jaar terug , bij verkiezingen die ook verandering beloofden , een nieuwe ' bestuurscultuur ' zelfs , mocht ik kijken naar de nieuwe CDA-partijleider Wopke Hoekstra .","De nieuwe partijleider huldigt oude standpunten , zoals die over asielzoekers , waarvan je ook kunt zeggen dat ze haaks staan op christelijke waarden .",Daaraan is sinds Ruud Lubbers weinig veranderd .,CDA
All,0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-4,conflict,Nee,issue_no,0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e,"Drie jaar terug , bij verkiezingen die ook verandering beloofden , een nieuwe ' bestuurscultuur ' zelfs , mocht ik kijken naar de nieuwe CDA-partijleider Wopke Hoekstra .","De nieuwe partijleider huldigt oude standpunten , zoals die over asielzoekers , waarvan je ook kunt zeggen dat ze haaks staan op christelijke waarden .",Daaraan is sinds Ruud Lubbers weinig veranderd .,CDA
All,0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-4,succes en falen,Nee,issue_no,0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e,"Drie jaar terug , bij verkiezingen die ook verandering beloofden , een nieuwe ' bestuurscultuur ' zelfs , mocht ik kijken naar de nieuwe CDA-partijleider Wopke Hoekstra .","De nieuwe partijleider huldigt oude standpunten , zoals die over asielzoekers , waarvan je ook kunt zeggen dat ze haaks staan op christelijke waarden .",Daaraan is sinds Ruud Lubbers weinig veranderd .,CDA
All,0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce-45,issue position,Nee,issue_no,0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce,"Al met al ’komen de grenzen van het elektriciteitsnetwerk in zicht’ , waarschuwde demissionair minister Jetten ( Klimaat en Energie ) half oktober .",Maar de stikstofuitspraak van de Raad van State blokkeert behalve boeren ook de bouw van netwerkstations .,Netbeheerders lokken bedrijven met lagere tarieven al naar daluren .,Overig
All,0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce-45,conflict,Nee,issue_no,0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce,"Al met al ’komen de grenzen van het elektriciteitsnetwerk in zicht’ , waarschuwde demissionair minister Jetten ( Klimaat en Energie ) half oktober .",Maar de stikstofuitspraak van de Raad van State blokkeert behalve boeren ook de bouw van netwerkstations .,Netbeheerders lokken bedrijven met lagere tarieven al naar daluren .,Overig
All,0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce-45,succes en falen,Nee,issue_no,0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce,"Al met al ’komen de grenzen van het elektriciteitsnetwerk in zicht’ , waarschuwde demissionair minister Jetten ( Klimaat en Energie ) half oktober .",Maar de stikstofuitspraak van de Raad van State blokkeert behalve boeren ook de bouw van netwerkstations .,Netbeheerders lokken bedrijven met lagere tarieven al naar daluren .,Overig
All,103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18,issue position,Nee,issue_no,103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477,"' Wij functioneren , net als Utrecht , als een soort Ter Apel voor Oekraïners ' , zegt verantwoordelijk wethouder Rutger Groot Wassink ( GroenLinks ) .","Amsterdam zag zich eerder deze maand genoodzaakt tot sluiting , omdat nergens in Nederland nog vrije opvangplekken waren waar de zojuist aangekomen vluchtelingen naartoe konden worden gebracht .","' Dat ging lang goed , tot er geen opvangplekken meer te verdelen vielen en onze eigen bedden ook uitgeput waren .",GL/PvdA
All,103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18,conflict,Nee,issue_no,103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477,"' Wij functioneren , net als Utrecht , als een soort Ter Apel voor Oekraïners ' , zegt verantwoordelijk wethouder Rutger Groot Wassink ( GroenLinks ) .","Amsterdam zag zich eerder deze maand genoodzaakt tot sluiting , omdat nergens in Nederland nog vrije opvangplekken waren waar de zojuist aangekomen vluchtelingen naartoe konden worden gebracht .","' Dat ging lang goed , tot er geen opvangplekken meer te verdelen vielen en onze eigen bedden ook uitgeput waren .",GL/PvdA
All,103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18,succes en falen,Ja,issue_yes,103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477,"' Wij functioneren , net als Utrecht , als een soort Ter Apel voor Oekraïners ' , zegt verantwoordelijk wethouder Rutger Groot Wassink ( GroenLinks ) .","Amsterdam zag zich eerder deze maand genoodzaakt tot sluiting , omdat nergens in Nederland nog vrije opvangplekken waren waar de zojuist aangekomen vluchtelingen naartoe konden worden gebracht .","' Dat ging lang goed , tot er geen opvangplekken meer te verdelen vielen en onze eigen bedden ook uitgeput waren .",GL/PvdA
All,159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1-5,issue position,Nee,issue_no,159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1,Zo werd Timmermans ( PvdA/GL) terecht op de vingers getikt door zowel de huidige coalitie- als oppositiepartijen over zijn uitglijder dat door het kabinet al duizend dagen niets aan het klimaat was gedaan .,"Politieke kopstukken die in een strijd zijn verwikkeld om de grootste partij van het land te worden , tonen eindelijk scherpte , durven speldenprikken uit te delen en wijzen de ander op onwaarheden en zwaktes in het verkiezingsprogramma .",’Klein en kinderachtig’ noemde demissionair klimaatminister Jetten ( D66 ) de uitspraken .,GL/PvdA
All,159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1-5,conflict,Ja,issue_yes,159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1,Zo werd Timmermans ( PvdA/GL) terecht op de vingers getikt door zowel de huidige coalitie- als oppositiepartijen over zijn uitglijder dat door het kabinet al duizend dagen niets aan het klimaat was gedaan .,"Politieke kopstukken die in een strijd zijn verwikkeld om de grootste partij van het land te worden , tonen eindelijk scherpte , durven speldenprikken uit te delen en wijzen de ander op onwaarheden en zwaktes in het verkiezingsprogramma .",’Klein en kinderachtig’ noemde demissionair klimaatminister Jetten ( D66 ) de uitspraken .,GL/PvdA
All,159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1-5,succes en falen,Nee,issue_no,159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1,Zo werd Timmermans ( PvdA/GL) terecht op de vingers getikt door zowel de huidige coalitie- als oppositiepartijen over zijn uitglijder dat door het kabinet al duizend dagen niets aan het klimaat was gedaan .,"Politieke kopstukken die in een strijd zijn verwikkeld om de grootste partij van het land te worden , tonen eindelijk scherpte , durven speldenprikken uit te delen en wijzen de ander op onwaarheden en zwaktes in het verkiezingsprogramma .",’Klein en kinderachtig’ noemde demissionair klimaatminister Jetten ( D66 ) de uitspraken .,GL/PvdA
All,15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520-9,issue position,Ja,issue_yes,15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520,"Zo wil GroenLinks-PvdA het minimumloon ingrijpend verhogen , vindt de VVD dat de ' hardwerkende Nederlander ' goedkoop moet kunnen blijven tanken en staat bij de Partij voor de Dieren de bestaanszekerheid voor de ' mens van morgen ' centraal .","Zo zijn de afgelopen decennia wel 27 inkomensondersteunende maatregelen opgetuigd , variërend van toeslagen tot de ( bijzondere ) bijstand .","Wie waar recht op heeft , is lang niet altijd duidelijk .",GL/PvdA
All,15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520-9,conflict,Nee,issue_no,15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520,"Zo wil GroenLinks-PvdA het minimumloon ingrijpend verhogen , vindt de VVD dat de ' hardwerkende Nederlander ' goedkoop moet kunnen blijven tanken en staat bij de Partij voor de Dieren de bestaanszekerheid voor de ' mens van morgen ' centraal .","Zo zijn de afgelopen decennia wel 27 inkomensondersteunende maatregelen opgetuigd , variërend van toeslagen tot de ( bijzondere ) bijstand .","Wie waar recht op heeft , is lang niet altijd duidelijk .",GL/PvdA
All,15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520-9,succes en falen,Nee,issue_no,15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520,"Zo wil GroenLinks-PvdA het minimumloon ingrijpend verhogen , vindt de VVD dat de ' hardwerkende Nederlander ' goedkoop moet kunnen blijven tanken en staat bij de Partij voor de Dieren de bestaanszekerheid voor de ' mens van morgen ' centraal .","Zo zijn de afgelopen decennia wel 27 inkomensondersteunende maatregelen opgetuigd , variërend van toeslagen tot de ( bijzondere ) bijstand .","Wie waar recht op heeft , is lang niet altijd duidelijk .",GL/PvdA
All,17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52-6,issue position,Nee,issue_no,17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52,Tijdens het RTL-debat botsten PVV-leider Wilders en D66-voorman Jetten over de huisvesting van asielzoekers met verblijfsstatus .,"Amsterdam Partijen van links tot rechts vinden dat er meer moet worden gebouwd , maar lijsttrekkers verschillen behoorlijk over de manier waarop en vooral voor wie .","„ Er is een belangrijke reden waarom je statushouders een huis geeft , we willen dat ze meedoen” , zei Jetten over huisvesten met voorrang .",PVV
All,17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52-6,conflict,Ja,issue_yes,17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52,Tijdens het RTL-debat botsten PVV-leider Wilders en D66-voorman Jetten over de huisvesting van asielzoekers met verblijfsstatus .,"Amsterdam Partijen van links tot rechts vinden dat er meer moet worden gebouwd , maar lijsttrekkers verschillen behoorlijk over de manier waarop en vooral voor wie .","„ Er is een belangrijke reden waarom je statushouders een huis geeft , we willen dat ze meedoen” , zei Jetten over huisvesten met voorrang .",PVV
All,17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52-6,succes en falen,Nee,issue_no,17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52,Tijdens het RTL-debat botsten PVV-leider Wilders en D66-voorman Jetten over de huisvesting van asielzoekers met verblijfsstatus .,"Amsterdam Partijen van links tot rechts vinden dat er meer moet worden gebouwd , maar lijsttrekkers verschillen behoorlijk over de manier waarop en vooral voor wie .","„ Er is een belangrijke reden waarom je statushouders een huis geeft , we willen dat ze meedoen” , zei Jetten over huisvesten met voorrang .",PVV
All,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3,issue position,Ja,issue_yes,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e,"Thierry Baudet van Forum voor Democratie wil een nexit , Laurens Dassen van Volt een Verenigde Staten van Europa .","Au fond willen wij dat alle winkeliers zelf hun betaalmiddel kiezen . ""","Dus als ik zeg , ik heb hier twee appels ... .",FvD
All,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3,conflict,Nee,issue_no,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e,"Thierry Baudet van Forum voor Democratie wil een nexit , Laurens Dassen van Volt een Verenigde Staten van Europa .","Au fond willen wij dat alle winkeliers zelf hun betaalmiddel kiezen . ""","Dus als ik zeg , ik heb hier twee appels ... .",FvD
All,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3,succes en falen,Nee,issue_no,1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e,"Thierry Baudet van Forum voor Democratie wil een nexit , Laurens Dassen van Volt een Verenigde Staten van Europa .","Au fond willen wij dat alle winkeliers zelf hun betaalmiddel kiezen . ""","Dus als ik zeg , ik heb hier twee appels ... .",FvD
All,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4-16,issue position,Ja,issue_yes,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4,"BBB ondersteunt , in ieder geval op papier , de klimaatdoelstellingen in het Parijsakkoord .",Best een openbaring voor iemand die populistische termen als klimaathysterie niet schuwt .,"Net als het klimaatconservatieve NSC van Pieter Omtzigt , met wie Van der Plas zo dolgraag samen wil .",BBB
All,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4-16,conflict,Nee,issue_no,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4,"BBB ondersteunt , in ieder geval op papier , de klimaatdoelstellingen in het Parijsakkoord .",Best een openbaring voor iemand die populistische termen als klimaathysterie niet schuwt .,"Net als het klimaatconservatieve NSC van Pieter Omtzigt , met wie Van der Plas zo dolgraag samen wil .",BBB
All,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4-16,succes en falen,Nee,issue_no,19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4,"BBB ondersteunt , in ieder geval op papier , de klimaatdoelstellingen in het Parijsakkoord .",Best een openbaring voor iemand die populistische termen als klimaathysterie niet schuwt .,"Net als het klimaatconservatieve NSC van Pieter Omtzigt , met wie Van der Plas zo dolgraag samen wil .",BBB
All,1be39892a47fe8b7f423927cb5e772adeef36b527dd3dc8026b3df73-40,issue position,Ja,issue_yes,1be39892a47fe8b7f423927cb5e772adeef36b527dd3dc8026b3df73,„ Ze zagen niet in dat ze aan de leiband van Moskou liepen .” PvdA-voorzitter Ien van den Heuvel noemde de Muur „ historisch juist” en meende dat een linkse dictatuur beter was dan een rechtse .,de oorlog in Oekraïne is voor de orde in Europa van groter belang dan het conflict in Gaza.”,„ Zo diep was het Sovjet-narratief geworteld.”,GL/PvdA
