unit_id,gold,response,topic,rank,logprob
08f92e44c85bc8d01d44e1fd4da7dcacfe23daaf92268fb82abb90b8::2950::burgers,,Geen,,0,0
08f92e44c85bc8d01d44e1fd4da7dcacfe23daaf92268fb82abb90b8::2950::burgers,,Imm,Immigration,2,-3.048931121826172
08f92e44c85bc8d01d44e1fd4da7dcacfe23daaf92268fb82abb90b8::2950::burgers,,Gez,Health,3,-8.923931121826172
08f92e44c85bc8d01d44e1fd4da7dcacfe23daaf92268fb82abb90b8::2950::burgers,,Werk,Economic,4,-9.173931121826172
0aa855c54d72acecb8abcc076a7f0192f13cddee1193b259ac388b91::2069::NGOs en verenigingen,,Geen,,0,0
0aa855c54d72acecb8abcc076a7f0192f13cddee1193b259ac388b91::2069::NGOs en verenigingen,,Burger,CivilRights,3,-4.671031951904297
0aa855c54d72acecb8abcc076a7f0192f13cddee1193b259ac388b91::2069::NGOs en verenigingen,,Gez,Health,5,-8.046031951904297
0aa855c54d72acecb8abcc076a7f0192f13cddee1193b259ac388b91::2069::NGOs en verenigingen,,Ond,Education,7,-9.796031951904297
0afccfb54f52656096252b38e2739bb428da2a195460b0d1bf468df1::1850::burgers,,Geen,,0,0
0afccfb54f52656096252b38e2739bb428da2a195460b0d1bf468df1::1850::burgers,,Mil,Environment,3,-6.955186367034912
0afccfb54f52656096252b38e2739bb428da2a195460b0d1bf468df1::1850::burgers,,Gez,Health,5,-9.20518684387207
0afccfb54f52656096252b38e2739bb428da2a195460b0d1bf468df1::1850::burgers,,Best,Government,6,-10.33018684387207
0afccfb54f52656096252b38e2739bb428da2a195460b0d1bf468df1::1850::burgers,,Werk,Economic,7,-10.70518684387207
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::217::overheidsinstanties,,Landbouw.,Agriculture,0,0
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::217::overheidsinstanties,,Mil,Environment,3,-8.375760078430176
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::217::overheidsinstanties,,Def,Defense,5,-11.375760078430176
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::217::overheidsinstanties,,Best,Government,6,-12.750760078430176
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::744::overheidsinstanties,,Landbouw.,Agriculture,0,0
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::744::overheidsinstanties,,Best,Government,3,-6.190530300140381
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::744::overheidsinstanties,,Werk,Economic,4,-10.190529823303223
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::744::overheidsinstanties,,Gez,Health,6,-10.565529823303223
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::744::overheidsinstanties,,Mil,Environment,7,-10.690529823303223
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Geen,,0,0
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Burger,CivilRights,2,-1.8646401166915894
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Land,Agriculture,3,-2.989640235900879
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Werk,Economic,4,-5.989640235900879
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Imm,Immigration,6,-6.739640235900879
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Gez,Health,7,-6.739640235900879
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751::3149::NGOs en verenigingen,,Best,Government,8,-7.114640235900879
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::301::burgers,,Defensie.,Defense,0,0
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::301::burgers,,Imm,Immigration,3,-7.64885139465332
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::301::burgers,,Burger,CivilRights,4,-9.77385139465332
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::301::burgers,,Best,Government,5,-10.52385139465332
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::301::burgers,,Gez,Health,6,-11.02385139465332
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::301::burgers,,Mil,Environment,10,-12.77385139465332
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::1386::activisten,,Defensie.,Defense,0,0
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::1386::activisten,,Best,Government,3,-8.951362609863281
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::1386::activisten,,Gez,Health,5,-9.451362609863281
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::1386::activisten,,Imm,Immigration,6,-10.201362609863281
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::1386::activisten,,Burger,CivilRights,9,-11.826362609863281
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2277::overheidsinstanties,,Defensie.,Defense,0,0
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2277::overheidsinstanties,,EU,EU,3,-12.386065483093262
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2277::overheidsinstanties,,Imm,Immigration,4,-12.636065483093262
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2277::overheidsinstanties,,Best,Government,6,-13.136065483093262
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2277::overheidsinstanties,,Gez,Health,8,-14.636065483093262
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2277::overheidsinstanties,,Mil,Environment,10,-15.386065483093262
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2494::landen,,Defensie.,Defense,0,0
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2494::landen,,EU,EU,2,-1.8158416748046875
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2494::landen,,Burger,CivilRights,4,-3.3158416748046875
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2494::landen,,Best,Government,6,-7.6908416748046875
0edf1f7fa7f8effc3926a299a398778187a02c1aecd144766700aa87::2494::landen,,Gez,Health,7,-7.8158416748046875
0ee262297e61d3ea15dc23d2c6fa3d7b216ffdf757e8f5c744956dc3::1324::landen,,EU.,,0,0
0ee262297e61d3ea15dc23d2c6fa3d7b216ffdf757e8f5c744956dc3::1324::landen,,EU,EU,1,-0.0003166353271808475
0ee262297e61d3ea15dc23d2c6fa3d7b216ffdf757e8f5c744956dc3::1324::landen,,Def,Defense,4,-10.500316619873047
0ee262297e61d3ea15dc23d2c6fa3d7b216ffdf757e8f5c744956dc3::1324::landen,,Best,Government,6,-13.125316619873047
0ee262297e61d3ea15dc23d2c6fa3d7b216ffdf757e8f5c744956dc3::1324::landen,,Mil,Environment,9,-15.250316619873047
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::642::politiek,,Geen,,0,0
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::642::politiek,,Imm,Immigration,2,-1.1378329992294312
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::642::politiek,,Gez,Health,3,-8.387832641601562
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::642::politiek,,Werk,Economic,5,-8.512832641601562
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::642::politiek,,Best,Government,10,-10.887832641601562
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::1445::politiek,,Geen,,0,0
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::1445::politiek,,Best,Government,2,-12.25001335144043
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::1445::politiek,,Werk,Economic,4,-12.87501335144043
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::1445::politiek,,Gez,Health,5,-13.62501335144043
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::2558::politiek,,Geen,,0,0
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::2558::politiek,,Best,Government,2,-8.750165939331055
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::2558::politiek,,Werk,Economic,3,-12.250165939331055
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8::2558::politiek,,Gez,Health,5,-14.125165939331055
143981f028625ffb485a7b86be98ef55e897745338e36950001fd675::36::politiek,,Geen,,0,0
143981f028625ffb485a7b86be98ef55e897745338e36950001fd675::36::politiek,,Def,Defense,2,-1.1369999647140503
143981f028625ffb485a7b86be98ef55e897745338e36950001fd675::36::politiek,,Gez,Health,3,-10.26200008392334
143981f028625ffb485a7b86be98ef55e897745338e36950001fd675::36::politiek,,Best,Government,4,-10.51200008392334
143981f028625ffb485a7b86be98ef55e897745338e36950001fd675::36::politiek,,Imm,Immigration,8,-11.51200008392334
1459033aa570846bff341cdc1efbdd50850361bf7f393cce47d4c59d::2123::overheidsinstanties,,Milieu.,Environment,0,0
1459033aa570846bff341cdc1efbdd50850361bf7f393cce47d4c59d::2123::overheidsinstanties,,Land,Agriculture,3,-7.886561870574951
1459033aa570846bff341cdc1efbdd50850361bf7f393cce47d4c59d::2123::overheidsinstanties,,Gez,Health,5,-11.386561393737793
1459033aa570846bff341cdc1efbdd50850361bf7f393cce47d4c59d::2123::overheidsinstanties,,Best,Government,7,-11.636561393737793
1459033aa570846bff341cdc1efbdd50850361bf7f393cce47d4c59d::2123::overheidsinstanties,,Def,Defense,10,-12.011561393737793
14eb54164bdb98078ef0167257925f4027d7b3f5498c3bb581d2491f::889::overheidsinstanties,,Defensie. Beschrijving: Defensie & Buitenlandse Zaken. Vrede en mensenrechten.,Defense,0,0
14eb54164bdb98078ef0167257925f4027d7b3f5498c3bb581d2491f::889::overheidsinstanties,,Burger,CivilRights,2,-1.1514184474945068
14eb54164bdb98078ef0167257925f4027d7b3f5498c3bb581d2491f::889::overheidsinstanties,,Gez,Health,4,-8.026418685913086
14eb54164bdb98078ef0167257925f4027d7b3f5498c3bb581d2491f::889::overheidsinstanties,,Best,Government,6,-10.526418685913086
14eb54164bdb98078ef0167257925f4027d7b3f5498c3bb581d2491f::889::overheidsinstanties,,Mil,Environment,10,-11.901418685913086
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::1740::bekende Nederlanders,,Geen,,0,0
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::1740::bekende Nederlanders,,Def,Defense,3,-15.875001907348633
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::1740::bekende Nederlanders,,Gez,Health,5,-16.375001907348633
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2107::bekende Nederlanders,,Geen,,0,0
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2107::bekende Nederlanders,,Def,Defense,2,-12.125008583068848
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2107::bekende Nederlanders,,Gez,Health,4,-13.750008583068848
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2174::bekende Nederlanders,,Geen,,0,0
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2174::bekende Nederlanders,,Def,Defense,2,-6.127265930175781
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2174::bekende Nederlanders,,Gez,Health,3,-9.502265930175781
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2174::bekende Nederlanders,,Werk,Economic,6,-14.252265930175781
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2626::overig/Niet duidelijk,,Geen,,0,0
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2626::overig/Niet duidelijk,,Gez,Health,3,-13.500003814697266
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2626::overig/Niet duidelijk,,Werk,Economic,4,-15.250003814697266
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0::2626::overig/Niet duidelijk,,Imm,Immigration,5,-15.625003814697266
176d45110ec692c7644b84529ffe21db2a9d087c81780da6398bad8b::1426::politiek,,Geen,,0,0
176d45110ec692c7644b84529ffe21db2a9d087c81780da6398bad8b::1426::politiek,,Def,Defense,2,-2.3519020080566406
176d45110ec692c7644b84529ffe21db2a9d087c81780da6398bad8b::1426::politiek,,Best,Government,3,-6.476902008056641
176d45110ec692c7644b84529ffe21db2a9d087c81780da6398bad8b::1426::politiek,,Gez,Health,4,-9.97690200805664
176d45110ec692c7644b84529ffe21db2a9d087c81780da6398bad8b::1426::politiek,,Just,Order,7,-12.22690200805664
19447e6c9d0f4be04164d07eba7d2de049707f92a2106b9538bbbd8d::1355::politiek,,Geen,,0,0
19447e6c9d0f4be04164d07eba7d2de049707f92a2106b9538bbbd8d::1355::politiek,,Best,Government,2,-6.251946926116943
19447e6c9d0f4be04164d07eba7d2de049707f92a2106b9538bbbd8d::1355::politiek,,Werk,Economic,3,-11.876946449279785
19447e6c9d0f4be04164d07eba7d2de049707f92a2106b9538bbbd8d::1355::politiek,,Gez,Health,6,-13.376946449279785
1a0d695c1fc872bc97c358a5f297e8f1c7c7ded53a319ccc60313410::1797::politiek,,Geen,,0,0
1a0d695c1fc872bc97c358a5f297e8f1c7c7ded53a319ccc60313410::1797::politiek,,Best,Government,2,-1.9102635383605957
1a0d695c1fc872bc97c358a5f297e8f1c7c7ded53a319ccc60313410::1797::politiek,,Gez,Health,4,-11.910263061523438
1a0d695c1fc872bc97c358a5f297e8f1c7c7ded53a319ccc60313410::1797::politiek,,Burger,CivilRights,5,-12.160263061523438
1a0d695c1fc872bc97c358a5f297e8f1c7c7ded53a319ccc60313410::1797::politiek,,Werk,Economic,7,-12.535263061523438
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1134::burgers,,Geen,,0,0
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1134::burgers,,Just,Order,3,-3.6033477783203125
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1134::burgers,,Best,Government,4,-5.3533477783203125
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1134::burgers,,Gez,Health,5,-6.4783477783203125
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1134::burgers,,Werk,Economic,6,-7.7283477783203125
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1134::burgers,,Def,Defense,7,-8.353347778320312
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1702::overheidsinstanties,,Geen,,0,0
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1702::overheidsinstanties,,Best,Government,2,-11.375025749206543
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1702::overheidsinstanties,,Gez,Health,3,-11.375025749206543
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1702::overheidsinstanties,,Werk,Economic,5,-14.125025749206543
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1702::overheidsinstanties,,Burger,CivilRights,7,-16.37502670288086
1abeb2b2045cc08c45604ab6f450997d0dda6bc77cc207bcb834ab2d::1702::overheidsinstanties,,Imm,Immigration,8,-16.62502670288086
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1016::burgers,,Geen,,0,0
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1016::burgers,,Best,Government,2,-10.375038146972656
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1016::burgers,,Gez,Health,4,-14.375038146972656
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1016::burgers,,Werk,Economic,5,-15.375038146972656
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1469::experts,,Geen,,0,0
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1469::experts,,Best,Government,2,-9.875055313110352
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1469::experts,,Gez,Health,4,-14.750055313110352
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::1469::experts,,Werk,Economic,6,-16.12505531311035
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::2619::burgers,,Geen,,0,0
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::2619::burgers,,Best,Government,2,-11.625011444091797
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::2619::burgers,,Gez,Health,5,-16.000011444091797
1cce6961271fe2e831b2c28fbf0615a61372b2718a8016995474f84e::2619::burgers,,Werk,Economic,10,-17.500011444091797
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1762::politiek,,Werk.,Economic,0,0
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1762::politiek,,Imm,Immigration,1,-0.6937313675880432
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::1089::burgers,,Geen,,0,0
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::1089::burgers,,Best,Government,2,-5.132009983062744
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::1089::burgers,,Werk,Economic,3,-6.882009983062744
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::1089::burgers,,Gez,Health,5,-11.132010459899902
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::3005::politiek,,Geen,,0,0
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::3005::politiek,,Gez,Health,2,-11.875014305114746
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::3005::politiek,,Werk,Economic,3,-12.875014305114746
