unit_id,gold,response,topic,rank,logprob
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-2-NSC,,Burgerrechten,CivilRights,0,0
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-2-NSC,,Gez,Health,4,-13.750717
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-2-NSC,,Best,Government,9,-14.875717
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-21-NSC,,Geen,,0,0
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-21-NSC,,Best,Government,2,-8.125647
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-21-NSC,,Werk,Economic,3,-8.375647
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-21-NSC,,Gez,Health,4,-9.500647
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-11-SP,,Gezondheid,Health,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-11-SP,,Werk,Economic,1,-0.7593805
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-11-SP,,Ond,Education,9,-11.88438
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-11-SP,,Best,Government,10,-12.13438
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-13-SP,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-13-SP,,Gez,Health,4,-14.625008
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-111-Overig,,Burgerrechten,CivilRights,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-111-Overig,,Gez,Health,3,-14.750263
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-134-VVD,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-134-VVD,,Werk,Economic,2,-3.665159
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-134-VVD,,Gez,Health,4,-5.0401587
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-134-VVD,,Best,Government,5,-7.2901587
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-28-Volt,,Infrastructuur.,Infrastructure,0,0
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-28-Volt,,Mil,Environment,2,-6.7519846
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-41-GL/PvdA,,Geen,,0,0
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-41-GL/PvdA,,Best,Government,2,-10.750032
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-41-GL/PvdA,,Gez,Health,4,-13.125032
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-41-GL/PvdA,,Werk,Economic,9,-15.375032
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-101-NSC,,Geen,,0,0
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-101-NSC,,Best,Government,2,-11.250046
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-101-NSC,,Gez,Health,5,-12.375046
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-101-NSC,,Werk,Economic,7,-13.625046
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-53-SGP,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-53-SGP,,Burger,CivilRights,2,-1.4104834
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-53-SGP,,Gez,Health,3,-2.4104834
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-53-SGP,,Best,Government,5,-9.410483
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-53-SGP,,Werk,Economic,6,-9.785483
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-53-SGP,,Just,Order,10,-10.785483
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-74-NSC,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-74-NSC,,Best,Government,2,-9.12512
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-74-NSC,,Gez,Health,4,-13.00012
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-95-Overig,,Werk.,Economic,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-153-CDA,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-153-CDA,,Gez,Health,4,-15.000019
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-153-CDA,,Best,Government,8,-16.00002
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-187-Overig,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-187-Overig,,Gez,Health,4,-14.750005
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-192-VVD,,Werk.,Economic,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-192-VVD,,Gez,Health,4,-10.39585
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-192-SGP,,Werk.,Economic,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-192-SGP,,Gez,Health,4,-8.4523
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-192-SGP,,Best,Government,8,-11.7023
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-199-GL/PvdA,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-199-GL/PvdA,,Gez,Health,5,-14.375015
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,Justitie.,Order,0,0
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,Def,Defense,2,-4.3930426
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,Best,Government,3,-5.7680426
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,Imm,Immigration,6,-8.268043
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,Burger,CivilRights,7,-8.643043
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,Gez,Health,8,-11.268043
8035356fa7a696fb8a0b67c8b94832f57f43b3e41602977460beffce-95-Overig,,EU,EU,9,-12.018043
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-CDA,,Justitie.,Order,0,0
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-CDA,,Best,Government,4,-9.89875
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-CDA,,Werk,Economic,6,-10.89875
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-CDA,,Def,Defense,8,-12.27375
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-CDA,,Ond,Education,9,-12.39875
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-16-VVD,,Geen,,0,0
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-16-VVD,,Gez,Health,2,-12.500016
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-16-VVD,,Best,Government,3,-12.750016
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-16-VVD,,Werk,Economic,6,-13.500016
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-16-VVD,,Def,Defense,8,-14.750016
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-17-BBB,,Geen,,0,0
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-17-BBB,,Best,Government,2,-10.000109
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-17-BBB,,Gez,Health,3,-11.250109
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-17-BBB,,Werk,Economic,5,-11.625109
9eabb8027e57281b04ea1e9a164bddbf2177cf0305404da17d870cc3-17-BBB,,Imm,Immigration,9,-12.750109
3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-16-Overig,,Defensie.,Defense,0,0
3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-16-Overig,,Gez,Health,10,-16.502188
be005a08fa76d946a391215293e332342b8768a97e91c6358302b431-1-NSC,,Geen,,0,0
be005a08fa76d946a391215293e332342b8768a97e91c6358302b431-1-NSC,,Gez,Health,5,-14.875028
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-19-NSC,,Geen,,0,0
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-19-NSC,,Gez,Health,2,-12.750011
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-19-NSC,,Imm,Immigration,4,-13.500011
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-19-NSC,,Werk,Economic,6,-14.250011
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-19-NSC,,Best,Government,9,-14.750011
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-28-VVD,,Immigratie.,Immigration,0,0
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-28-VVD,,Werk,Economic,8,-14.126643
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-36-PVV,,Onderwijs.,Education,0,0
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-36-PVV,,Werk,Economic,3,-10.273332
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-36-PVV,,Gez,Health,5,-12.273332
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-36-PVV,,Best,Government,9,-13.148332
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-23-PVV,,Immigratie,Immigration,0,0
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-23-PVV,,Werk,Economic,8,-13.757628
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-23-PVV,,Ond,Education,9,-14.632628
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-15-D66,,Milieu.,Environment,0,0
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-15-D66,,Def,Defense,10,-16.501505
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-4-Volt,,Geen,,0,0
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-4-Volt,,Best,Government,4,-12.250035
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-4-Volt,,Gez,Health,5,-12.250035
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-4-Volt,,Werk,Economic,9,-14.125035
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-24-GL/PvdA,,Bestuur,Government,0,0
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-24-GL/PvdA,,Werk,Economic,4,-9.232099
d6cc9338727a150f35373bfe758f73ca037db1def8b8a258d31fd127-24-GL/PvdA,,Gez,Health,5,-10.232099
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-8-D66,,Geen,,0,0
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-8-D66,,Gez,Health,3,-7.5557733
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-8-D66,,Werk,Economic,4,-8.680773
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-8-D66,,Imm,Immigration,5,-9.305773
96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt,,Milieu,Environment,0,0
96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt,,Gez,Health,5,-11.068333
96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt,,Def,Defense,6,-11.693333
96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt,,Burger,CivilRights,7,-11.693333
96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt,,Ond,Education,8,-12.318333
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-64-GL/PvdA,,Geen,,0,0
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-64-GL/PvdA,,Gez,Health,2,-12.5000105
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-64-GL/PvdA,,Werk,Economic,4,-13.0000105
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-64-GL/PvdA,,Best,Government,10,-16.250011
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-17-D66,,Bestuur,Government,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-17-D66,,Werk,Economic,10,-18.500036
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-73-GL/PvdA,,Gezondheid,Health,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-73-GL/PvdA,,Werk,Economic,4,-12.000191
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-81-Overig,,Bestuur,Government,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-81-Overig,,Ond,Education,4,-10.20134
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-81-Overig,,Werk,Economic,5,-10.20134
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-81-Overig,,Def,Defense,6,-11.45134
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-81-Overig,,Just,Order,9,-12.45134
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-81-Overig,,Gez,Health,10,-12.45134
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-101-VVD,,Justitie.,Order,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-101-VVD,,Ond,Education,3,-11.03807
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-101-VVD,,Def,Defense,4,-13.16307
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-101-VVD,,Werk,Economic,7,-13.91307
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-171-VVD,,Geen,,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-171-VVD,,Gez,Health,5,-15.62501
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-184-BBB,,Immigratie,Immigration,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-184-BBB,,Werk,Economic,7,-14.253442
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-224-PVV,,Immigratie,Immigration,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-224-PVV,,Gez,Health,4,-9.330441
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-224-PVV,,Ond,Education,5,-9.580441
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-224-PVV,,Werk,Economic,6,-10.705441
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-49-NSC,,Onderwijs.,Education,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-65-PVV,,Geen,,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-65-PVV,,Gez,Health,5,-15.875029
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-84-PVV,,Justitie.,Order,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-84-PVV,,Def,Defense,3,-6.63903
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-84-PVV,,Best,Government,5,-8.1390295
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-84-PVV,,Gez,Health,6,-10.7640295
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-84-PVV,,Werk,Economic,9,-11.6390295
dfbea462c0d264a3103e1147a9342d46df95acf9cd9119a4e969da6f-1-Overig,,Geen,,0,0
dfbea462c0d264a3103e1147a9342d46df95acf9cd9119a4e969da6f-1-Overig,,Just,Order,2,-12.000014
dfbea462c0d264a3103e1147a9342d46df95acf9cd9119a4e969da6f-1-Overig,,Gez,Health,3,-12.625014
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-8-CDA,,Geen,,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-8-CDA,,Gez,Health,3,-13.3750105
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-8-CDA,,Werk,Economic,9,-15.7500105
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-8-CDA,,Imm,Immigration,10,-15.8750105
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-21-CDA,,Immigratie,Immigration,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-69-BBB,,Geen,,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-69-BBB,,Gez,Health,3,-12.375018
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-95-CU,,Geen,,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-95-CU,,Gez,Health,5,-15.750008
da9882225d284e5399bd4ed29090ee478d72f6c8c941586bdfc121b6-26-GL/PvdA,,EU.,,0,0
da9882225d284e5399bd4ed29090ee478d72f6c8c941586bdfc121b6-26-GL/PvdA,,EU,EU,1,-7.767599e-05
da9882225d284e5399bd4ed29090ee478d72f6c8c941586bdfc121b6-38-BBB,,Immigratie,Immigration,0,0
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-26-GL/PvdA,,Bestuur,Government,0,0
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-26-GL/PvdA,,Ond,Education,6,-13.8289
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-26-GL/PvdA,,Werk,Economic,10,-15.7039
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-138-VVD,,Geen,,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-138-VVD,,Gez,Health,4,-14.125014
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-138-NSC,,Geen,,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-138-NSC,,Gez,Health,4,-14.1250105
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-212-BBB,,Woningbouw,Housing,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-212-BBB,,Imm,Immigration,1,-0.4952846
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-212-BBB,,Werk,Economic,5,-10.620285
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-22-GL/PvdA,,Geen,,0,0
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-22-GL/PvdA,,Gez,Health,3,-12.875017
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-22-D66,,Geen,,0,0
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-22-D66,,Gez,Health,2,-11.375034
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-22-D66,,Werk,Economic,4,-12.875034
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-55-VVD,,Geen,,0,0
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-55-VVD,,Gez,Health,4,-13.375009
0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-47-CDA,,Geen,,0,0
0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-47-CDA,,Gez,Health,4,-13.875024
8068e17e7893120b42a60b176d9c17aca758e92cfed9f3afe0fc787f-25-D66,,Milieu.,Environment,0,0
8068e17e7893120b42a60b176d9c17aca758e92cfed9f3afe0fc787f-25-D66,,Def,Defense,8,-14.875082
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-19-NSC,,Bestuur,Government,0,0
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-19-NSC,,Werk,Economic,4,-10.26226
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-19-NSC,,Gez,Health,9,-13.88726
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-56-NSC,,Bestuur,Government,0,0
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-56-NSC,,Ond,Education,4,-14.518153
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-92-NSC,,Geen,,0,0
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-92-NSC,,Best,Government,2,-7.2507596
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-92-NSC,,Werk,Economic,4,-11.37576
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-92-NSC,,Gez,Health,5,-12.37576
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-94-NSC,,Bestuur,Government,0,0
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-94-NSC,,Werk,Economic,4,-6.355501
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-94-NSC,,Burger,CivilRights,5,-8.480501
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-94-NSC,,Gez,Health,6,-9.105501
d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-94-NSC,,Just,Order,9,-11.605501
142dd9f8080e28d4b3f887e2e2b062f8a688ea1344260ec223ccb899-96-Denk,,Bestuur,Government,0,0
142dd9f8080e28d4b3f887e2e2b062f8a688ea1344260ec223ccb899-96-Denk,,Werk,Economic,4,-11.054272
142dd9f8080e28d4b3f887e2e2b062f8a688ea1344260ec223ccb899-96-Denk,,Burger,CivilRights,6,-12.429272
142dd9f8080e28d4b3f887e2e2b062f8a688ea1344260ec223ccb899-96-Denk,,Ond,Education,8,-13.179272
142dd9f8080e28d4b3f887e2e2b062f8a688ea1344260ec223ccb899-96-Denk,,Gez,Health,10,-13.679272
e76f29f39ad41a6b09f0069fea9c5af72aae8822fcb56738f4c6cf8b-32-VVD,,Onderwijs,Education,0,0
46f05a1cb5f40cea2e34703ddd7b78ac99349bbd1a101056c2c4e49a-29-NSC,,Geen,,0,0
46f05a1cb5f40cea2e34703ddd7b78ac99349bbd1a101056c2c4e49a-29-NSC,,Best,Government,2,-3.5330832
46f05a1cb5f40cea2e34703ddd7b78ac99349bbd1a101056c2c4e49a-29-NSC,,Werk,Economic,3,-6.2830834
46f05a1cb5f40cea2e34703ddd7b78ac99349bbd1a101056c2c4e49a-29-NSC,,Gez,Health,5,-7.9080834
46f05a1cb5f40cea2e34703ddd7b78ac99349bbd1a101056c2c4e49a-29-NSC,,Def,Defense,8,-11.408083
10c8219904f264a4423e759df24179b2a5d93b323d37c0c0b18abcb0-2-NSC,,Geen,,0,0
10c8219904f264a4423e759df24179b2a5d93b323d37c0c0b18abcb0-2-NSC,,Gez,Health,4,-14.875005
