jobid,unit_id
599,e6e9e2f3bbdd72e430723666b768fd5061f77f80f5f70a5f93741505-135-BBB
599,f81781c9684d9d625fc6bc1979d5378b862ab5060b959c21ef6592da-3-GL/PvdA
599,f9efd3013ca6f565db00694ff52a0a618a4e08bc163357c0b710c0a0-25-Overig
599,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-147-GL/PvdA
599,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-45-CDA
599,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-2-PvdD
599,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-14-FvD
599,0a1c42e4c576f272d5b50b3b18a057ef0b8222b24dd79e5f6e9ecf07-51-GL/PvdA
599,0e71048d1bdfaa8271a82ebe817c3010eb3bc86d52d54d66e37f454e-139-PvdD
599,0e71048d1bdfaa8271a82ebe817c3010eb3bc86d52d54d66e37f454e-159-BBB
599,1e39efad1c48dbc29f222adb4d2724b4423fb04a08e25a1004509b7d-11-Overig
599,27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-4-NSC
599,29ba345cd965ab0e095ab1010e3d832b95b2c1b53001c657d97892fb-1-BBB
599,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-10-CU
599,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-31-GL/PvdA
599,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-95-Overig
599,33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-32-D66
599,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-GL/PvdA
599,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-231-Volt
599,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-84-GL/PvdA
599,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-87-BBB
599,43c08311c6759a75f8b17a935ab849048f2c5af4a480127a31cb999e-77-D66
599,46e86bec24ac356e587e545983233266e8b8308ce67ad4f7b7ba28e5-11-GL/PvdA
599,4fcb0e93e8af91d99b29917cdc8654d2b9077804d4f647590ae0d1c7-31-NSC
599,51b5338657d936ba2b75591a19de221a78c2cb885cb75b17dc1b43c1-38-Overig
599,5b26cc5620236412a60e78a39757797c04f323c4530a4dde763e7b51-11-NSC
599,626b29151eb1875b80b4e3756b511b54ca8d4254295d7147efd43f84-38-PvdD
599,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-21-FvD
599,6881c4c4e4464dd3c00aa91e9bbff2ba61409f146803de7835440f16-23-D66
599,6a76b67ba8f654573f53ab7435a95c9f67b9556356b1019707bfcb70-57-GL/PvdA
599,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-152-Overig
599,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-154-CDA
599,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-168-Denk
599,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-37-VVD
599,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-8-Overig
599,728389390789ed132c3abc2a831014345e99ca621b73cb4a6b580bce-294-PvdD
599,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-47-VVD
599,8068e17e7893120b42a60b176d9c17aca758e92cfed9f3afe0fc787f-25-D66
599,807b9a00f53eeb8e7a3f684695f395ea36667e96cb6580f304fe98c2-46-PvdD
599,80f519cdbb5cc56917c7e854e2ce5260886a72fd10abb40f79a95c0e-11-D66
599,80f519cdbb5cc56917c7e854e2ce5260886a72fd10abb40f79a95c0e-11-Overig
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-NSC
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-140-JA21
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-18-D66
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-60-Overig
599,8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-15-D66
599,8b0bc50fc55381bc161d268da4f200afa59dcbbb6f368549c1528853-22-D66
599,8de4a8d8be894252b536cb4ce9c64a96e23af18fde0e6d9ee7799519-88-VVD
599,9621f674d589cc16fee51efa2ccc2f1c33167eca11a4425f40469073-31-GL/PvdA
599,96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt
599,a3fd0c749ae5056fcf43330f077e1c7e37d71ad2a2f1a2ea610db545-73-D66
599,a600348833ca697af4fc0dcd77371d921934aa90e80215425edaad1a-1-CU
599,a60d26b037ca1a68444141f68345c7ac82a29b7ee9d62ea6d97a8d66-266-PVV
599,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-10-CU
599,b43a2f52224f7dd9214f2ccc742c862cbb67bdb95255ddcc6b5c106c-11-GL/PvdA
599,bc47ba26b0f38072cab42de2c547ce048cf30acdc01fba39021b201c-22-CDA
599,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-18-CDA
599,c6944d1bb19f9e5fa31673e3d32d06e31f42de8a96e6b8957ebfd285-5-GL/PvdA
599,caa2360400f0b2fb0b8b62c5af523e9c7add6017ecb29a88703c054c-62-D66
599,cac47a66166fdb67fc074880997c3fc3c5832cfdc50434525de45f12-17-D66
599,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-102-GL/PvdA
599,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-36-NSC
599,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-40-CU
599,d1d03d34f99f347b43fa4bb5eb20404f65a890dd6abf50f2cd0a0533-164-CDA
599,d2a10f06d2c3d4bd8dfac4b0f1ffd43f6f85febfe1ea540d8c11629b-80-PvdD
599,d389c42d099664e816185a0159dd30d275257682e7e767bf3b8fa421-24-PvdD
599,d89b41181bbcdc1c04ca593c5feb58a84e0822b031eb130fd5849865-4-Overig
599,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-56-GL/PvdA
599,e6e9e2f3bbdd72e430723666b768fd5061f77f80f5f70a5f93741505-10-GL/PvdA
599,e6e9e2f3bbdd72e430723666b768fd5061f77f80f5f70a5f93741505-135-BBB
599,f81781c9684d9d625fc6bc1979d5378b862ab5060b959c21ef6592da-3-GL/PvdA
599,f9efd3013ca6f565db00694ff52a0a618a4e08bc163357c0b710c0a0-25-Overig
599,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-147-GL/PvdA
599,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-45-CDA
599,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-2-PvdD
599,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-14-FvD
599,0a1c42e4c576f272d5b50b3b18a057ef0b8222b24dd79e5f6e9ecf07-51-GL/PvdA
599,0e71048d1bdfaa8271a82ebe817c3010eb3bc86d52d54d66e37f454e-139-PvdD
599,0e71048d1bdfaa8271a82ebe817c3010eb3bc86d52d54d66e37f454e-159-BBB
599,1e39efad1c48dbc29f222adb4d2724b4423fb04a08e25a1004509b7d-11-Overig
599,27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-4-NSC
599,29ba345cd965ab0e095ab1010e3d832b95b2c1b53001c657d97892fb-1-BBB
599,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-10-CU
599,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-31-GL/PvdA
599,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-95-Overig
599,33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-32-D66
599,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-GL/PvdA
599,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-231-Volt
599,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-84-GL/PvdA
599,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-87-BBB
599,43c08311c6759a75f8b17a935ab849048f2c5af4a480127a31cb999e-77-D66
599,46e86bec24ac356e587e545983233266e8b8308ce67ad4f7b7ba28e5-11-GL/PvdA
599,4fcb0e93e8af91d99b29917cdc8654d2b9077804d4f647590ae0d1c7-31-NSC
599,51b5338657d936ba2b75591a19de221a78c2cb885cb75b17dc1b43c1-38-Overig
599,5b26cc5620236412a60e78a39757797c04f323c4530a4dde763e7b51-11-NSC
599,626b29151eb1875b80b4e3756b511b54ca8d4254295d7147efd43f84-38-PvdD
599,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-21-FvD
599,6881c4c4e4464dd3c00aa91e9bbff2ba61409f146803de7835440f16-23-D66
599,6a76b67ba8f654573f53ab7435a95c9f67b9556356b1019707bfcb70-57-GL/PvdA
599,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-152-Overig
599,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-154-CDA
599,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-168-Denk
599,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-37-VVD
599,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-8-Overig
599,728389390789ed132c3abc2a831014345e99ca621b73cb4a6b580bce-294-PvdD
599,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-47-VVD
599,8068e17e7893120b42a60b176d9c17aca758e92cfed9f3afe0fc787f-25-D66
599,807b9a00f53eeb8e7a3f684695f395ea36667e96cb6580f304fe98c2-46-PvdD
599,80f519cdbb5cc56917c7e854e2ce5260886a72fd10abb40f79a95c0e-11-D66
599,80f519cdbb5cc56917c7e854e2ce5260886a72fd10abb40f79a95c0e-11-Overig
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-NSC
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-140-JA21
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-18-D66
599,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-60-Overig
599,8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-15-D66
599,8b0bc50fc55381bc161d268da4f200afa59dcbbb6f368549c1528853-22-D66
599,8de4a8d8be894252b536cb4ce9c64a96e23af18fde0e6d9ee7799519-88-VVD
599,9621f674d589cc16fee51efa2ccc2f1c33167eca11a4425f40469073-31-GL/PvdA
599,96b109ec65a904495a182715a4f57cfaffb78a48625f33e154116f10-3-Volt
599,a3fd0c749ae5056fcf43330f077e1c7e37d71ad2a2f1a2ea610db545-73-D66
599,a600348833ca697af4fc0dcd77371d921934aa90e80215425edaad1a-1-CU
599,a60d26b037ca1a68444141f68345c7ac82a29b7ee9d62ea6d97a8d66-266-PVV
599,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-10-CU
599,b43a2f52224f7dd9214f2ccc742c862cbb67bdb95255ddcc6b5c106c-11-GL/PvdA
599,bc47ba26b0f38072cab42de2c547ce048cf30acdc01fba39021b201c-22-CDA
599,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-18-CDA
599,c6944d1bb19f9e5fa31673e3d32d06e31f42de8a96e6b8957ebfd285-5-GL/PvdA
599,caa2360400f0b2fb0b8b62c5af523e9c7add6017ecb29a88703c054c-62-D66
599,cac47a66166fdb67fc074880997c3fc3c5832cfdc50434525de45f12-17-D66
599,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-102-GL/PvdA
599,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-36-NSC
599,d0d2271c52418d2bea23842ecb36a4ae2eb512a0a92eb81c70c3ece3-40-CU
599,d1d03d34f99f347b43fa4bb5eb20404f65a890dd6abf50f2cd0a0533-164-CDA
599,d2a10f06d2c3d4bd8dfac4b0f1ffd43f6f85febfe1ea540d8c11629b-80-PvdD
599,d389c42d099664e816185a0159dd30d275257682e7e767bf3b8fa421-24-PvdD
599,d89b41181bbcdc1c04ca593c5feb58a84e0822b031eb130fd5849865-4-Overig
599,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-56-GL/PvdA
599,e6e9e2f3bbdd72e430723666b768fd5061f77f80f5f70a5f93741505-10-GL/PvdA
599,e6e9e2f3bbdd72e430723666b768fd5061f77f80f5f70a5f93741505-135-BBB
599,f81781c9684d9d625fc6bc1979d5378b862ab5060b959c21ef6592da-3-GL/PvdA
599,f9efd3013ca6f565db00694ff52a0a618a4e08bc163357c0b710c0a0-25-Overig
