unit_id,job_id,coder,status,issue position,conflict,succes en falen
062611188eea30e020a482fe2198890aad1172b3ab48daf41387f679-19-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-1-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-11-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
066e9e451971790db98ad0d61565d08960b78871d86e8982fffbd63c-18-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
0716e3e0befbdb4560a0b2086bda0fe2be14653136520b75a108a74d-1-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
073ee9ac590cf73d4f8124d72188bc6e9a9fb6eff0d872b43e64d5e1-6-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
07abe94ea0600b42884090af15bdd1021d7675b093b0d5a244472fef-4-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
07af3356ebcc3b693ef67eb74c913a090587043053fa8b6d801dcabc-17-D66,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce-2-SGP,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9-7-NSC,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
080fa625c0c725db28008db7483804328e779965872edcbde894368a-2-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
08757769ca44000de2a2f5ab38f9bd81d6f3fc0b4523abd09fb024cb-1-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
088c1edfdbefacc513da5a4e7516342b0e9eead38a62ac7be6624578-1-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748-103-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0998d1d8ab0493d579c42863c7611e4932b6a7b74ecb23d1005cceb6-4-GL/PvdA,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
09aa20fff578fb82606e5d33e65952eeca3b31b6b85c3f6a99f08cad-92-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0a1c42e4c576f272d5b50b3b18a057ef0b8222b24dd79e5f6e9ecf07-14-GL/PvdA,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0a28acb91032dfb80b67ee439ae879805a26f5ee1331bd624a78a86a-1-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
0a70fa027af71ad9e855f5df871f6829ddbcfcbf7739adc513364bfa-8-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0a809b592403c22dd31bf5e679c38fc9f2c6787753659425c0b4a2e0-62-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0a8f6511b0ac4e922124b248f6d1efdbbdc9af270f78a5790e464453-48-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0a923cbfbde39b029be4e16ec79c63ea774704fa43d064fe750be8f8-14-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0aa855c54d72acecb8abcc076a7f0192f13cddee1193b259ac388b91-10-CU,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
0ac2086e4b12fc3eefd4c588e17de3690d70aae7b2df6cf2f02ae747-4-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0add4486e2bd8c3b59a44979d388e66be2df37c76138fdf018e8885f-19-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0afccfb54f52656096252b38e2739bb428da2a195460b0d1bf468df1-37-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
0b36f849ddf6cfb6357cd8c0a6f1059dc10dd7532ee7d3a8757dc625-10-FvD,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0be3eee612de83300699f0503c702cfca22c783aff3f8fae8d8d5531-1-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
0c09919dc88b42dbe02bbf892a426395cc32e9c314be3f9d528b4483-36-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Ja
0c316e4f588bb43e876d71efd347f1a8dcb05f85ce6edf52a72207af-2-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
0c3591590ba21e8fb5e4fedc3e853ccca81105b30def88cf27ea3c27-50-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0c5ff28ee97f20d732110b71d7e46fbb3d22994b8a6df61162d079a6-1-Volt,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0c832cbc3391d2e4ae37eefde71ad0908cca8b752c3360ba532d7705-14-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-4-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-1-BBB,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Ja
0d2613528ee5cdb5ad69b4b6c753ee985d940893d01b195b0a1431ce-45-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0dba987bb3191e9978a82c787f357bb765fc1b59ae3b00f3ebbfe62c-45-GL/PvdA,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0de4576fc63acc6db22d870aefe114dd70c5906b99157c63349da6fb-4-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0e15f503e95628d3bf248fb6751f73e26c39c416f2ed45cadafe0fc0-22-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0e71048d1bdfaa8271a82ebe817c3010eb3bc86d52d54d66e37f454e-2-CU,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0e7848b63e59859d08908f275af2f6c2550d1834efbe62026fb9f6e3-14-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
0ede332e40823fbe539b5f19a4da13abdcc10ce15186ac6eda0b16ac-89-Volt,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0ee262297e61d3ea15dc23d2c6fa3d7b216ffdf757e8f5c744956dc3-11-JA21,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0ee9416c103d507a76508bc3a2f5ef5faae2be7a36685e3d160bcb97-3-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
0efd586e9b7ee3f83dd9ba07930277647af92f234cadc2e0605c1e44-3-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0f1b716474b2f98017ac9f8d0fd43efc3c397bdf9a980b3acb7b41a0-1-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
0f95512c7ffcd49dfd80b33c69ee36d399e437f309514950e6e35c79-7-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
0fc585e55715b1be6da14eee17df15a9c7ab5c9ffcf6571444e5e944-7-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
0fc9cb10e5efea74ada1ddc6f001e2e8436519fcf12546c4c57c70fd-10-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1029f9277a3453a7fee6cc6c032c5175549238fc01aa608d6c79fc75-5-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-2-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
108f27f7f8d7ad5c05e1974ac9258f7ab575d1dca51db7d0a3a868c7-5-GL/PvdA,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
109cd8d6a6935ce275fccba13990cc7fda1389dc6830c2c55d0e1c85-5-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
10a636bc2c10bc866106bb965d876b825a1a66b68111f152978fd6b5-17-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
10c8219904f264a4423e759df24179b2a5d93b323d37c0c0b18abcb0-2-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
10cd5970327e236c7fe4c3a8a95026648d55a7b9dcc153aca88b62a8-1-VVD,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
10e35133bcaffe2d5f9880ec851985abf5f12872b4ed1180d6b9d49d-23-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1120e86a435e8ed2d726abab7ba41dfbbb97e834aff6c0cebdb1ab52-9-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1130bc86733e1249cc09c0c0e7a39ad5936835865d52fb71f54b5f29-27-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
11a3a1f1b1d675b5cc67fc97492330b4090920a51bb752f5e0f99950-2-GL/PvdA,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
121dbd4474e4645945a8d73c623513cf6055f8a9a5df006a2df3f433-1-GL/PvdA,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Ja
123f7cf3c95dda6b3ec3da0f57a0bf2f632d864f1d2f00e2cc542613-1-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
124e594d95eacbe9bd825a99bbc39dde4e0a9e8e46214ed448d7a2dd-1-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
125000735775b05799a2b24c6c367fe5981b65b4c3d46334466fc612-1-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
126040e4cef93d4980423c5311dc379cb489e0a92810bbc43b2221ca-2-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
140f681ed3336f1b6fe6637ec6faddf5052095b28a4c879e599d1871-2-PvdD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
142dd9f8080e28d4b3f887e2e2b062f8a688ea1344260ec223ccb899-162-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
147cf0ea61511c7c77d12d8d78cb8281a76255b2d488b0f39169f9da-26-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
14b26701fb78f94c43aa21b7062422f53eefde4ad18e700ffeebdbf0-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
14ea65ddc1cdd63f83f2f6a670d93c1ccbe101a51520d44ee38d4c3a-13-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
14fe9161f58cdbb5ae553c75935e355af15df2407c86a259ab078bb0-8-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1500ca3d306ee726b6575b73db09c2ebc5e0f6ec15131a844b25f34e-12-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-1-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
1559a4907cffac8775e6614ed4f27857644fc612f772115e9024b32b-30-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1589ec11813f19407fbf95b5e36a5585da8aacfcdfac990c90843225-1-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1592ef7985c5a8b05471fc1cb998dd77cd87efff826944d7ad51d3e5-224-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
159858adeaea661a41f65962ec72979ce6a1c934bea596baec0738b1-5-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
15a9cb1931c99c292dd90680864a5b5c61955134b6666d69feb10520-9-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-3-Overig,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
1617c2eaf5ce9176ff57d8a7a18d69a04238727eaa0bb85b64baabc0-33-BBB,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
164979643ca6183e17006b06b24a60b736dfca3a6423bfeef6bb5893-1-Volt,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
165ed896d09dfca4d3fca498d9f8cdaff36b69ce5a22a9db2b277503-1-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
166efcc2febd9bafeff75d87cf8ea8c6a5bbad44dd270de657098b0e-1-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
168838aaf49004216eddf47876ccc156efc6fbd2b8918215d248e877-4-CDA,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
16f995b38ea74daf741f83e7174ddc98ba79e96a6e718ae08971ddc9-23-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
17058abe3959459308eab6241e8f831e6d40d593c506f50ed27e7323-20-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1765881bb49c7f4db3592869be2188dcb1841f9807f1a856f2abeb90-11-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
176cc83405f49de17b5df312272e37b393113f19298057d40b102b61-15-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
176e072e93d950740c03b18f64ea5fd1db2544f3189d4aaa4a076668-3-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
176f7075f752f558c712cc6051b17ed7d6d79143000e2fc8e5cf8744-4-VVD,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
177f4e6b1e92e7ff75d7d533ee4948415ea136ac43abc7414c12c672-5-Overig,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
178c4f8cd0674a0523e023fcf4fb514cdfcd57be2a72a04b5c827497-3-SP,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
17ab7d959b104daf327bccc5976e0595464a4de946ca48af5103fc4a-11-BBB,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
17c0faccdb877c2d0e6cc8b62176221f73372ea6cd1ff380f59f5a52-6-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-4-CU,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
180d0870f3cf4359d72796b4e95a7a1e581f3d30e7745355da7f9c66-20-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
18247d4fadd583a73b8c0e32c257e397e868119ad674687c35549dfc-53-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1853b9b6144334fbfb974e64bcca4831e790f072062163032a7ea055-27-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
18ba1b51856174ce93eb22cd3e3bb1900a1ab37b5eb9ebf9739039a7-5-VVD,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
18d9818fa4acad195732cd3561c122399b7d005e2ace5f5ee7f98475-29-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1909aa66fa1ca72b7729274dca784d30b00ff22535e37aa6084a674e-3-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
195e6dfb7e7da97a7ecdd9615e44446822e472821465781941dfec2a-59-Volt,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
19606503c4e7c1550295da2a9867f00d6e99bd2eff0fa92805c60aff-15-VVD,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
19725c8adcc46b230a6e9724b7b7e436b86084327bbfb95523995027-75-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
19d4c01088f1a09408c9f6ad65bcef6bed9e6419389f2bbe9c0410f1-1-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
19e44b7a807ef172b642e07507974c4240f54aa783a42ffd371581bc-2-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
19f8badc17efb309396c9e1dd2cb4d1ab05a01e46f23b3589e2b98f4-16-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1a365654e2fd0b5f75d359a59f003f9a66c441d7ac871e8dccd2b4a7-91-CU,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1a7ee12715faeff2832822df887a0382a9c64ecf46e99ccaa3895515-74-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1b3198c02a9f2983933e90cb2d304886925ba782402213c008c0a217-2-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1b703f32fce7e7222e21882783325658d90c0336f4d01308efb5708b-5-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
1b899535db6bb6c11efec7902ee816fd213f4ee33356203d5b4d8d2f-10-BBB,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1b9722389debf21d69f39ee8b64b702238b9c1ac4590906bed1d865d-6-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1ba1dfdc79ffb904332ff187c015a03eb5f4eba854f2d195c31328a3-24-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1bcec6f975c40a53a6a8bbebe0e157837fc0954a1586d03f322c808b-7-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1be39892a47fe8b7f423927cb5e772adeef36b527dd3dc8026b3df73-40-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1bf16568695001a3948ff5549b3be641976bc219ff494db018d13ba0-15-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-6-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
1c24d4e507ef6aa36bd4f3b85b23483ffaf37d624f09aef4e83ea9c7-1-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-1-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
1ccc777fd71ef43e58a8cd480264e3f13d1142b1de7d0324adf069ae-4-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1d2860f0c2f5c195066bcf2e531e12088250a6b9a5fb4ebc96cba564-22-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1d85d13d8ce8706695a19311ebf6529a2adaafdb86f5b56497dd20a5-31-NSC,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
1da813f42e2d62a2f7a2a2b08395795fc1546980eed5574c0db3ab9e-6-JA21,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1db7f68c49b88559529fd3f7d21ab9b3b31a1a040f873c3ab6efedce-1-SP,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1dc8c2634a2a9788065f47a85a4a13b41462c4e9c9a3616a484f5dc1-9-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-5-SP,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
1e2da4a564a6e0c90fa3d199e4a0f1caa3b0e92586e12591418a0394-15-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
1e39efad1c48dbc29f222adb4d2724b4423fb04a08e25a1004509b7d-9-NSC,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
1e571f13885dad5d7b29501469cb543a3dcbdf9e4c08f9d868a53e81-4-PVV,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec-2-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
1ea2a704eb99a0084202640243d5714b1e2786bca89ee6f3a9383c9a-25-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1eb943f9a28546e47c6d53c7ab8a2fd2c63663185b5368457b40cb9f-3-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
