unit_id,doc_id,actor,sentence_id,start,end,text,text_hl,before,after
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::778::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,11,778,787,Ze wilde donderdag van  Van Buren weten of deze berichten binnen de gedragscode voor Amsterdamse ambtenaren vielen.,Ze wilde donderdag van  **Van Buren** weten of deze berichten binnen de gedragscode voor Amsterdamse ambtenaren vielen.,JA21-fractievoorzitter Annabel Nanninga noemde ook een bericht waarin Dibi een vals alarm ’een denkbeeldige aanval’ noemde.,Die stelt expliciet dat ambtenaren ’voorzichtig’ moeten zijn met persoonlijke opvattingen op sociale media.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::839::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,11,839,861,Ze wilde donderdag van Van Buren weten of deze berichten binnen de gedragscode voor  Amsterdamse ambtenaren vielen.,Ze wilde donderdag van Van Buren weten of deze berichten binnen de gedragscode voor  **Amsterdamse ambtenaren** vielen.,JA21-fractievoorzitter Annabel Nanninga noemde ook een bericht waarin Dibi een vals alarm ’een denkbeeldige aanval’ noemde.,Die stelt expliciet dat ambtenaren ’voorzichtig’ moeten zijn met persoonlijke opvattingen op sociale media.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::894::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,12,894,904,Die stelt expliciet dat  ambtenaren ’voorzichtig’ moeten zijn met persoonlijke opvattingen op sociale media.,Die stelt expliciet dat  **ambtenaren** ’voorzichtig’ moeten zijn met persoonlijke opvattingen op sociale media.,Ze wilde donderdag van Van Buren weten of deze berichten binnen de gedragscode voor Amsterdamse ambtenaren vielen.,"„In dit specifieke geval, waar het hier over gaat, zien wij tegenstrijdigheid”, zei Van Buren."
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1062::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,13,1062,1071,"„In dit specifieke geval, waar het hier over gaat, zien wij tegenstrijdigheid”, zei  Van Buren.","„In dit specifieke geval, waar het hier over gaat, zien wij tegenstrijdigheid”, zei  **Van Buren**.",Die stelt expliciet dat ambtenaren ’voorzichtig’ moeten zijn met persoonlijke opvattingen op sociale media.,Tot verbazing van Nanninga.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1091::politiek,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,politiek,14,1091,1099,Tot verbazing van  Nanninga.,Tot verbazing van  **Nanninga**.,"„In dit specifieke geval, waar het hier over gaat, zien wij tegenstrijdigheid”, zei Van Buren.",Ook omdat het niet de eerste keer was dat zij een uiting van Dibi aankaartte.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1162::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,15,1162,1166,Ook omdat het niet de eerste keer was dat zij een uiting van  Dibi aankaartte.,Ook omdat het niet de eerste keer was dat zij een uiting van  **Dibi** aankaartte.,Tot verbazing van Nanninga.,Twee jaar geleden oordeelde burgemeester Femke Halsema dat Dibi de gedragscode wél overtrad.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1207::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,16,1207,1233,Twee jaar geleden oordeelde  burgemeester Femke Halsema dat Dibi de gedragscode wél overtrad.,Twee jaar geleden oordeelde  **burgemeester Femke Halsema** dat Dibi de gedragscode wél overtrad.,Ook omdat het niet de eerste keer was dat zij een uiting van Dibi aankaartte.,Ook toen ging het om een tweet over Israël.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1238::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,16,1238,1242,Twee jaar geleden oordeelde burgemeester Femke Halsema dat  Dibi de gedragscode wél overtrad.,Twee jaar geleden oordeelde burgemeester Femke Halsema dat  **Dibi** de gedragscode wél overtrad.,Ook omdat het niet de eerste keer was dat zij een uiting van Dibi aankaartte.,Ook toen ging het om een tweet over Israël.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1308::landen,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,landen,17,1308,1314,Ook toen ging het om een tweet over  Israël.,Ook toen ging het om een tweet over  **Israël**.,Twee jaar geleden oordeelde burgemeester Femke Halsema dat Dibi de gedragscode wél overtrad.,"De politieke gevoeligheden zijn belangrijk volgens de gedragscode, hield Nanninga nog eens voor."
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1389::politiek,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,politiek,18,1389,1397,"De politieke gevoeligheden zijn belangrijk volgens de gedragscode, hield  Nanninga nog eens voor.","De politieke gevoeligheden zijn belangrijk volgens de gedragscode, hield  **Nanninga** nog eens voor.",Ook toen ging het om een tweet over Israël.,Maar volgens de wethouder was heel duidelijk dat het in dit geval om een privéuiting ging.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1429::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,19,1429,1438,Maar volgens de  wethouder was heel duidelijk dat het in dit geval om een privéuiting ging.,Maar volgens de  **wethouder** was heel duidelijk dat het in dit geval om een privéuiting ging.,"De politieke gevoeligheden zijn belangrijk volgens de gedragscode, hield Nanninga nog eens voor.",Dibi reageerde direct op X.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1504::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,20,1504,1508,Dibi reageerde direct op X.,**Dibi** reageerde direct op X.,Maar volgens de wethouder was heel duidelijk dat het in dit geval om een privéuiting ging.  .,"„Ik dank het college voor de ruimte die zij beschermt voor ambtenaren als ik”, schreef hij."
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,21,1545,1552,"„Ik dank het  college voor de ruimte die zij beschermt voor ambtenaren als ik”, schreef hij.","„Ik dank het  **college** voor de ruimte die zij beschermt voor ambtenaren als ik”, schreef hij.",Dibi reageerde direct op X.,„Dit is wat inclusiviteit bij de gemeente betekent.”
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1591::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,21,1591,1601,"„Ik dank het college voor de ruimte die zij beschermt voor  ambtenaren als ik”, schreef hij.","„Ik dank het college voor de ruimte die zij beschermt voor  **ambtenaren** als ik”, schreef hij.",Dibi reageerde direct op X.,„Dit is wat inclusiviteit bij de gemeente betekent.”
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1657::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,22,1657,1665,„Dit is wat inclusiviteit bij de  gemeente betekent.”,„Dit is wat inclusiviteit bij de  **gemeente** betekent.”,"„Ik dank het college voor de ruimte die zij beschermt voor ambtenaren als ik”, schreef hij.",Hij riep andere ambtenaren op zich niet te laten intimideren.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1693::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,23,1693,1703,Hij riep andere  ambtenaren op zich niet te laten intimideren.,Hij riep andere  **ambtenaren** op zich niet te laten intimideren.,„Dit is wat inclusiviteit bij de gemeente betekent.”,Hij liet ook weten dat zijn werkgever niet eerder zoveel meldingen over hem had ontvangen als bij dit onderwerp.
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1767::overheidsinstanties,00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb,overheidsinstanties,24,1767,1776,Hij liet ook weten dat zijn  werkgever niet eerder zoveel meldingen over hem had ontvangen als bij dit onderwerp.,Hij liet ook weten dat zijn  **werkgever** niet eerder zoveel meldingen over hem had ontvangen als bij dit onderwerp.,Hij riep andere ambtenaren op zich niet te laten intimideren.,NA
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::92::politiek,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,politiek,2,92,105,In onze verkiezingstool stellen we  lijsttrekkers en partijen voor.,In onze verkiezingstool stellen we  **lijsttrekkers** en partijen voor.,Er zijn tijdens deze campagne best wat nieuwe gezichten.,17:30.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::109::politiek,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,politiek,2,109,117,In onze verkiezingstool stellen we lijsttrekkers en  partijen voor.,In onze verkiezingstool stellen we lijsttrekkers en  **partijen** voor.,Er zijn tijdens deze campagne best wat nieuwe gezichten.,17:30.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::130::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,4,130,138,De Jonge tegen gemeenten: denk om stemmers met beperking.,**De Jonge** tegen gemeenten: denk om stemmers met beperking.,17:30.  .,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::145::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,4,145,154,De Jonge tegen  gemeenten: denk om stemmers met beperking.,De Jonge tegen  **gemeenten**: denk om stemmers met beperking.,17:30.,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::164::burgers,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,burgers,4,164,186,De Jonge tegen gemeenten: denk om  stemmers met beperking.,De Jonge tegen gemeenten: denk om  **stemmers met beperking**.,17:30.,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::187::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,5,187,242,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.,**Demissionair minister Hugo de Jonge (Binnenlandse Zaken**) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.,De Jonge tegen gemeenten: denk om stemmers met beperking.  .,"Afgelopen maart, bij de verkiezingen voor de provincies en de waterschappen, bleek er met 80 procent van alle stemlokalen iets mis."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::253::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,5,253,262,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de  gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de  **gemeenten** op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.,De Jonge tegen gemeenten: denk om stemmers met beperking.,"Afgelopen maart, bij de verkiezingen voor de provincies en de waterschappen, bleek er met 80 procent van alle stemlokalen iets mis."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::360::burgers,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,burgers,5,360,384,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor  mensen met een beperking.,Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor  **mensen met een beperking**.,De Jonge tegen gemeenten: denk om stemmers met beperking.,"Afgelopen maart, bij de verkiezingen voor de provincies en de waterschappen, bleek er met 80 procent van alle stemlokalen iets mis."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::431::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,6,431,441,"Afgelopen maart, bij de verkiezingen voor de  provincies en de waterschappen, bleek er met 80 procent van alle stemlokalen iets mis.","Afgelopen maart, bij de verkiezingen voor de  **provincies** en de waterschappen, bleek er met 80 procent van alle stemlokalen iets mis.",Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.,"Er waren bijvoorbeeld drempels, zware deuren en ondeugdelijke hellingbanen."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::448::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,6,448,461,"Afgelopen maart, bij de verkiezingen voor de provincies en de  waterschappen, bleek er met 80 procent van alle stemlokalen iets mis.","Afgelopen maart, bij de verkiezingen voor de provincies en de  **waterschappen**, bleek er met 80 procent van alle stemlokalen iets mis.",Demissionair minister Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.,"Er waren bijvoorbeeld drempels, zware deuren en ondeugdelijke hellingbanen."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::658::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,8,658,667,"""Met een deel van deze knelpunten in de toegankelijkheid kunnen  gemeenten nog aan de slag op korte termijn voor de Tweede Kamerverkiezing op 22 november"", laat de minister weten.","""Met een deel van deze knelpunten in de toegankelijkheid kunnen  **gemeenten** nog aan de slag op korte termijn voor de Tweede Kamerverkiezing op 22 november"", laat de minister weten.","Er waren bijvoorbeeld drempels, zware deuren en ondeugdelijke hellingbanen.",Gemeenten zijn voor een groot deel verantwoordelijk voor de organisatie van de verkiezingen.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::757::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,8,757,765,"""Met een deel van deze knelpunten in de toegankelijkheid kunnen gemeenten nog aan de slag op korte termijn voor de Tweede Kamerverkiezing op 22 november"", laat de  minister weten.","""Met een deel van deze knelpunten in de toegankelijkheid kunnen gemeenten nog aan de slag op korte termijn voor de Tweede Kamerverkiezing op 22 november"", laat de  **minister** weten.","Er waren bijvoorbeeld drempels, zware deuren en ondeugdelijke hellingbanen.",Gemeenten zijn voor een groot deel verantwoordelijk voor de organisatie van de verkiezingen.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::773::overheidsinstanties,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,overheidsinstanties,9,773,782,Gemeenten zijn voor een groot deel verantwoordelijk voor de organisatie van de verkiezingen.,**Gemeenten** zijn voor een groot deel verantwoordelijk voor de organisatie van de verkiezingen.,"""Met een deel van deze knelpunten in de toegankelijkheid kunnen gemeenten nog aan de slag op korte termijn voor de Tweede Kamerverkiezing op 22 november"", laat de minister weten.",Vanaf vandaag is het meldpunt Onbeperkt Stemmen weer actief .
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::957::NGOs en verenigingen,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,NGOs en verenigingen,11,957,1025,Dat is een initiatief van de  koepelorganisatie voor mensen met een beperking of chronische ziekte.,Dat is een initiatief van de  **koepelorganisatie voor mensen met een beperking of chronische ziekte**.,Vanaf vandaag is het meldpunt Onbeperkt Stemmen weer actief .,Bij het meldpunt kunnen zij hun ervaringen delen over het stemproces.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1103::media,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,media,14,1103,1116,Jeugdjournaal: bakken met Bikker.,**Jeugdjournaal**: bakken met Bikker.,16:25.  .,In aanloop naar de verkiezingen gaat het Jeugdjournaal op pad met lijsttrekkers.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1129::politiek,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,politiek,14,1129,1135,Jeugdjournaal: bakken met  Bikker.,Jeugdjournaal: bakken met  **Bikker**.,16:25.,In aanloop naar de verkiezingen gaat het Jeugdjournaal op pad met lijsttrekkers.
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1177::media,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,media,15,1177,1190,In aanloop naar de verkiezingen gaat het  Jeugdjournaal op pad met lijsttrekkers.,In aanloop naar de verkiezingen gaat het  **Jeugdjournaal** op pad met lijsttrekkers.,Jeugdjournaal: bakken met Bikker.,"Vandaag is het de beurt aan ChristenUnie-lijsttrekker Mirjam Bikker, zij gaat pannenkoeken bakken."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1202::politiek,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,politiek,15,1202,1215,In aanloop naar de verkiezingen gaat het Jeugdjournaal op pad met  lijsttrekkers.,In aanloop naar de verkiezingen gaat het Jeugdjournaal op pad met  **lijsttrekkers**.,Jeugdjournaal: bakken met Bikker.,"Vandaag is het de beurt aan ChristenUnie-lijsttrekker Mirjam Bikker, zij gaat pannenkoeken bakken."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1245::politiek,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,politiek,16,1245,1284,"Vandaag is het de beurt aan  ChristenUnie-lijsttrekker Mirjam Bikker, zij gaat pannenkoeken bakken.","Vandaag is het de beurt aan  **ChristenUnie-lijsttrekker Mirjam Bikker**, zij gaat pannenkoeken bakken.",In aanloop naar de verkiezingen gaat het Jeugdjournaal op pad met lijsttrekkers.,"Of de baksels een beetje zijn gelukt, zie je in de video."
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1415::politiek,00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d,politiek,19,1415,1436,Podcast De Verkiezingsdag over het  gezicht van de partij.,Podcast De Verkiezingsdag over het  **gezicht van de partij**.,15:47.,Podcast De Dag heet tot aan de verkiezingen De Verkiezingsdag.
