unit_id,gold,response,topic,rank,logprob
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-27-GL/PvdA,,Werk,Economic,6,-14.750164
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-27-GL/PvdA,,Imm,Immigration,8,-15.625164
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-32-GL/PvdA,,Geen,,0,0
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-32-GL/PvdA,,Gez,Health,3,-14.750006
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-32-GL/PvdA,,Werk,Economic,8,-17.625006
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-39-NSC,,Geen,,0,0
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-39-NSC,,Gez,Health,3,-15.750036
4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-39-NSC,,Best,Government,10,-18.250036
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-43-NSC,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-43-NSC,,Gez,Health,4,-16.625017
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-46-NSC,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-46-NSC,,Burger,CivilRights,2,-10.875031
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-46-NSC,,Best,Government,3,-12.125031
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-46-NSC,,Imm,Immigration,5,-13.125031
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-46-NSC,,Gez,Health,6,-13.750031
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-46-NSC,,Werk,Economic,8,-15.500031
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-89-Overig,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-89-Overig,,Gez,Health,5,-17.625
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-102-VVD,,Burgerrechten.,CivilRights,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-102-VVD,,Gez,Health,3,-5.3340445
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-102-VVD,,Best,Government,4,-8.834044
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-102-VVD,,Just,Order,5,-9.459044
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-102-VVD,,Werk,Economic,6,-10.959044
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-102-VVD,,Imm,Immigration,7,-11.084044
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-179-Overig,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-179-Overig,,Best,Government,2,-8.250264
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-179-Overig,,Werk,Economic,4,-14.750264
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-179-Overig,,Gez,Health,5,-14.875264
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-234-Overig,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-234-Overig,,Gez,Health,3,-15.625006
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-234-Overig,,Best,Government,7,-17.875006
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-244-Overig,,Geen,,0,0
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-244-Overig,,Gez,Health,5,-17.625008
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-33-VVD,,Infrastructuur.,Infrastructure,0,0
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-33-VVD,,Werk,Economic,10,-18.625015
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-55-Denk,,Infrastructuur.,Infrastructure,0,0
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-55-Denk,,Best,Government,7,-18.375004
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-55-Denk,,Werk,Economic,8,-18.375004
4f0531344a5b5b4b999fd2fd6c0cb97ada6e2e709e09dfbaf8376f09-55-Denk,,Def,Defense,9,-18.500004
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-128-Overig,,Geen,,0,0
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-128-Overig,,Best,Government,2,-9.125113
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-128-Overig,,Gez,Health,4,-14.250113
17c19dc0713be7891134dc3d1637b8cffda11cda3970355f26b78c0b-128-Overig,,Werk,Economic,5,-14.625113
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-102-NSC,,Geen,,0,0
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-102-NSC,,Best,Government,2,-12.250008
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-102-NSC,,Gez,Health,4,-13.750008
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-102-NSC,,Werk,Economic,5,-15.000008
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-161-Denk,,Geen,,0,0
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-161-Denk,,Werk,Economic,2,-8.750165
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-161-Denk,,Gez,Health,3,-12.375165
d546a1e4434b4ef4184dcad9d333924333dfb0f5642fa1a68e8ab7fd-161-Denk,,Best,Government,9,-16.375164
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-69-GL/PvdA,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-69-GL/PvdA,,Best,Government,2,-7.500558
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-69-GL/PvdA,,Gez,Health,5,-14.125558
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-69-GL/PvdA,,Werk,Economic,6,-14.625558
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-132-NSC,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-132-NSC,,Best,Government,2,-8.250267
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-132-NSC,,Gez,Health,4,-13.625267
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-132-NSC,,Werk,Economic,5,-14.125267
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-191-BBB,,Geen,,0,0
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-191-BBB,,Gez,Health,3,-14.750012
48d3619c1db596f965370c224087872faba39d1987660f921e1a041a-191-BBB,,Imm,Immigration,8,-17.500011
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-GL/PvdA,,Justitie.,Order,0,0
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-GL/PvdA,,Werk,Economic,4,-8.659392
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-GL/PvdA,,Best,Government,5,-9.284392
b6bd9d2acb5c523341410f492b4f984834655af7965975c6a4c43f0d-8-GL/PvdA,,Gez,Health,6,-10.784392
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-4-BBB,,Geen,,0,0
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-4-BBB,,Burger,CivilRights,2,-10.000068
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-4-BBB,,Gez,Health,3,-11.375068
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-4-BBB,,Just,Order,4,-12.000068
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-4-BBB,,Best,Government,6,-14.500068
1553e0d0fbe16d71c58888e9114e55d593a4764f74541fbdc00bd2fd-4-BBB,,Werk,Economic,7,-15.000068
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-49-GL/PvdA,,Geen,,0,0
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-49-GL/PvdA,,Gez,Health,3,-13.500008
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-49-GL/PvdA,,Best,Government,4,-14.000008
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-49-GL/PvdA,,Werk,Economic,5,-14.250008
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-49-GL/PvdA,,Imm,Immigration,8,-15.625008
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-50-SP,,Geen,,0,0
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-50-SP,,Best,Government,2,-11.000022
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-50-SP,,Werk,Economic,4,-14.250022
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-50-SP,,Gez,Health,5,-15.000022
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-52-SP,,Geen,,0,0
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-52-SP,,Best,Government,2,-5.753201
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-52-SP,,Werk,Economic,3,-11.3782015
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-52-SP,,Gez,Health,4,-11.7532015
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-68-SP,,Milieu.,Environment,0,0
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-68-SP,,Gez,Health,6,-12.132677
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-68-SP,,Def,Defense,7,-12.382677
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-68-SP,,Werk,Economic,10,-13.257677
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-70-SP,,Geen,,0,0
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-70-SP,,Mil,Environment,2,-0.8261328
160851e8bbb09fdac5ecc768b0c0aaacd9a74ad8e44a9d53401a9896-70-SP,,Gez,Health,3,-9.201133
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-111-CDA,,Justitie.,Order,0,0
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-111-CDA,,Best,Government,8,-19.375
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-136-FvD,,Bestuur.,Government,0,0
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-136-FvD,,Burger,CivilRights,4,-5.658028
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-136-FvD,,Just,Order,5,-5.908028
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-136-FvD,,Gez,Health,7,-12.783029
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-136-FvD,,Def,Defense,9,-13.533029
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-136-FvD,,Werk,Economic,10,-13.533029
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-1-NSC,,Geen,,0,0
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-1-NSC,,Gez,Health,2,-11.7500105
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-1-NSC,,Imm,Immigration,4,-14.5000105
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-1-NSC,,Best,Government,9,-16.50001
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-8-Overig,,Geen,,0,0
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-8-Overig,,Gez,Health,3,-13.625012
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-8-Overig,,Imm,Immigration,4,-15.375012
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-8-Overig,,Werk,Economic,7,-16.250011
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-8-Overig,,Best,Government,8,-16.625011
f7d00f3cbd6a081103a0f3d93bdf370f3d3797d1af46a356a11322f8-30-D66,,Milieu.,Environment,0,0
26dc46e8512e64fdcd8eff841c308258667715865b5a8c28aa282a9d-14-Volt,,Onderwijs.,Education,0,0
26dc46e8512e64fdcd8eff841c308258667715865b5a8c28aa282a9d-14-Volt,,Werk,Economic,10,-17.250004
e9663923a817aad452269fc27518680a3b4f4284f0f252099a6e7f9b-5-VVD,,Geen,,0,0
e9663923a817aad452269fc27518680a3b4f4284f0f252099a6e7f9b-5-VVD,,Gez,Health,3,-14.125007
e9663923a817aad452269fc27518680a3b4f4284f0f252099a6e7f9b-5-VVD,,Best,Government,10,-17.375008
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-36-FvD,,Geen,,0,0
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-36-FvD,,Imm,Immigration,2,-5.757131
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-36-FvD,,Burger,CivilRights,3,-6.007131
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-36-FvD,,Gez,Health,4,-7.382131
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-36-FvD,,Mil,Environment,5,-7.757131
48fa361979d3a0a4cce816f9db2cd5246bc871f652a9920cb7510131-36-FvD,,Werk,Economic,10,-12.632131
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-7-D66,,Geen,,0,0
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-7-D66,,Gez,Health,2,-12.1250105
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-7-D66,,Imm,Immigration,4,-14.3750105
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-7-D66,,Best,Government,5,-14.7500105
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-7-D66,,Werk,Economic,6,-14.8750105
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-48-BBB,,Geen,,0,0
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-48-BBB,,Best,Government,2,-10.125048
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-48-BBB,,Gez,Health,3,-12.625048
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-48-BBB,,Werk,Economic,5,-14.125048
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-48-BBB,,Imm,Immigration,8,-16.125048
657bc30566633ccbc087eed67eca0f8f07582ff61533fc2c36b99ed3-4-JA21,,Werk.,Economic,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-27-D66,,Geen,,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-27-D66,,Best,Government,2,-8.375233
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-27-D66,,Werk,Economic,4,-15.250233
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-27-D66,,Gez,Health,5,-15.625233
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-73-PVV,,Gezondheid.,Health,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-73-PVV,,Werk,Economic,3,-7.1317425
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-169-NSC,,Geen,,0,0
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-169-NSC,,Gez,Health,3,-13.00001
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-169-NSC,,Imm,Immigration,4,-13.87501
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-169-NSC,,Werk,Economic,5,-14.87501
aaf19e0242053d26e774b3f2bb5db0703741733ba70ccf0a2440cb4f-169-NSC,,Best,Government,6,-15.87501
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-93-D66,,Geen,,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-93-D66,,Mil,Environment,2,-1.7014728
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-93-D66,,Gez,Health,3,-11.076472
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-142-PVV,,Immigratie.,Immigration,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-142-PVV,,EU,EU,1,-0.47701252
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-142-PVV,,Just,Order,3,-6.1020126
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-142-PVV,,Burger,CivilRights,7,-9.727013
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d-142-PVV,,Def,Defense,10,-10.977013
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-6-VVD,,Justitie.,Order,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-6-VVD,,Werk,Economic,7,-17.000032
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-6-VVD,,Imm,Immigration,9,-17.750032
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-21-VVD,,Immigratie.,Immigration,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-38-PVV,,Geen,,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-38-PVV,,Gez,Health,3,-15.000032
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-38-PVV,,Imm,Immigration,4,-15.500032
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-38-PVV,,Best,Government,8,-16.875032
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-40-PVV,,Milieu.,Environment,0,0
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-40-PVV,,Gez,Health,2,-0.97974813
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-40-PVV,,Def,Defense,4,-7.3547482
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-40-PVV,,Werk,Economic,5,-8.104748
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-40-PVV,,Land,Agriculture,6,-8.604748
d5c98cbf465735f89741ce0c0435bff72d44c00da2c9a64cb9f3a718-40-PVV,,Best,Government,10,-10.479748
da9882225d284e5399bd4ed29090ee478d72f6c8c941586bdfc121b6-18-NSC,,Defensie.,Defense,0,0
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-1-D66,,Milieu.,Environment,0,0
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-1-D66,,Gez,Health,5,-13.00032
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-1-D66,,Def,Defense,6,-13.25032
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-1-D66,,Burger,CivilRights,7,-13.37532
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-43-D66,,Bestuur.,Government,0,0
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-43-D66,,Burger,CivilRights,3,-9.126283
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-43-D66,,Just,Order,4,-14.126283
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-43-D66,,Gez,Health,9,-15.626283
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-5-NSC,,Werk.,Economic,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-5-NSC,,Gez,Health,3,-11.251726
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-5-NSC,,Best,Government,7,-13.501726
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-38-Overig,,Geen,,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-38-Overig,,Gez,Health,4,-16.875006
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-133-VVD,,Justitie.,Order,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-133-VVD,,Werk,Economic,6,-15.750067
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-140-PVV,,Geen,,0,0
d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-140-PVV,,Gez,Health,4,-17.250002
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-4-VVD,,Geen,,0,0
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-4-VVD,,Gez,Health,3,-13.000008
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-4-VVD,,Imm,Immigration,4,-13.625008
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-4-VVD,,Werk,Economic,5,-14.250008
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-4-VVD,,Best,Government,6,-15.500008
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-16-VVD,,Geen,,0,0
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-16-VVD,,Imm,Immigration,2,-11.875021
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-16-VVD,,Werk,Economic,3,-12.125021
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-16-VVD,,Best,Government,4,-13.125021
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-16-VVD,,Gez,Health,5,-13.125021
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-18-D66,,Geen,,0,0
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-18-D66,,Gez,Health,3,-13.875017
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-18-D66,,Imm,Immigration,4,-15.000017
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-18-D66,,Werk,Economic,5,-15.125017
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-18-D66,,Best,Government,7,-16.375017
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-28-GL/PvdA,,Geen,,0,0
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-28-GL/PvdA,,Imm,Immigration,3,-11.625036
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-28-GL/PvdA,,Gez,Health,4,-13.500036
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-28-GL/PvdA,,Werk,Economic,5,-14.875036
b4fbc4c4e2f778c2acd7794ffc439d057dade376b1b292ab623db23b-28-GL/PvdA,,Best,Government,8,-15.875036
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-2-VVD,,Geen,,0,0
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-2-VVD,,Gez,Health,3,-15.875011
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-2-VVD,,Best,Government,8,-17.750011
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-34-VVD,,Geen,,0,0
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-34-VVD,,Best,Government,2,-6.6263704
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-34-VVD,,Burger,CivilRights,3,-11.50137
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-34-VVD,,Gez,Health,4,-11.50137
88651608b607af651d124bfa68f0962ea707b071a42cdbd8d8d95582-34-VVD,,Werk,Economic,7,-12.25137
0ca6859ce71fac2ce3a3213ed8081d6ddcd2509a567f2a28cb8fe44e-13-NSC,,Geen,,0,0
