,Index,unit_id,actor,topic,n,stance,agreement,text,before,after,prediction,uitleg
10,8738,ae9a78c59ab515d414b3f24bfa6fdbae4a02f08b4ff2273311a1294c-30-PvdD,PvdD,Agriculture,3,L,1.0,Met de Partij voor de Dieren kwam er in 2006 voor het eerst in de geschiedenis een partij in een nationaal parlement dat exclusief opkomt voor de belangen van dieren.,"Nu hebben we daar duidelijkheid over.""",Met elke verkiezing werd de partij gestaag groter.,N,"Deze zin beschrijft de oprichting en groei van de PvdD als een partij die opkomt voor dierenbelangen. Er wordt geen direct standpunt ingenomen over landbouw of platteland, noch richting duurzame landbouw, noch richting traditionele landbouw of het platteland. Daarom past dit niet binnen de gegeven dimensies."
11,3299,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-173-Overig,Overig,Agriculture,2,N,1.0,"""En Aalt Dijkhuizen, voormalig voorzitter van Wageningen Universiteit, staat al heel lang op mijn lijst als de minister van Landbouw.""","De nummer twee op de kandidatenlijst, Mona Keijzer, is voor BBB kandidaat-premier en de nummer drie, Gijs Tuinman, ziet Van der Plas als minister van Defensie.","Van der Plas, die NSC-voorman Omtzigt vaak heeft geprezen, zei dat de NSC-plannen voor de landbouw 20.000 banen gaan kosten.",R,In deze zin benadrukt Van der Plas (BBB) het belang van behoud van werkgelegenheid in de landbouw en kiest zij een minister die bekend staat om zijn binding aan de landbouwsector. Er is kritiek op plannen (van NSC) die banen in de landbouw zouden kosten. Dit alles duidt op een standpunt dat de traditionele landbouw en de belangen van de landelijke gemeenschap centraal stelt.
12,2911,37ac044cd72f9712bc97515f3e627917a9e60ccb80fabe6bf1ec10da-43-PvdD,PvdD,Agriculture,2,N,1.0,"CDA, BBB en PvdD spreken over landbouw en over het herstel van vertrouwen spreken NSC, VVD en GroenLinks-PvdA.","Over migratie gaan D66, PVV en SP het debat aan.",De verdeling tussen de 'kleine' en 'grote' partijen is gemaakt volgens een berekening van het gemiddelde van de zetels die partijen nu in de Kamer hebben en de Peilingwijzer van 1 november.,N,"De zin geeft alleen aan dat CDA, BBB en PvdD over landbouw spreken, maar noemt geen concreet standpunt of voorkeur over duurzame of traditionele landbouw. Er wordt niets gezegd over de inhoud van het standpunt van PvdD, dus kan deze niet gecodeerd worden als L of R."
13,6779,7f94b93b3e63da8d914a7a05aad9a0645ff96ffe9efd0b7aa546802c-1-BBB,BBB,Agriculture,5,N,0.8,Bij de afgelopen Provinciale Statenverkiezingen stemde boerin Angelique op de BBB vanwege hun standpunten over stikstof.,,Maar ze is teleurgesteld in wat de partij bereikt heeft.,R,"De context verwijst naar de BBB-standpunten over stikstof. BBB wordt doorgaans geassocieerd met het verdedigen van de belangen van boeren in het stikstofdossier, en het bepleiten van traditionele landbouw en bescherming van de landbouwsector. Dit duidt op een positie die aansluit bij het in stand houden van de landbouwsector en het verdedigen van landelijke gemeenschappen."
14,2746,34391ae32b31801be10c811ae5f76429c51ed64773b4d29f9c180aa3-92-BBB,BBB,Agriculture,2,N,1.0,"Op stikstof vind ik hem niet duidelijk, dus tot nu toe denk ik BBB.""","Nu heb je natuurlijk ook Omtzigt, maar rond hem bestaan bij mij nog veel vraagtekens.","Volgens de peiling van AgriDirect stemt ongeveer 5 procent van de boeren nog op het CDA, de partij die in het verleden juist kon rekenen op de agrarische achterban.",R,"De spreker geeft aan BBB te overwegen omdat Omtzigt niet duidelijk is over stikstof. De context van landbouw, stikstofbeleid en boerenstemmen duidt op een voorkeur voor traditionele landbouw en bescherming van boerenbelangen door BBB."
15,1513,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-59-PvdD,PvdD,Agriculture,2,N,1.0,"In het gesprek ging het ook over de interne strubbelingen in de Partij voor de Dieren eerder dit jaar, die Ouwehand bijna het lijsttrekkerschap kostten.",Dat is volgens haar ook in het belang van de boeren zelf.,Ze benadrukte dat leden haar steunen in de koers om de partij door te ontwikkelen.,N,"Deze zin zegt weinig concreets over landbouw of platteland. Het gaat vooral over interne partijdynamiek en de ontwikkeling van de partij, zonder een duidelijk standpunt over duurzame of traditionele landbouw. Daarom valt deze tekst onder 'Geen/Ander/Neutraal'."
16,11341,d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-26-GL/PvdA,GL/PvdA,Agriculture,2,N,1.0,"Bij PvdA-GroenLinks kan het stikstofbeleid voor lastige gesprekken zorgen, denkt Omtzigt.","Ook op het gebied van bestaanszekerheid zijn de partijen het niet met elkaar eens, zegt Omtzigt.",Maar ook een aantal economische plannen van lijsttrekker Timmermans zijn bij de NSC-leider verkeerd gevallen.,N,"De zin benoemt dat er discussies zijn tussen PvdA-GroenLinks over stikstofbeleid, wat gerelateerd is aan landbouw en duurzaamheid. Echter, het geeft geen duidelijk standpunt weer van GL/PvdA zelf over landbouw of platteland. Het geeft alleen aan dat het onderwerp tot lastige gesprekken leidt. Daarom is het standpunt Neutraal."
17,6575,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-42-D66,D66,Agriculture,4,L,0.5,"Lijsttrekker Rob Jetten van D66, de partij die eerder de veestapel nog wilde halveren en in het verkiezingsprogramma óók pleit voor het halveren van de stikstofuitstoot in 2030, zegt maandag tegen De Telegraaf dat het hem ook ’niet zozeer om het jaartal’ gaat.",’Meer urgentie’,„Partijen denken daar nou eenmaal heel verschillend over.,L,"D66 heeft volgens de zin in het verkiezingsprogramma staan dat ze de stikstofuitstoot in 2030 willen halveren en heeft eerder gepleit voor halvering van de veestapel. Dit past bij de dimensie van Duurzame landbouw, omdat het gaat om het terugdringen van stikstofuitstoot en het verminderen van de veestapel, wat milieuvriendelijke doelen zijn. Het feit dat het jaartal minder belangrijk wordt gevonden, verandert niks aan het hoofddoel van verduurzaming."
18,6204,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-33-CDA,CDA,Agriculture,5,R,0.6,"'Het is voor het CDA belangrijk dat de implementatie van de Kaderrichtlijn Water en de Nitraatrichtlijn zo wordt, dat ze de land- en tuinbouwsector perspectief biedt.'",De partij wil de Europese natuurbeschermingswetten creatief uitleggen om deze sectoren uit de wind te houden.,Het wettelijke doeljaar 2035 voor het halveren van de stikstofuitstoot heet in het CDA-programma een 'streefdoel'.,R,"Het CDA wil natuurbeschermingswetten zo uitleggen dat de landbouwsector wordt beschermd en perspectief heeft, en noemt het halveren van stikstofuitstoot slechts een streefdoel, geen harde verplichting. Dit geeft aan dat het CDA meer opkomt voor de belangen van traditionele landbouw en landelijke gemeenschappen en minder inzet op het afdwingen van duurzame landbouwmaatregelen."
19,12745,fc90dc69c0c6f9fbb2a869caff67c844ca72e862783b84cf525b16fb-24-D66,D66,Agriculture,2,N,1.0,D66 kwam gehavend uit de stikstofstrijd.,"Maar waar Omtzigt, naarmate de druk toeneemt, weer wat vaker in zijn bekende nerveuze piekerstand lijkt te staan, daar zit in Jettens ontspannen houding juist een opvallend stijgende lijn.",Toenmalig partijleider Sigrid Kaag was zowel in coronatijd als tijdens de boerenopstand het mikpunt van onversneden haat.,N,"Deze zin beschrijft de positie van D66 als slachtoffer in het stikstofdebat en de boerenopstand, maar geeft geen concreet inhoudelijk standpunt over landbouw of platteland. Er wordt niet duidelijk of D66 juist meer duurzame landbouw wil, of de traditionele landbouw steunt."
20,7253,8b61bfe2c3b60cdf9ed487c074034e8f3a61809ad3d403db3ca46edb-14-CDA,CDA,Agriculture,2,N,1.0,Met tien uitgesproken kritische vragen wijkt dit interview af van vraaggesprekken met CDA-lijsttrekker Henri Bontenbal (vier kritische vragen) en zijn,"""Die doet als een van de weinige niet aan het wegzetten van de landbouw wat je steeds meer in de Haagse politiek ziet, en in de krant.""",VVD-collega Dilan Yesilgöz (vijf).,R,"In deze zin wordt het CDA gepositioneerd als een partij die de landbouw niet opzettelijk wegzet of negatief afschildert, in tegenstelling tot andere partijen in de Haagse politiek. Dit wijst erop dat het CDA de landbouwsector steunt, wat aansluit bij het instandhouden van de traditionele landbouwsector en opkomen voor het platteland."
21,11510,dbf0003dc1f63a8b77416a14b1dc56db571c465131945244d508bd96-62-VVD,VVD,Agriculture,2,R,1.0,"De VVD vindt wel dat er ruimte moet blijven voor intensieve varkens- en pluimveehouderijen, zegt VVD’er Van Campen.",De VVD-groep ‘Liberaal Groen’ wilde juist meer nadruk zien op schone en dierwaardige veehouderij.,"„Sommige mensen vinden dat die ook moeten verdwijnen, dat vind ik te kort door de bocht.”",R,"De VVD erkent het belang van duurzaamheid en dierwaardige veehouderij, maar spreekt zich expliciet uit voor het behoud van intensieve varkens- en pluimveehouderijen. Hiermee kiest de VVD uiteindelijk voor het instandhouden van de bestaande landbouwsector, ondanks de wens vanuit een deel van de partij om deze duurzamer te maken."
22,8717,acf322a4e1d9d405a683d75d5200a9cfc45b973d2828fe75e807d743-69-BBB,BBB,Agriculture,5,N,0.8,Na de BBB-winst bij de Provinciale Statenverkiezingen in maart werden veel vlaggen euforisch omgedraaid of opgeborgen.,"Niet alleen boeren namen het over, ook de groep die zich verzette tegen het Haagse coronabeleid deed dit.",Socioloog Bram van Vulpen (Universiteit van Amsterdam) stelt vast dat daarmee de 'boerenwoede weer op de waakvlam' staat.,N,"De zin beschrijft vooral de reactie van verschillende groepen, waaronder boeren, op de verkiezingswinst van BBB en relateert dit aan protesten ('boerenwoede'). Er wordt geen duidelijk inhoudelijk standpunt van BBB weergegeven over landbouw of platteland."
23,8683,abc0aac1577631bcbb869ef5953bb518ae6d133a636ca2a68862cee0-8-BBB,BBB,Agriculture,5,N,0.8,"De boerenpartij-die-geen-boerenpartij-meer- wil-zijn, BBB, kortgeleden groot geworden op de vleugels van het plattelandschagrijn, heeft kandidaat-Kamerlid Cor Pierik afgevaardigd naar dit boerendebat.",De verkiezingskaravaan trekt verder en laat de boeren wachtend achter op hun erven.,"Hij is een Haags statisticus en hobbynatuurboer, nummer 6 op de lijst - dat gaat misschien net lukken.",R,In deze zin wordt BBB beschreven als een partij die groot is geworden op de onvrede van het platteland en wordt gelinkt aan belangen van landelijke gemeenschappen. Dit wijst op een standpunt voor traditionele landbouw en het steunen van het platteland.
24,657,0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-23-BBB,BBB,Agriculture,2,R,1.0,"VVD, NSC en GroenLinks-PvdA, de grootste partijen in de peilingen, zeggen - in tegenstelling tot BBB- de stikstofuitstoot flink te willen verminderen.",De vraag is of het op landelijk niveau wél lukt de stikstofwet aan te pakken.,Tóch windmolens op land,R,"In deze zin wordt duidelijk dat BBB juist niet de stikstofuitstoot flink wil verminderen, in tegenstelling tot andere partijen. Dit wijst erop dat BBB een traditioneel standpunt inneemt ten aanzien van de landbouw en platteland, gericht op het beschermen van de bestaande landbouwsector en minder op verduurzaming."
25,3894,463b4fb1dc9b2e28ac2ab9ba5bb69466bb4dd0c8ca6ed6f1f322a9e6-11-GL/PvdA,GL/PvdA,Agriculture,2,N,1.0,"Timmermans vindt het belangrijker, zo zei hij zondagavond op tv, om „er met jonge boeren samen uit te komen” dan „precies vasthouden aan wat we in het verkiezingsprogramma hebben afgesproken”.",Hierin staat: „We houden vast aan het doel om de stikstofuitstoot in 2030 te halveren.”,Een week eerder verklaarde hij zich bij de stikstofdoelen niet te willen vastleggen „op een jaartal”.,L,"GL/PvdA geeft aan het doel voor het verminderen van stikstofuitstoot na te streven (halvering in 2030), wat past bij duurzame landbouw. Tegelijk laat Timmermans ruimte voor overleg met boeren en stelt hij het jaartal niet als absoluut vast, waardoor het enigszins genuanceerd wordt. Desondanks blijft het streven naar minder stikstof leidend, wat duidt op een voorkeur voor duurzame landbouw."
26,9502,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-14-CDA,CDA,Agriculture,2,N,1.0,Het CDA zegt zich nu af te keren van het neoliberalisme.,"Recenter waren veel aanhangers teleurgesteld over de omgang met boeren in de stikstofdiscussie, waarna velen hun weg naar BBB en nu ook naar NSC (beide geleid door een ex-CDA'er) vonden.","Normen, waarden en naar elkaar om kijken, staan weer hoog in het vaandel.",N,"Deze zin beschrijft dat het CDA bij de achterban teleurstelling veroorzaakte over de omgang met boeren in de stikstofdiscussie (waarschijnlijk vanwege maatregelen die als nadelig voor boeren en het platteland werden gezien), waarna veel aanhangers overstapten naar partijen die juist sterk voor de boeren opkomen. Daarnaast geeft de zin aan dat het CDA zich afkeert van het neoliberalisme en meer inzet op normen, waarden en gemeenschapszin. Hoewel dit laatste meer een algemene koerswijziging beschrijft, geeft de context van het eerste deel vooral aan dat het CDA als te weinig steunend voor boeren werd gezien, wat impliceert dat zij op dat moment niet stevig in het kamp van traditionele landbouw stonden. Het huidige standpunt wordt niet heel concreet gemaakt, dus op basis van deze informatie is het niet duidelijk te coderen als duidelijk L of R."
27,6140,728389390789ed132c3abc2a831014345e99ca621b73cb4a6b580bce-310-PvdD,PvdD,Agriculture,5,L,1.0,De PvdD-lijsttrekker zei verder dat je het beste kunt omschakelen naar een plantaardiger leefwijze.,"""Op heel veel plekken is veel mogelijk.""",Dat is volgens haar ook in het belang van de boeren zelf.,L,"De PvdD-lijsttrekker pleit voor een plantaardiger leefwijze. Dit suggereert een verschuiving richting duurzame landbouwpraktijken en minder afhankelijkheid van dierlijke productie, wat aansluit bij de dimensie 'Duurzame landbouw'."
28,9954,c41fe36b99fc07b157382a40b67938df96e9a2a28b3e28f8f56af4ad-174-CDA,CDA,Agriculture,2,N,1.0,Het CDA zegt zich nu af te keren van het neoliberalisme.,"Recenter waren veel aanhangers teleurgesteld over de omgang met boeren in de stikstofdiscussie, waarna velen hun weg naar BBB en nu ook naar NSC (beide geleid door een ex-CDA'er) vonden.","Normen, waarden en naar elkaar om kijken, staan weer hoog in het vaandel.",N,"De zin beschrijft dat CDA-aanhangers teleurgesteld waren over het stikstofbeleid, wat suggereert dat het CDA niet voldoende de belangen van de boeren heeft verdedigd. Echter, het huidige standpunt wordt niet expliciet gekoppeld aan landbouw of duurzaamheid, maar aan een algemene herwaardering van normen en waarden. Het is daarom niet duidelijk op basis van deze zin of het CDA nu voor meer duurzame of juist traditionele landbouw is."
29,7053,83ba2af70cf8e61978b4cb161ab259ab1bc788825a4cfae944184a0f-1-BBB,BBB,Agriculture,2,N,1.0,Verkiezingsblog D66 en BBB botsen in landbouwdebat:,,'Wat is de visie?',N,"In deze zin is alleen sprake van een debat tussen D66 en BBB over landbouw, maar er wordt geen concreet standpunt van BBB over Landbouw & Platteland genoemd. Het geeft geen duidelijke richting of inhoud aan het standpunt van BBB."
30,5854,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-210-NSC,NSC,Agriculture,4,L,0.5,"Van der Plas, die NSC-voorman Omtzigt vaak heeft geprezen, zei dat de NSC-plannen voor de landbouw 20.000 banen gaan kosten.","""En Aalt Dijkhuizen, voormalig voorzitter van Wageningen Universiteit, staat al heel lang op mijn lijst als de minister van Landbouw.""","""Daar moet zeker wat gebeuren, maar ik ga nog met Pieter praten.""",L,"In deze zinnen wordt aangegeven dat NSC plannen voor de landbouw heeft die volgens Van der Plas leiden tot het verlies van 20.000 banen, wat suggereert dat zij ingrijpende veranderingen in de landbouwsector voorstaat. Dit wijst op beleid dat traditioneel intensieve landbouw wil terugdringen, wat eerder past bij Duurzame landbouw, ook gezien de context dat Van der Plas deze plannen kritisch noemt."
31,12511,f81781c9684d9d625fc6bc1979d5378b862ab5060b959c21ef6592da-24-BBB,BBB,Agriculture,2,R,1.0,Naast BBB eigenlijk niemand.,"""Welke partij heeft er belang bij dat het over landbouw en stikstof gaat?","Zij waren eigenaar van het onderwerp, BBB had daarmee goud in handen.",N,"Deze zin geeft aan dat BBB het onderwerp landbouw en stikstof als speerpunt heeft, maar er wordt geen inhoudelijk standpunt van BBB genoemd over het onderwerp zelf. Het zegt alleen dat BBB zich profileert op landbouw en stikstof, niet of ze voor duurzame landbouw of voor traditionele landbouw zijn."
32,7254,8b61bfe2c3b60cdf9ed487c074034e8f3a61809ad3d403db3ca46edb-14-Overig,Overig,Agriculture,2,N,1.0,Met tien uitgesproken kritische vragen wijkt dit interview af van vraaggesprekken met CDA-lijsttrekker Henri Bontenbal (vier kritische vragen) en zijn,"""Die doet als een van de weinige niet aan het wegzetten van de landbouw wat je steeds meer in de Haagse politiek ziet, en in de krant.""",VVD-collega Dilan Yesilgöz (vijf).,R,"De geciteerde persoon prijst een partij of persoon omdat deze niet meegaat in het negatieve sentiment ten opzichte van de landbouw, wat impliceert dat zij juist het belang van de landbouw willen benadrukken en verdedigen. Dit duidt op een voorkeur voor het instandhouden van de landbouwsector en het verdedigen van de belangen van het platteland, wat past bij de dimensie 'Traditionele Landbouw & landelijke gemeenschappen'."
33,5847,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-195-PvdD,PvdD,Agriculture,5,L,1.0,De Partij voor de Dieren wil binnen twee jaar een reductie van de veestapel van 75 procent.,"Ze wilde geen percentage noemen, maar ze benadrukte: ""De enige economie die aanvaardbaar is, is een economie die past bij de draagkracht van de aarde en waarin we recht doen aan alle sociale rechten die we willen veilig stellen.""",Volgens Ouwehand is dat nodig om te zorgen voor gezond en betaalbaar voedsel voor iedereen.,L,PvdD pleit voor een sterke reductie van de veestapel (75%) en verwijst expliciet naar het belang van een economie die rekening houdt met de draagkracht van de aarde. Dit zijn punten die passen bij een duurzame landbouw en het terugdringen van intensieve veehouderij.
34,1939,2486bbff4f939954a9685414f0177fe3e2bd211131f938f0c6d63fcb-9-BBB,BBB,Agriculture,2,N,1.0,Opmerkelijk is dat dit reclamebureau de BBB plaatst onder haar agri- en foodklanten.,BBB is het resultaat van het bedenksel van reclamebureau ReMarkAble.,De naar verwachting negen BBB-leden van de nieuwe Kamer krijgen bij elkaar een miljoen op hun bankrekeningen bijgeschreven.,N,"Deze zin beschrijft de oorsprong van BBB als initiatief van een reclamebureau voor agri- en foodklanten, en noemt financiële aspecten rondom nieuwe Kamerleden. Er wordt geen direct standpunt over landbouw of platteland gegeven, noch over duurzame of traditionele landbouw. Het betreft achtergrondinformatie en niet beleidsinhoudelijk."
35,6017,6e26ee860741cec5c1e4a86d13444fe600435b981ba2e0123a1a1216-31-D66,D66,Agriculture,2,L,1.0,"De boeren willen de wolf dood hebben, terwijl de stadse D66’ers uiteraard tegen zijn.",Belangrijker dan de vluchtelingen.,Het wildste dier dat zij ooit gezien hebben is een fatbike.,L,In de zin wordt D66 neergezet als een partij die tegen het doden van de wolf is. Dit past bij de inzet op natuurbescherming en diervriendelijke alternatieven die geassocieerd worden met duurzame landbouw. Hieruit blijkt een voorkeur voor natuurbescherming boven traditionele landbouwbelangen.
36,9258,b5cd04f02548c201e000ad6fcf015b1edd90082c1469a7c4a74a5b34-36-NSC,NSC,Agriculture,4,N,0.5,"Maar NSC neemt de boerenkletskool gewoon over en ratelt verder: 'Nieuwe plannen, zoals de afbouw van goedkoop gas voor tuinders, dienen expliciet getoetst te worden op de gevolgen voor voedselzekerheid.'",Conclusie hiervan: 'De Nederlandse landbouw is ruim in staat de bevolking te voeden als zich een crisissituatie voordoet waarbij geen import en export meer mogelijk is.',Watte?,R,"NSC benadrukt hier het belang van voedselzekerheid en is kritisch over nieuwe plannen die economische lasten voor boeren verhogen, zoals het afbouwen van goedkoop gas voor tuinders. Het standpunt pleit dus voor het beschermen van de traditionele landbouwpraktijken om de voedselvoorziening te waarborgen, wat past bij traditionele landbouw en steun voor de plattelandsgemeenschap."
