,Index,unit_id,actor,topic,n,stance,agreement,text,before,after,prediction,uitleg
10,8738,ae9a78c59ab515d414b3f24bfa6fdbae4a02f08b4ff2273311a1294c-30-PvdD,PvdD,Agriculture,3,L,1.0,Met de Partij voor de Dieren kwam er in 2006 voor het eerst in de geschiedenis een partij in een nationaal parlement dat exclusief opkomt voor de belangen van dieren.,"Nu hebben we daar duidelijkheid over.""",Met elke verkiezing werd de partij gestaag groter.,L,"De zin beschrijft dat de Partij voor de Dieren (PvdD) opkomt voor dierenbelangen en sindsdien gegroeid is. Hoewel er geen expliciete uitspraken over Landbouw & Platteland zijn, is het hoofddoel van de PvdD juist duurdere landbouw, vooral gericht op dier- en milieubescherming, wat vrijwel altijd samengaat met duurzame landbouwbeleid. Daarom kan afgeleid worden dat hun algemene richting in deze context 'duurzame landbouw' is."
11,3299,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-173-Overig,Overig,Agriculture,2,N,1.0,"""En Aalt Dijkhuizen, voormalig voorzitter van Wageningen Universiteit, staat al heel lang op mijn lijst als de minister van Landbouw.""","De nummer twee op de kandidatenlijst, Mona Keijzer, is voor BBB kandidaat-premier en de nummer drie, Gijs Tuinman, ziet Van der Plas als minister van Defensie.","Van der Plas, die NSC-voorman Omtzigt vaak heeft geprezen, zei dat de NSC-plannen voor de landbouw 20.000 banen gaan kosten.",R,"In de gegeven tekst benadrukt de genoemde actor (Overig) het belang van ervaren mensen uit de landbouwsector bij het invullen van de ministerspost voor Landbouw (Aalt Dijkhuizen, met wortels in Wageningen Universiteit, die bekend staat om haar sterke banden met de landbouwsector). Daarnaast wordt kritisch gereageerd op de plannen van NSC voor de landbouw, waarbij wordt gewaarschuwd dat deze plannen 20.000 banen zullen kosten. Dit suggereert verzet tegen maatregelen die mogelijk leiden tot inkrimping van de landbouwsector ten gunste van duurzaamheid, en juist steun voor het behoud van bestaande banen en de landbouwstructuur. Dit past duidelijk bij het standpunt van Traditionele Landbouw & landelijke gemeenschappen (R)."
12,2911,37ac044cd72f9712bc97515f3e627917a9e60ccb80fabe6bf1ec10da-43-PvdD,PvdD,Agriculture,2,N,1.0,"CDA, BBB en PvdD spreken over landbouw en over het herstel van vertrouwen spreken NSC, VVD en GroenLinks-PvdA.","Over migratie gaan D66, PVV en SP het debat aan.",De verdeling tussen de 'kleine' en 'grote' partijen is gemaakt volgens een berekening van het gemiddelde van de zetels die partijen nu in de Kamer hebben en de Peilingwijzer van 1 november.,Neutral / No Stance,"In deze zinnen wordt vermeld dat de PvdD over landbouw spreekt, maar er wordt niet duidelijk gemaakt welke richting of welk inhoudelijk standpunt de partij inneemt met betrekking tot landbouw of platteland. Er wordt alleen geconstateerd dat de PvdD deelneemt aan het debat over landbouw. Omdat het standpunt niet inhoudelijk benoemd is en niet duidelijk in te delen is volgens de opgegeven dimensies, kies ik voor 'Geen/Ander/Neutraal'."
13,6779,7f94b93b3e63da8d914a7a05aad9a0645ff96ffe9efd0b7aa546802c-1-BBB,BBB,Agriculture,5,N,0.8,Bij de afgelopen Provinciale Statenverkiezingen stemde boerin Angelique op de BBB vanwege hun standpunten over stikstof.,,Maar ze is teleurgesteld in wat de partij bereikt heeft.,R,"Uit de zin blijkt dat BBB vooral bekend staat om standpunten over stikstof die boeren aanspreken. BBB staat bekend om het beschermen van traditionele landbouw en opkomen voor de belangen van boeren en het platteland, vaak kritischer tegenover strenge stikstofmaatregelen en inkrimping van de veestapel. Dit wijst sterk richting een traditioneel landbouw- en plattelandsstandpunt, ook al is de boerin teleurgesteld in de daadkracht. Het standpunt van BBB in deze context is dus 'R'."
14,2746,34391ae32b31801be10c811ae5f76429c51ed64773b4d29f9c180aa3-92-BBB,BBB,Agriculture,2,N,1.0,"Op stikstof vind ik hem niet duidelijk, dus tot nu toe denk ik BBB.""","Nu heb je natuurlijk ook Omtzigt, maar rond hem bestaan bij mij nog veel vraagtekens.","Volgens de peiling van AgriDirect stemt ongeveer 5 procent van de boeren nog op het CDA, de partij die in het verleden juist kon rekenen op de agrarische achterban.",R,"In deze zinnen wordt benoemd dat BBB de voorkeur krijgt boven Omtzigt en het CDA onder boeren. Hierbij blijkt dat de boeren BBB steunen, vooral in de context van stikstofbeleid waar Omtzigt als onduidelijk wordt gezien. BBB wordt doorgaans gezien als voorvechter van het behoud van traditionele landbouwpraktijken en de steun voor de agrarische sector en plattelandsgemeenschappen. Dit wijst duidelijk op een standpunt dat aansluit bij het instandhouden van de intensieve landbouw en het ondersteunen van het platteland, dus traditioneel beleid."
15,1513,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-59-PvdD,PvdD,Agriculture,2,N,1.0,"In het gesprek ging het ook over de interne strubbelingen in de Partij voor de Dieren eerder dit jaar, die Ouwehand bijna het lijsttrekkerschap kostten.",Dat is volgens haar ook in het belang van de boeren zelf.,Ze benadrukte dat leden haar steunen in de koers om de partij door te ontwikkelen.,Neutral / No Stance,"In deze zinnen wordt niet expliciet ingegaan op standpunten van de Partij voor de Dieren (PvdD) over landbouw of het platteland. De uitspraken gaan vooral over interne partijdynamiek en leiderschap binnen de partij. Er is geen duidelijke verwijzing naar duurzame landbouw, traditionele landbouw, of aanverwante beleidspunten over landbouw en platteland, noch een inhoudelijke stellingname binnen dit thema."
16,11341,d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-26-GL/PvdA,GL/PvdA,Agriculture,2,N,1.0,"Bij PvdA-GroenLinks kan het stikstofbeleid voor lastige gesprekken zorgen, denkt Omtzigt.","Ook op het gebied van bestaanszekerheid zijn de partijen het niet met elkaar eens, zegt Omtzigt.",Maar ook een aantal economische plannen van lijsttrekker Timmermans zijn bij de NSC-leider verkeerd gevallen.,L,In de tekst wordt vermeld dat het stikstofbeleid bij PvdA-GroenLinks tot lastige gesprekken kan leiden. Dit suggereert dat PvdA-GroenLinks een standpunt over stikstof heeft dat verschilt van partijen die traditionelere landbouw steunen. GL/PvdA staan bekend om hun inzet op het terugdringen van de stikstofuitstoot en een duurzame landbouw. Daarom kan hun positie gecodeerd worden als L: Duurzame landbouw.
17,6575,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-42-D66,D66,Agriculture,4,L,0.5,"Lijsttrekker Rob Jetten van D66, de partij die eerder de veestapel nog wilde halveren en in het verkiezingsprogramma óók pleit voor het halveren van de stikstofuitstoot in 2030, zegt maandag tegen De Telegraaf dat het hem ook ’niet zozeer om het jaartal’ gaat.",’Meer urgentie’,„Partijen denken daar nou eenmaal heel verschillend over.,L,"D66 wordt hier beschreven als pleitend voor het halveren van de stikstofuitstoot en eerder ook voor het halveren van de veestapel. Dit zijn karakteristieke standpunten van een duurzame landbouwagenda: focus op milieu, klimaat en vermindering van de impact van de traditionele intensieve landbouw. Dat Jetten het minder over het jaartal heeft, verandert niets aan deze richting."
18,6204,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-33-CDA,CDA,Agriculture,5,R,0.6,"'Het is voor het CDA belangrijk dat de implementatie van de Kaderrichtlijn Water en de Nitraatrichtlijn zo wordt, dat ze de land- en tuinbouwsector perspectief biedt.'",De partij wil de Europese natuurbeschermingswetten creatief uitleggen om deze sectoren uit de wind te houden.,Het wettelijke doeljaar 2035 voor het halveren van de stikstofuitstoot heet in het CDA-programma een 'streefdoel'.,R,"Het CDA benadrukt in deze uitspraken dat ze Europese natuurbeschermingswetten op een creatieve manier willen toepassen om de landbouwsector te ontzien en deze perspectief te bieden. Verder beschouwen ze het doeljaar voor halvering van de stikstofuitstoot slechts als een 'streefdoel', niet als een harde eis. Dit wijst op een voorkeur voor het beschermen en ondersteunen van de bestaande landbouwsector en het platteland, eerder dan op het inzetten op strenge verduurzaming of inkrimping. Daarom past hun standpunt binnen de richting van Traditionele Landbouw & landelijke gemeenschappen."
19,12745,fc90dc69c0c6f9fbb2a869caff67c844ca72e862783b84cf525b16fb-24-D66,D66,Agriculture,2,N,1.0,D66 kwam gehavend uit de stikstofstrijd.,"Maar waar Omtzigt, naarmate de druk toeneemt, weer wat vaker in zijn bekende nerveuze piekerstand lijkt te staan, daar zit in Jettens ontspannen houding juist een opvallend stijgende lijn.",Toenmalig partijleider Sigrid Kaag was zowel in coronatijd als tijdens de boerenopstand het mikpunt van onversneden haat.,L,"De zin noemt dat D66 'gehavend uit de stikstofstrijd' kwam, en verwijst naar de boerenopstand waar Sigrid Kaag het mikpunt van onvrede was. De stikstofstrijd en de boerenopstand gaan over maatregelen om de stikstofuitstoot te beperken, waar vooral duurzame landbouw (L) voor pleit, en traditioneel landbouw (R) tegen is. Het feit dat D66 in deze context als tegenstander van de boerenopstand werd gezien en te maken kreeg met weerstand van boeren, suggereert dat D66 in het debat stond voor maatregelen die aansluiten bij duurzame landbouw zoals stikstofreductie. Daarom past het het best bij de duurzame landbouw-positie (L)."
20,7253,8b61bfe2c3b60cdf9ed487c074034e8f3a61809ad3d403db3ca46edb-14-CDA,CDA,Agriculture,2,N,1.0,Met tien uitgesproken kritische vragen wijkt dit interview af van vraaggesprekken met CDA-lijsttrekker Henri Bontenbal (vier kritische vragen) en zijn,"""Die doet als een van de weinige niet aan het wegzetten van de landbouw wat je steeds meer in de Haagse politiek ziet, en in de krant.""",VVD-collega Dilan Yesilgöz (vijf).,R,"De geciteerde zin prijst het feit dat de genoemde partij (hier impliciet CDA, gezien de context rondom Bontenbal) niet meedoet aan het 'wegzetten van de landbouw', wat suggereert dat het CDA juist opkomt voor de landbouwsector en de belangen van het platteland. Dat toont een standpunt dat traditioneel is en zich richt op het beschermen van de bestaande landbouw en de landelijke gemeenschap, in tegenstelling tot het doorvoeren van sterk duurzame, beperkende maatregelen voor de landbouw. Dit past het meest bij de dimensie: Traditionele Landbouw & landelijke gemeenschappen."
21,11510,dbf0003dc1f63a8b77416a14b1dc56db571c465131945244d508bd96-62-VVD,VVD,Agriculture,2,R,1.0,"De VVD vindt wel dat er ruimte moet blijven voor intensieve varkens- en pluimveehouderijen, zegt VVD’er Van Campen.",De VVD-groep ‘Liberaal Groen’ wilde juist meer nadruk zien op schone en dierwaardige veehouderij.,"„Sommige mensen vinden dat die ook moeten verdwijnen, dat vind ik te kort door de bocht.”",R,"In deze zinnen blijkt dat binnen de VVD wel stemmen zijn die pleiten voor meer schone en dierwaardige veehouderij, wat zou passen bij het duurzame landbouwstandpunt. Echter, het officiële geluid van de VVD zoals verwoord door Van Campen benadrukt dat er ruimte moet blijven voor intensieve varkens- en pluimveehouderijen, en dat hij het te kort door de bocht vindt om te zeggen dat die helemaal zouden moeten verdwijnen. Dit sluit aan bij het ondersteunen van de traditionele landbouw en het behouden van de bestaande (intensieve) landbouwsector. Daarom past het standpunt het beste bij traditionele landbouw en landelijke gemeenschappen."
22,8717,acf322a4e1d9d405a683d75d5200a9cfc45b973d2828fe75e807d743-69-BBB,BBB,Agriculture,5,N,0.8,Na de BBB-winst bij de Provinciale Statenverkiezingen in maart werden veel vlaggen euforisch omgedraaid of opgeborgen.,"Niet alleen boeren namen het over, ook de groep die zich verzette tegen het Haagse coronabeleid deed dit.",Socioloog Bram van Vulpen (Universiteit van Amsterdam) stelt vast dat daarmee de 'boerenwoede weer op de waakvlam' staat.,R,"In de aangeleverde tekst wordt geschetst dat de overwinning van BBB werd gezien als een steunbetuiging voor de boeren en als een uiting van verzet tegen overheidsbeleid. Hoewel de tekst vooral de emotie en het protest benoemt, is deze oproep tot het steunen van boeren en het framende tegen 'Haags beleid' typisch voor het beschermen van traditionele landbouw en plattelandsgemeenschappen. Er wordt niet gerefereerd aan duurzame landbouw of stikstofreductie. Dit wijst op een standpunt dat past bij 'Traditionele Landbouw & landelijke gemeenschappen'."
23,8683,abc0aac1577631bcbb869ef5953bb518ae6d133a636ca2a68862cee0-8-BBB,BBB,Agriculture,5,N,0.8,"De boerenpartij-die-geen-boerenpartij-meer- wil-zijn, BBB, kortgeleden groot geworden op de vleugels van het plattelandschagrijn, heeft kandidaat-Kamerlid Cor Pierik afgevaardigd naar dit boerendebat.",De verkiezingskaravaan trekt verder en laat de boeren wachtend achter op hun erven.,"Hij is een Haags statisticus en hobbynatuurboer, nummer 6 op de lijst - dat gaat misschien net lukken.",R,"In de aangeleverde tekst wordt BBB beschreven als een partij die groot is geworden op steun van het platteland (“groot geworden op de vleugels van het plattelandschagrijn”). Er wordt gewezen op hun verbondenheid met boeren en het platteland. Hoewel er geen direct beleid wordt genoemd, is de positionering van BBB hier duidelijk gericht op vertegenwoordiging van traditionele rurale belangen in plaats van expliciet duurzame landbouwmaatregelen. Daarom is de codering 'Traditionele Landbouw & landelijke gemeenschappen' het meest passend."
24,657,0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-23-BBB,BBB,Agriculture,2,R,1.0,"VVD, NSC en GroenLinks-PvdA, de grootste partijen in de peilingen, zeggen - in tegenstelling tot BBB- de stikstofuitstoot flink te willen verminderen.",De vraag is of het op landelijk niveau wél lukt de stikstofwet aan te pakken.,Tóch windmolens op land,R,"Uit de zin blijkt dat BBB zich onderscheidt van andere partijen (zoals VVD, NSC en GroenLinks-PvdA) doordat zij níet pleiten voor het flink verminderen van de stikstofuitstoot. Omdat de meeste pleidooien voor het terugdringen van stikstofuitstoot en het implementeren van strengere duurzaamheidsmaatregelen in de landbouw horen bij de duurzame landbouw (L), en BBB zich hiervan afzet, positioneren ze zich dichter bij behoud van de traditionele landbouwbelangen (R). Daarom codeer ik dit als R."
25,3894,463b4fb1dc9b2e28ac2ab9ba5bb69466bb4dd0c8ca6ed6f1f322a9e6-11-GL/PvdA,GL/PvdA,Agriculture,2,N,1.0,"Timmermans vindt het belangrijker, zo zei hij zondagavond op tv, om „er met jonge boeren samen uit te komen” dan „precies vasthouden aan wat we in het verkiezingsprogramma hebben afgesproken”.",Hierin staat: „We houden vast aan het doel om de stikstofuitstoot in 2030 te halveren.”,Een week eerder verklaarde hij zich bij de stikstofdoelen niet te willen vastleggen „op een jaartal”.,L,"In de gegeven zinnen spreekt GL/PvdA zich uit voor het verminderen van de stikstofuitstoot, wat past in het verhaal van duurzame landbouw. Hoewel er ruimte wordt gelaten om met boeren in gesprek te gaan en er niet strikt aan een jaartal wordt vastgehouden, blijft het doel om de stikstofuitstoot te halveren overeind staan. Dit standpunt wijst duidelijk richting duurzame landbouw, gericht op milieudoelen en het terugdringen van milieuvervuiling, ook al krijgt het proces een sociale invulling door samen met boeren te zoeken naar oplossingen."
26,9502,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-14-CDA,CDA,Agriculture,2,N,1.0,Het CDA zegt zich nu af te keren van het neoliberalisme.,"Recenter waren veel aanhangers teleurgesteld over de omgang met boeren in de stikstofdiscussie, waarna velen hun weg naar BBB en nu ook naar NSC (beide geleid door een ex-CDA'er) vonden.","Normen, waarden en naar elkaar om kijken, staan weer hoog in het vaandel.",R,"In deze zinnen wordt duidelijk dat veel aanhangers van het CDA teleurgesteld zijn geraakt door de manier waarop boeren zijn behandeld in de stikstofdiscussie. Dit impliceert dat CDA-aanhangers het belangrijk vinden om de boerenbelangen (en daarmee de traditionele landbouw en plattelandsgemeenschappen) te beschermen. Er is geen directe vermelding van steun aan duurzame landbouw of het terugdringen van stikstof, maar de nadruk ligt op traditie, normen en waarden en zorg voor elkaar, wat vaker samenhangt met het beschermen van het platteland en traditionele landbouw. De verwijzing naar afkeren van neoliberalisme duidt niet direct op een duurzame-agenda, maar vooral op een sociale koers. Daarom past dit standpunt het beste bij de rechterdimensie: Traditionele Landbouw & landelijke gemeenschappen."
27,6140,728389390789ed132c3abc2a831014345e99ca621b73cb4a6b580bce-310-PvdD,PvdD,Agriculture,5,L,1.0,De PvdD-lijsttrekker zei verder dat je het beste kunt omschakelen naar een plantaardiger leefwijze.,"""Op heel veel plekken is veel mogelijk.""",Dat is volgens haar ook in het belang van de boeren zelf.,L,"De PvdD-lijsttrekker pleit voor het omschakelen naar een plantaardiger leefwijze. Dat is kenmerkend voor een standpunt dat gericht is op duurzame landbouw: minder afhankelijk van dierlijke productie, meer plantaardig, en daarmee ook minder uitstoot en milieudruk. Dit is duidelijk geen pleidooi voor behoud van de traditionele landbouw, maar juist voor een duurzamer en diervriendelijker alternatief."
28,9954,c41fe36b99fc07b157382a40b67938df96e9a2a28b3e28f8f56af4ad-174-CDA,CDA,Agriculture,2,N,1.0,Het CDA zegt zich nu af te keren van het neoliberalisme.,"Recenter waren veel aanhangers teleurgesteld over de omgang met boeren in de stikstofdiscussie, waarna velen hun weg naar BBB en nu ook naar NSC (beide geleid door een ex-CDA'er) vonden.","Normen, waarden en naar elkaar om kijken, staan weer hoog in het vaandel.",Neutral / No Stance,"In de gegeven tekst wordt beschreven dat veel CDA-aanhangers teleurgesteld raakten over het CDA-beleid in de stikstofdiscussie, een thema dat draait om het beperken van de negatieve milieueffecten van de (traditionele) landbouw. Vervolgens wordt genoemd dat het CDA zich nu afkeert van het neoliberalisme en meer nadruk legt op normen, waarden en zorgen voor elkaar. Er wordt echter niet expliciet gesteld dat CDA de koers richting duurzame landbouw of richting traditionele landbouw nadrukkelijk heeft gekozen. Het kan hier uitgelegd worden als een poging om de band met de traditionele achterban (boeren, platteland) te herstellen door afstand te nemen van eerdere beleidskeuzes. Echter, het standpunt over de concrete landbouwpraktijken wordt hier niet expliciet ingenomen. Daarom is het het meest passend om het als neutraal te coderen."
29,7053,83ba2af70cf8e61978b4cb161ab259ab1bc788825a4cfae944184a0f-1-BBB,BBB,Agriculture,2,N,1.0,Verkiezingsblog D66 en BBB botsen in landbouwdebat:,,'Wat is de visie?',Neutral / No Stance,De zin geeft aan dat D66 en BBB met elkaar botsen in een landbouwdebat en dat er discussie is over de visie. Er is echter geen concrete informatie over het standpunt van BBB zelf met betrekking tot duurzame of traditionele landbouw; het gaat alleen over het bestaan van een debat. Hierdoor is niet duidelijk of BBB meer voor duurzame landbouw of traditionele landbouw is op basis van deze zin.
