,Index,unit_id,actor,topic,n,stance,agreement,text,before,after,prediction,uitleg
10,8738,ae9a78c59ab515d414b3f24bfa6fdbae4a02f08b4ff2273311a1294c-30-PvdD,PvdD,Agriculture,3,L,1.0,Met de Partij voor de Dieren kwam er in 2006 voor het eerst in de geschiedenis een partij in een nationaal parlement dat exclusief opkomt voor de belangen van dieren.,"Nu hebben we daar duidelijkheid over.""",Met elke verkiezing werd de partij gestaag groter.,L,"De zin benadrukt dat de Partij voor de Dieren als eerste partij exclusief de belangen van dieren behartigt. Dit impliceert een focus op dierenwelzijn en daarmee op het terugdringen van intensieve veehouderij ten gunste van duurzamere, diervriendelijkere landbouw. Dat past bij de categorie ‘Duurzame landbouw’."
11,3299,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-173-Overig,Overig,Agriculture,2,N,1.0,"""En Aalt Dijkhuizen, voormalig voorzitter van Wageningen Universiteit, staat al heel lang op mijn lijst als de minister van Landbouw.""","De nummer twee op de kandidatenlijst, Mona Keijzer, is voor BBB kandidaat-premier en de nummer drie, Gijs Tuinman, ziet Van der Plas als minister van Defensie.","Van der Plas, die NSC-voorman Omtzigt vaak heeft geprezen, zei dat de NSC-plannen voor de landbouw 20.000 banen gaan kosten.",R,"Van der Plas bekritiseert NSC-plannen omdat die 20.000 banen in de landbouwsector zouden kosten en schuift een bekende pleitbezorger van de huidige, productiegerichte landbouw (Aalt Dijkhuizen) naar voren als beoogd minister van Landbouw. Ze verdedigt dus het behoud van werkgelegenheid en continuïteit in de bestaande landbouwpraktijk. Dat wijst op steun voor de traditionele landbouwsector en plattelandsbelangen."
12,2911,37ac044cd72f9712bc97515f3e627917a9e60ccb80fabe6bf1ec10da-43-PvdD,PvdD,Agriculture,2,N,1.0,"CDA, BBB en PvdD spreken over landbouw en over het herstel van vertrouwen spreken NSC, VVD en GroenLinks-PvdA.","Over migratie gaan D66, PVV en SP het debat aan.",De verdeling tussen de 'kleine' en 'grote' partijen is gemaakt volgens een berekening van het gemiddelde van de zetels die partijen nu in de Kamer hebben en de Peilingwijzer van 1 november.,N,In deze zin wordt alleen vermeld dat de PvdD meedoet aan een debat over landbouw; er wordt geen inhoudelijk standpunt of richting (duurzaam vs. traditioneel) genoemd. Daarom kan hieruit geen duidelijke positie worden afgeleid.
13,6779,7f94b93b3e63da8d914a7a05aad9a0645ff96ffe9efd0b7aa546802c-1-BBB,BBB,Agriculture,5,N,0.8,Bij de afgelopen Provinciale Statenverkiezingen stemde boerin Angelique op de BBB vanwege hun standpunten over stikstof.,,Maar ze is teleurgesteld in wat de partij bereikt heeft.,N,"In de zin wordt alleen gezegd dat BBB standpunten over stikstof heeft en dat de boerin daarop stemde, maar er wordt niet aangegeven wát die standpunten precies inhouden (bijvoorbeeld het terugdringen van stikstof via inkrimping veestapel of juist het beschermen van de huidige veehouderij). Zonder concrete inhoud kunnen we het niet in de dimensie Duurzaam vs. Traditioneel plaatsen."
14,2746,34391ae32b31801be10c811ae5f76429c51ed64773b4d29f9c180aa3-92-BBB,BBB,Agriculture,2,N,1.0,"Op stikstof vind ik hem niet duidelijk, dus tot nu toe denk ik BBB.""","Nu heb je natuurlijk ook Omtzigt, maar rond hem bestaan bij mij nog veel vraagtekens.","Volgens de peiling van AgriDirect stemt ongeveer 5 procent van de boeren nog op het CDA, de partij die in het verleden juist kon rekenen op de agrarische achterban.",R,"In het fragment geeft een boer aan op BBB te willen stemmen omdat hij Omtzigt op stikstofbeleid niet duidelijk vindt. Het gaat hier om een keuze vanuit agrarische belangen: BBB wordt gezien als de partij die de landbouwsector en boerenbelangen het best verdedigt bij het stikstofdossier. Dat duidt op behoud van de (intensieve) landbouwpraktijk en steun voor de plattelandsgemeenschap, wat past bij de dimensie ‘Traditionele Landbouw & landelijke gemeenschappen’."
15,1513,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-59-PvdD,PvdD,Agriculture,2,N,1.0,"In het gesprek ging het ook over de interne strubbelingen in de Partij voor de Dieren eerder dit jaar, die Ouwehand bijna het lijsttrekkerschap kostten.",Dat is volgens haar ook in het belang van de boeren zelf.,Ze benadrukte dat leden haar steunen in de koers om de partij door te ontwikkelen.,N,De zin gaat vooral over interne partijzaken en slechts in het voorbijgaan wordt gezegd dat ‘dat’ (onbekend wat) ook in het belang van boeren zou zijn. Er wordt geen concreet standpunt over verduurzaming of behoud van traditionele landbouw geformuleerd. Daarom valt dit niet duidelijk in een van beide categorieën.
16,11341,d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-26-GL/PvdA,GL/PvdA,Agriculture,2,N,1.0,"Bij PvdA-GroenLinks kan het stikstofbeleid voor lastige gesprekken zorgen, denkt Omtzigt.","Ook op het gebied van bestaanszekerheid zijn de partijen het niet met elkaar eens, zegt Omtzigt.",Maar ook een aantal economische plannen van lijsttrekker Timmermans zijn bij de NSC-leider verkeerd gevallen.,N,"De zin vermeldt alleen dat het stikstofbeleid bij PvdA-GroenLinks tot lastige gesprekken kan leiden, maar maakt niet duidelijk wát dat beleid inhoudt of of het richting strengere (duurzame) of juist mildere (traditionele) maatregelen gaat. Er is dus geen expliciet of ondubbelzinnig standpunt over landbouw en platteland af te leiden."
17,6575,7bd10562b7f4e2aeb499df84cb8ce777a08401a9b7553f11894474e4-42-D66,D66,Agriculture,4,L,0.5,"Lijsttrekker Rob Jetten van D66, de partij die eerder de veestapel nog wilde halveren en in het verkiezingsprogramma óók pleit voor het halveren van de stikstofuitstoot in 2030, zegt maandag tegen De Telegraaf dat het hem ook ’niet zozeer om het jaartal’ gaat.",’Meer urgentie’,„Partijen denken daar nou eenmaal heel verschillend over.,L,In de zin wordt benadrukt dat D66 eerder pleitte voor halvering van de veestapel en dat het verkiezingsprogramma oproept tot halvering van de stikstofuitstoot in 2030. Dit zijn typische maatregelen voor duurzamere landbouw met minder uitstoot en minder intensieve veeteelt. Daarmee positioneert D66 zich duidelijk aan de kant van duurzame landbouw.
18,6204,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-33-CDA,CDA,Agriculture,5,R,0.6,"'Het is voor het CDA belangrijk dat de implementatie van de Kaderrichtlijn Water en de Nitraatrichtlijn zo wordt, dat ze de land- en tuinbouwsector perspectief biedt.'",De partij wil de Europese natuurbeschermingswetten creatief uitleggen om deze sectoren uit de wind te houden.,Het wettelijke doeljaar 2035 voor het halveren van de stikstofuitstoot heet in het CDA-programma een 'streefdoel'.,R,"Het CDA wil Europese natuurbeschermingsregels ‘creatief’ toepassen zodat landbouw en visserij er zo min mogelijk last van hebben, benadrukt dat Kaderrichtlijn Water en Nitraatrichtlijn perspectief voor de land- en tuinbouw moeten bieden, en bestempelt het halveringsdoel voor stikstof in 2035 slechts als een niet-bindend ‘streefdoel’. Daarmee plaatst de partij de belangen van de traditionele landbouwsector boven strikte duurzaamheidsdoelen."
19,12745,fc90dc69c0c6f9fbb2a869caff67c844ca72e862783b84cf525b16fb-24-D66,D66,Agriculture,2,N,1.0,D66 kwam gehavend uit de stikstofstrijd.,"Maar waar Omtzigt, naarmate de druk toeneemt, weer wat vaker in zijn bekende nerveuze piekerstand lijkt te staan, daar zit in Jettens ontspannen houding juist een opvallend stijgende lijn.",Toenmalig partijleider Sigrid Kaag was zowel in coronatijd als tijdens de boerenopstand het mikpunt van onversneden haat.,L,"De zin verwijst naar de ‘stikstofstrijd’ waarbij D66 juist voor stevige stikstofreductie stond en daardoor op weerstand stuitte van boeren. Dat impliceert dat D66 zich positioneerde aan de kant van verduurzaming van de landbouw, niet het in stand houden van de traditionele intensieve landbouw."
20,7253,8b61bfe2c3b60cdf9ed487c074034e8f3a61809ad3d403db3ca46edb-14-CDA,CDA,Agriculture,2,N,1.0,Met tien uitgesproken kritische vragen wijkt dit interview af van vraaggesprekken met CDA-lijsttrekker Henri Bontenbal (vier kritische vragen) en zijn,"""Die doet als een van de weinige niet aan het wegzetten van de landbouw wat je steeds meer in de Haagse politiek ziet, en in de krant.""",VVD-collega Dilan Yesilgöz (vijf).,R,"In de zin wordt benadrukt dat de betrokkene – in contrast met ‘de Haagse politiek’ – de landbouw niet wegzet. Dit duidt op een houding die de sector verdedigt in plaats van bekritiseert of wil inkrimpen. Dat sluit aan bij steun voor de traditionele landbouw en het platteland, niet bij het verduurzamen door beperkingen."
21,11510,dbf0003dc1f63a8b77416a14b1dc56db571c465131945244d508bd96-62-VVD,VVD,Agriculture,2,R,1.0,"De VVD vindt wel dat er ruimte moet blijven voor intensieve varkens- en pluimveehouderijen, zegt VVD’er Van Campen.",De VVD-groep ‘Liberaal Groen’ wilde juist meer nadruk zien op schone en dierwaardige veehouderij.,"„Sommige mensen vinden dat die ook moeten verdwijnen, dat vind ik te kort door de bocht.”",R,"In de zin wordt wel aandacht gevraagd voor schonere en diervriendelijkere veehouderij, maar expliciet benadrukt dat er ‘ruimte moet blijven’ voor intensieve varkens- en pluimveehouderijen en dat het laten verdwijnen daarvan ‘te kort door de bocht’ is. Dit is een duidelijk pleidooi voor het behoud van de (intensieve) landbouwsector en past daarmee bij de categorie Traditionele Landbouw & landelijke gemeenschappen."
22,8717,acf322a4e1d9d405a683d75d5200a9cfc45b973d2828fe75e807d743-69-BBB,BBB,Agriculture,5,N,0.8,Na de BBB-winst bij de Provinciale Statenverkiezingen in maart werden veel vlaggen euforisch omgedraaid of opgeborgen.,"Niet alleen boeren namen het over, ook de groep die zich verzette tegen het Haagse coronabeleid deed dit.",Socioloog Bram van Vulpen (Universiteit van Amsterdam) stelt vast dat daarmee de 'boerenwoede weer op de waakvlam' staat.,N,In deze passage wordt alleen beschreven dat na de verkiezingswinst van BBB de protest­vlaggen zijn omgedraaid en dat de ‘boerenwoede’ is afgezwakt. Er wordt geen inhoudelijk standpunt van BBB over landbouw­beleid genoemd (geen voor- of tegen­stander van duurzame of traditionele landbouw). Daarom valt dit niet te plaatsen op de gegeven beleidsdimensie.
23,8683,abc0aac1577631bcbb869ef5953bb518ae6d133a636ca2a68862cee0-8-BBB,BBB,Agriculture,5,N,0.8,"De boerenpartij-die-geen-boerenpartij-meer- wil-zijn, BBB, kortgeleden groot geworden op de vleugels van het plattelandschagrijn, heeft kandidaat-Kamerlid Cor Pierik afgevaardigd naar dit boerendebat.",De verkiezingskaravaan trekt verder en laat de boeren wachtend achter op hun erven.,"Hij is een Haags statisticus en hobbynatuurboer, nummer 6 op de lijst - dat gaat misschien net lukken.",N,"De zin geeft uitsluitend context over de verkiezingscampagne van BBB en vermeldt wie er naar een boerendebat wordt gestuurd. Er wordt geen inhoudelijk standpunt weergegeven over landbouw, duurzaamheid of het platteland. Daarom kan er geen richting (duurzaam vs. traditioneel) aan worden gekoppeld."
24,657,0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-23-BBB,BBB,Agriculture,2,R,1.0,"VVD, NSC en GroenLinks-PvdA, de grootste partijen in de peilingen, zeggen - in tegenstelling tot BBB- de stikstofuitstoot flink te willen verminderen.",De vraag is of het op landelijk niveau wél lukt de stikstofwet aan te pakken.,Tóch windmolens op land,R,"In de zin wordt expliciet gezegd dat VVD, NSC en GroenLinks-PvdA – in tegenstelling tot BBB – de stikstofuitstoot stevig willen verlagen. BBB keert zich hier dus tegen een forse reductie van stikstof, wat past bij het beschermen van de huidige, meer traditionele landbouwpraktijk en het ontzien van boeren. Daarom valt dit standpunt onder ‘Traditionele Landbouw & landelijke gemeenschappen’."
25,3894,463b4fb1dc9b2e28ac2ab9ba5bb69466bb4dd0c8ca6ed6f1f322a9e6-11-GL/PvdA,GL/PvdA,Agriculture,2,N,1.0,"Timmermans vindt het belangrijker, zo zei hij zondagavond op tv, om „er met jonge boeren samen uit te komen” dan „precies vasthouden aan wat we in het verkiezingsprogramma hebben afgesproken”.",Hierin staat: „We houden vast aan het doel om de stikstofuitstoot in 2030 te halveren.”,Een week eerder verklaarde hij zich bij de stikstofdoelen niet te willen vastleggen „op een jaartal”.,R,"Hoewel in het programma nog het linkse doel staat om de stikstofuitstoot in 2030 te halveren, zegt Timmermans dat hij zich niet wil vastleggen op dat jaartal en liever samen met (jonge) boeren tot oplossingen komt. Daarmee zet hij de scherpe duurzaamheidsmaatregel (strakke 2030-deadline) opzij ten gunste van flexibiliteit voor de landbouwsector. Dat betekent een beweging richting behoud/ontzien van de traditionele landbouwbelangen."
26,9502,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-14-CDA,CDA,Agriculture,2,N,1.0,Het CDA zegt zich nu af te keren van het neoliberalisme.,"Recenter waren veel aanhangers teleurgesteld over de omgang met boeren in de stikstofdiscussie, waarna velen hun weg naar BBB en nu ook naar NSC (beide geleid door een ex-CDA'er) vonden.","Normen, waarden en naar elkaar om kijken, staan weer hoog in het vaandel.",N,"In de aangehaalde passage wordt vooral beschreven dat CDA-aanhangers ontevreden waren over ‘de omgang met boeren’ en dat het CDA zich nu wil afkeren van het neoliberalisme en weer de nadruk legt op normen en waarden. Er worden echter geen concrete uitspraken gedaan over stikstofreductie, veestapel, duurzame landbouw of juist het versterken van de traditionele/intensieve landbouw. Daarom valt uit deze zin niet op te maken of het CDA hier een duidelijk ‘duurzaam’ (L) of ‘traditioneel’ (R) landbouwstandpunt inneemt."
27,6140,728389390789ed132c3abc2a831014345e99ca621b73cb4a6b580bce-310-PvdD,PvdD,Agriculture,5,L,1.0,De PvdD-lijsttrekker zei verder dat je het beste kunt omschakelen naar een plantaardiger leefwijze.,"""Op heel veel plekken is veel mogelijk.""",Dat is volgens haar ook in het belang van de boeren zelf.,L,De PvdD-lijsttrekker pleit voor een omschakeling naar een plantaardiger leefwijze. Dat impliceert minder dierlijke productie en dus een vermindering van de veestapel en een verschuiving naar duurzamere landbouw­methoden. Dit past duidelijk bij de dimensie ‘Duurzame landbouw’.
28,9954,c41fe36b99fc07b157382a40b67938df96e9a2a28b3e28f8f56af4ad-174-CDA,CDA,Agriculture,2,N,1.0,Het CDA zegt zich nu af te keren van het neoliberalisme.,"Recenter waren veel aanhangers teleurgesteld over de omgang met boeren in de stikstofdiscussie, waarna velen hun weg naar BBB en nu ook naar NSC (beide geleid door een ex-CDA'er) vonden.","Normen, waarden en naar elkaar om kijken, staan weer hoog in het vaandel.",N,"De passage beschrijft teleurstelling van CDA-aanhangers over de manier waarop de partij met boeren omging in de stikstofdiscussie en meldt dat het CDA zich nu ‘afkeert van het neoliberalisme’. Er wordt echter niet concreet aangegeven of het CDA kiest voor strengere milieu-eisen (duurzame landbouw, L) of juist voor bescherming van de bestaande landbouwpraktijk (traditionele landbouw, R). Het gaat vooral om algemene partijrichting en waarden, zonder duidelijk landbouw-standpunt. Daarom codeer ik dit als neutraal/geen duidelijk standpunt."
29,7053,83ba2af70cf8e61978b4cb161ab259ab1bc788825a4cfae944184a0f-1-BBB,BBB,Agriculture,2,N,1.0,Verkiezingsblog D66 en BBB botsen in landbouwdebat:,,'Wat is de visie?',N,"In de zin wordt alleen gemeld dat BBB botst met D66 in een landbouwdebat, zonder enige inhoudelijke informatie over wat BBB precies wil of verdedigt. Er is dus geen concreet standpunt over duurzame of traditionele landbouw af te leiden."
30,5854,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-210-NSC,NSC,Agriculture,4,L,0.5,"Van der Plas, die NSC-voorman Omtzigt vaak heeft geprezen, zei dat de NSC-plannen voor de landbouw 20.000 banen gaan kosten.","""En Aalt Dijkhuizen, voormalig voorzitter van Wageningen Universiteit, staat al heel lang op mijn lijst als de minister van Landbouw.""","""Daar moet zeker wat gebeuren, maar ik ga nog met Pieter praten.""",L,"Van der Plas waarschuwt dat de landbouwplannen van NSC 20.000 banen zullen kosten. Dat duidt op ingrijpende beperkingen of krimp van (intensieve) landbouw­activiteiten, wat past bij een koers richting minder intensieve, duurzamere landbouw in plaats van behoud van de traditionele sector."
31,12511,f81781c9684d9d625fc6bc1979d5378b862ab5060b959c21ef6592da-24-BBB,BBB,Agriculture,2,R,1.0,Naast BBB eigenlijk niemand.,"""Welke partij heeft er belang bij dat het over landbouw en stikstof gaat?","Zij waren eigenaar van het onderwerp, BBB had daarmee goud in handen.",N,De zin vermeldt enkel dat BBB het thema landbouw en stikstof belangrijk vindt en hier een politiek voordeel in ziet. Er wordt geen inhoudelijk standpunt gegeven over hoe landbouw zou moeten worden ingericht (duurzaam of traditioneel). Daarom valt dit buiten de twee beleidsrichtingen.
32,7254,8b61bfe2c3b60cdf9ed487c074034e8f3a61809ad3d403db3ca46edb-14-Overig,Overig,Agriculture,2,N,1.0,Met tien uitgesproken kritische vragen wijkt dit interview af van vraaggesprekken met CDA-lijsttrekker Henri Bontenbal (vier kritische vragen) en zijn,"""Die doet als een van de weinige niet aan het wegzetten van de landbouw wat je steeds meer in de Haagse politiek ziet, en in de krant.""",VVD-collega Dilan Yesilgöz (vijf).,R,"De spreker prijst iemand omdat hij of zij ""niet aan het wegzetten van de landbouw"" doet, in tegenstelling tot wat in Den Haag en de media gebeurt. Dit is een positieve houding tegenover de landbouwsector en verzet zich tegen het bekritiseren of inkrimpen ervan. Daarmee sluit het standpunt aan bij het beschermen en in stand houden van de (traditionele) landbouw en plattelandsgemeenschappen."
33,5847,6cdb89865f97993cbe4cf1127124f44f225940aa3685a293387017ef-195-PvdD,PvdD,Agriculture,5,L,1.0,De Partij voor de Dieren wil binnen twee jaar een reductie van de veestapel van 75 procent.,"Ze wilde geen percentage noemen, maar ze benadrukte: ""De enige economie die aanvaardbaar is, is een economie die past bij de draagkracht van de aarde en waarin we recht doen aan alle sociale rechten die we willen veilig stellen.""",Volgens Ouwehand is dat nodig om te zorgen voor gezond en betaalbaar voedsel voor iedereen.,L,"De PvdD pleit voor een drastische krimp van de veestapel (-75 % binnen twee jaar) om de landbouw binnen de draagkracht van de aarde te brengen. Dit is een duidelijk pleidooi voor minder intensieve veehouderij en een duurzamere landbouwpraktijk, waarmee het standpunt aansluit bij de linkse duurzaamheidsdimensie."
34,1939,2486bbff4f939954a9685414f0177fe3e2bd211131f938f0c6d63fcb-9-BBB,BBB,Agriculture,2,N,1.0,Opmerkelijk is dat dit reclamebureau de BBB plaatst onder haar agri- en foodklanten.,BBB is het resultaat van het bedenksel van reclamebureau ReMarkAble.,De naar verwachting negen BBB-leden van de nieuwe Kamer krijgen bij elkaar een miljoen op hun bankrekeningen bijgeschreven.,N,"In de aangehaalde tekst wordt alleen iets gezegd over de herkomst van BBB (een bedenksel van een reclamebureau), het feit dat het bureau BBB onder zijn agro- en foodklanten schaart en het salaris van Kamerleden. Er wordt niets vermeld over agrarisch beleid, stikstof, veestapel, verduurzaming of steun aan de traditionele landbouw. Daarom is er op basis van deze zin geen duidelijk standpunt over Landbouw & Platteland te bepalen."
35,6017,6e26ee860741cec5c1e4a86d13444fe600435b981ba2e0123a1a1216-31-D66,D66,Agriculture,2,L,1.0,"De boeren willen de wolf dood hebben, terwijl de stadse D66’ers uiteraard tegen zijn.",Belangrijker dan de vluchtelingen.,Het wildste dier dat zij ooit gezien hebben is een fatbike.,L,"De zin plaatst boeren (traditionele plattelands­belangen) tegenover ‘stadse D66’ers’ die het doden van de wolf afwijzen. Dat verzet tegen het afschieten van een roofdier past bij natuurbescherming en een ecologisch-duurzame benadering van het landelijk gebied, niet bij het in stand houden van traditionele landbouwpraktijken. Daarom valt dit onder de duurzame landbouw/ ecologie-kant."
