jobid,unit_id,topic,text,majority,agreement,Nel,Nisanur
559,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-61-Overig,Environment,"'Zorgelijke standpunten'**VVD-lijsttrekker** Yesilgöz haalt uit naar PVV-leider Wilders, nadat de PVV in aantal virtuele zetels omhoog is gegaan in een peiling van Maurice de Hond.""Aan de ene kant zegt hij dat alle standpunten in de prullenbak kunnen, en aan de andere kant is hij voor een Nexit, tegen klimaatmaatregelen en dan heb je nog zijn houding ten opzichte van Rusland"", zegt ze tegen de NOS.",N,1,N,N
559,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-61-VVD,Environment,"'Zorgelijke standpunten'**VVD-lijsttrekker** **Yesilgöz** haalt uit naar PVV-leider Wilders, nadat de PVV in aantal virtuele zetels omhoog is gegaan in een peiling van Maurice de Hond.""Aan de ene kant zegt hij dat alle standpunten in de prullenbak kunnen, en aan de andere kant is hij voor een Nexit, tegen klimaatmaatregelen en dan heb je nog zijn houding ten opzichte van Rusland"", zegt ze tegen de NOS.",N,1,N,N
559,7b1258a448cea928311a203b1fdcd8f365e228b1bd34c9fee9998172-63-PVV,Environment,"""Aan de ene kant zegt hij dat alle standpunten in de prullenbak kunnen, en aan de andere kant is hij voor een Nexit, tegen klimaatmaatregelen en dan heb je nog zijn houding ten opzichte van Rusland"", zegt ze tegen de NOS.""Je weet eigenlijk niet welke **Wilders** je tegenover je hebt en waar het precies over gaat, maar zorgelijk is het wel.""Op de vraag of ze de deur eigenlijk toch niet dicht had moeten houden voor de PVV, zoals D66-leider Jetten eerder stelde, herhaalt Yesilgöz haar standpunt dat ze ""geen kiezers uitsluiten"".",R,1,R,R
559,7fdaa854127f64dc092f94c92f82290f2d10cc18837668f07cf3c6ad-21-BBB,Environment,"Daarin dringt nog weinig door van het besef dat mijn generatie de aarde ook een beetje mooi moet achterlaten aan onze kinderen.Partijen als de **BBB**, die in mijn ogen milieuproblemen ontkennen:zij hebben overwegend oudere stemmers.",R,1,R,R
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-BBB,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, **BBB**, PVV, CDA, Volt, D66, ChristenUnie, JA21, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-CU,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, D66, **ChristenUnie**, JA21, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-D66,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, **D66**, ChristenUnie, JA21, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-FvD,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, D66, ChristenUnie, JA21, SGP, **FVD**.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-JA21,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, D66, ChristenUnie, **JA21**, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-SGP,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, D66, ChristenUnie, JA21, **SGP**, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-VVD,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: **VVD**, NSC, BBB, PVV, CDA, Volt, D66, ChristenUnie, JA21, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-11-Volt,Environment,"Dat is opmerkelijk, omdat partijen nu veel minder verdeeld zijn over kernenergie.Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, **Volt**, D66, ChristenUnie, JA21, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-12-GL/PvdA,Environment,"Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, D66, ChristenUnie, JA21, SGP, FVD.Van de grotere partijen zijn alleen **GroenLinks-Pvda**, SP en Partij voor de Dieren tegen.De grote omslag zit bij D66 en de ChristenUnie.",N,0.5,R,N
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-12-PvdD,Environment,"Een lange lijst is deze keer voor: VVD, NSC, BBB, PVV, CDA, Volt, D66, ChristenUnie, JA21, SGP, FVD.Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de **Dieren** tegen.De grote omslag zit bij D66 en de ChristenUnie.",N,0.5,R,N
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-13-CU,Environment,"Van de grotere partijen zijn alleen GroenLinks-Pvda, SP en Partij voor de Dieren tegen.De grote omslag zit bij D66 en de **ChristenUnie**.In 2021 was D66 tegen subsidiëring van kerncentrales;",N,1,N,N
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-139-CDA,Environment,"We hebben al die bronnen nodig.”VVD en **CDA** zeggen dat ze willen blijven inzetten op zon en wind én kernenergie.Maar BBB, PVV, FVD en JA21 hopen dat kernenergie windparken kan vervangen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-139-VVD,Environment,"We hebben al die bronnen nodig.”**VVD** en CDA zeggen dat ze willen blijven inzetten op zon en wind én kernenergie.Maar BBB, PVV, FVD en JA21 hopen dat kernenergie windparken kan vervangen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-14-D66,Environment,De grote omslag zit bij D66 en de ChristenUnie.In 2021 was **D66** tegen subsidiëring van kerncentrales;de ChristenUnie had een voorkeur voor zonne- en windenergie.,R,1,R,R
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-140-BBB,Environment,"VVD en CDA zeggen dat ze willen blijven inzetten op zon en wind én kernenergie.Maar **BBB**, PVV, FVD en JA21 hopen dat kernenergie windparken kan vervangen.Nu stoppen met windparken op zee bouwen zou de energietransitie direct vertragen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-140-FvD,Environment,"VVD en CDA zeggen dat ze willen blijven inzetten op zon en wind én kernenergie.Maar BBB, PVV, **FVD** en JA21 hopen dat kernenergie windparken kan vervangen.Nu stoppen met windparken op zee bouwen zou de energietransitie direct vertragen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-140-PVV,Environment,"VVD en CDA zeggen dat ze willen blijven inzetten op zon en wind én kernenergie.Maar BBB, **PVV**, FVD en JA21 hopen dat kernenergie windparken kan vervangen.Nu stoppen met windparken op zee bouwen zou de energietransitie direct vertragen.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-15-CU,Environment,In 2021 was D66 tegen subsidiëring van kerncentrales;de **ChristenUnie** had een voorkeur voor zonne- en windenergie.Maar tijdens de formatie van het kabinet-Rutte IV gingen ze overstag.,L,0.5,L,N
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-17-D66,Environment,"Maar tijdens de formatie van het kabinet-Rutte IV gingen ze overstag.Inmiddels wordt de bouw van twee kerncentrales al ruim een jaar voorbereid door Rob **Jetten**, **D66-lijsttrekker** en klimaatminister.Jetten wees de gemeente Borssele aan als voorkeurslocatie voor de centrales, het kabinet reserveerde 5 miljard euro.",L,1,L,L
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-30-D66,Environment,"In Frankrijk, het Verenigd Koninkrijk, de Verenigde Staten en Finland bleken kerncentrales de afgelopen decennia veel duurder dan begroot.„Ik vermoed dat het beeld over kerncentrales zomaar kan kantelen als in het voorjaar duidelijk wordt wat het extra prijskaartje is”, zegt Bernard ter Haar, topambtenaar en voorzitter van het expertteam dat **Jetten** dit voorjaar adviseerde over het energiesysteem in 2050.„Weinig mensen beseffen hoe de kosten zich ontwikkeld hebben.",N,1,N,N
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-44-GL/PvdA,Environment,"hoelang het duurt om kerncentrales te bouwen en hoe duur ze zijn.**Timmermans** zegt dat het twintig jaar kan duren, voorstanders van kerncentrales bestrijden dat.Beide kampen schermen met berekeningen, historische ervaringen en rapporten die hun eigen gelijk bewijzen.",N,1,N,N
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-6-GL/PvdA,Environment,"In verkiezingsdebatten en op sociale media gaat het er fel aan toe tussen voor- en tegenstanders.Rechtse partijen hebben een „religieus” geloof in kernenergie volgens **GroenLinks-PvdA-lijsttrekker** Frans **Timmermans**, maar kerncentrales zijn in Nederland „niet haalbaar en betaalbaar”.De rechtse partijen zeggen op hun beurt niet te begrijpen dat Timmermans een energievorm uitsluit die geen broeikasgassen uitstoot.",R,1,R,R
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-7-GL/PvdA,Environment,"Rechtse partijen hebben een „religieus” geloof in kernenergie volgens GroenLinks-PvdA-lijsttrekker Frans Timmermans, maar kerncentrales zijn in Nederland „niet haalbaar en betaalbaar”.De rechtse partijen zeggen op hun beurt niet te begrijpen dat **Timmermans** een energievorm uitsluit die geen broeikasgassen uitstoot.Neemt Timmermans het klimaatprobleem wel serieus?",R,1,R,R
559,81f362ae72fa3acf1635182260cf79ecad076be5c2a52c60964b886d-8-GL/PvdA,Environment,De rechtse partijen zeggen op hun beurt niet te begrijpen dat Timmermans een energievorm uitsluit die geen broeikasgassen uitstoot.Neemt **Timmermans** het klimaatprobleem wel serieus?De discussie is feller dan twee jaar geleden tijdens de Tweede Kamerverkiezingen.,R,1,R,R
559,831c28b34aece7c17d5eb32d1f58c4d0dad3c7c275cccc3623c0f34b-49-GL/PvdA,Environment,"Zoek je bijvoorbeeld op 'bestaanszekerheid' binnen het menu 'Eenvoudig Nederlands', dan krijg je de standpunten van alle partijen over dit onderwerp te zien, geschreven in makkelijkere taal.Bij dit voorbeeld lees je hoe **GroenLinks-PvdA** denkt over het klimaat.Eerst staat beschreven hoe het in het partijprogramma staat, daarna zie je het stukje in makkelijkere taal:",N,1,N,N
559,c7f60a06f46580e0139e55ec8877bf39baee3329b4b4407514cf79fe-117-GL/PvdA,Environment,"Het gevaar, zegt hij daarover, is dat klimaatbeleid alleen nog maar door links wordt omarmd, en dat rechts afhaakt.Ook op andere onderwerpen stelt **Timmermans** zich verzoenend op, tot verbazing van **GroenLinksers** en **PvdA’ers** die hadden gehoopt dat hij zich bevlogener, of misschien radicaler, zou uiten.In het RTL-debat van 5 november laat hij ‘2030’ los als jaar waarin de halvering van de stikstofuitstoot moet zijn gerealiseerd.",N,1,N,N
559,c7f60a06f46580e0139e55ec8877bf39baee3329b4b4407514cf79fe-38-GL/PvdA,Environment,"En wat veel PvdA’ers en GroenLinksers over zichzelf zeggen, is dat ze wel goed zijn in gelijk hébben, maar heel slecht in gelijk kríjgen.Met **Timmermans**, die met de **PvdA** de Europese verkiezingen van 2019 glansrijk won, moet het voor links in een verrechtst Nederland eindelijk weer gaan lukken.Hij was de PvdA’er die de Europese Green Deal in gang zette.",L,1,L,L
559,c7f60a06f46580e0139e55ec8877bf39baee3329b4b4407514cf79fe-39-GL/PvdA,Environment,"Met Timmermans, die met de PvdA de Europese verkiezingen van 2019 glansrijk won, moet het voor links in een verrechtst Nederland eindelijk weer gaan lukken.Hij was de **PvdA’er** die de Europese Green Deal in gang zette.Hij moet daarom acceptabel zijn voor zowel sociaal-democratische als groene kiezers.",L,1,L,L
559,d6203c55049e7c945795ea43052a7fcd26ddde80e259117d0e4232bd-233-Volt,Environment,"De lijsttrekkers van Volt, Denk en de SGP hebben hun stem uitgebracht.Laurens **Dassen** (**Volt**) stemde in zijn woonplaats Den Haag bij het voorlichtingsinstituut Prodemos.Op X roept hij op om te stemmen voor ""een groen, sociaal, veilig en toekomstgericht Nederland en Europa"".",L,1,L,L
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-138-GL/PvdA,Environment,Green Deal voor elkaar kreeg.Bij de Europese verkiezingen van 2019 was **Timmermans** met succes **PvdA-lijsttrekker**.Vanwege al zijn ervaring bij de PvdA en zijn affiniteit met GroenLinks-thema's als klimaat en Europa wordt hij gezien als ideale lijsttrekker van de nieuwe linkse samenwerking.,L,0.5,L,N
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-138-Overig,Environment,Green Deal voor elkaar kreeg.Bij de Europese verkiezingen van 2019 was Timmermans met succes **PvdA-lijsttrekker**.Vanwege al zijn ervaring bij de PvdA en zijn affiniteit met GroenLinks-thema's als klimaat en Europa wordt hij gezien als ideale lijsttrekker van de nieuwe linkse samenwerking.,L,0.5,L,N
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-142-GL/PvdA,Environment,"Zijn belangrijkste thema is de aanpak van de klimaatcrisis, waarbij de lasten eerlijk worden verdeeld.**GroenLinks** en de **PvdA** doen voor het eerst samen mee aan de verkiezingen.Ze willen de versnippering tegengaan en hopen als links blok kans te maken op regeringsdeelname.",L,0.5,L,N
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-148-GL/PvdA,Environment,"GroenLinks is veel jonger, in 1990 ontstaan door een fusie van vier kleine linkse partijen uit de hoek van de vredesbeweging.De partij was aanvankelijk duidelijk linkser dan de **PvdA**, maar is meer naar het midden opgeschoven.PvdA-coryfee Frans Timmermans is tot lijsttrekker gekozen, omdat hij als Europese 'klimaatpaus' ook de GL-kiezers aanspreekt.",L,1,L,L
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-149-GL/PvdA,Environment,"De partij was aanvankelijk duidelijk linkser dan de PvdA, maar is meer naar het midden opgeschoven.**PvdA-coryfee** Frans **Timmermans** is tot lijsttrekker gekozen, omdat hij als Europese 'klimaatpaus' ook de GL-kiezers aanspreekt.Frans Timmermans is tussen 08.30 en 09.00 te horen op in het NOS Radio 1 Journaal en vanaf 09.15 uur beantwoordt hij vragen op NOS.nl 07:00",L,1,L,L
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-81-GL/PvdA,Environment,"Voor hem is de samenwerking van de twee linkse partijen geslaagd als die meer zetels oplevert dan de PvdA en GroenLinks nu samen in de Kamer hebben.Dat zijn er zeventien, volgens de laatste Peilingwijzer staat **GroenLinks-PvdA** op 21-25 zetels .Timmermans voert campagne op het thema klimaat, waarbij hij benadrukt dat iedereen moet kunnen meedoen.",L,0.5,L,N
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-82-GL/PvdA,Environment,"Dat zijn er zeventien, volgens de laatste Peilingwijzer staat GroenLinks-PvdA op 21-25 zetels .**Timmermans** voert campagne op het thema klimaat, waarbij hij benadrukt dat iedereen moet kunnen meedoen.""Wij willen klimaatbeleid koppelen aan sociaal beleid.",L,1,L,L
559,dd0265160c23b7e76e564a7ea68dae82509d4ea6325e2aa0d88ca3f2-87-GL/PvdA,Environment,"""Daardoor houden huurders meer geld over in hun portemonnee, want de energierekening wordt substantieel lager.""Mocht zijn partij in een nieuw kabinet komen, dan wil **Timmermans** in elk geval voor elkaar krijgen dat de armoede in Nederland aan het eind van de kabinetsperiode is gehalveerd.""Daarover moeten we afspraken kunnen maken.""",L,0.5,N,L
