jobid,unit_id,topic,text,majority,agreement,Nisanur,n.p.reesink@student.vu.nl
630,73e76560c01a325686e8c20c516d8036df4011e5971a83de08751fa0-85-GL/PvdA,Economic,"""Dat zijn dingen die het land kapot zouden maken.""Overigens heeft Yesilgöz een soortgelijke mening over de plannen van **Timmermans**.""Hij belast het land kapot met 25 miljard, al die ondernemers gaan koppie onder.",L,0.5,N,L
630,73e76560c01a325686e8c20c516d8036df4011e5971a83de08751fa0-85-VVD,Economic,"""Dat zijn dingen die het land kapot zouden maken.""Overigens heeft **Yesilgöz** een soortgelijke mening over de plannen van Timmermans.""Hij belast het land kapot met 25 miljard, al die ondernemers gaan koppie onder.",R,1,R,R
630,73e76560c01a325686e8c20c516d8036df4011e5971a83de08751fa0-87-GL/PvdA,Economic,"""Hij belast het land kapot met 25 miljard, al die ondernemers gaan koppie onder.Maar ik weiger de kiezers, of ze nou van **Timmermans** of Wilders of wie dan ook zijn, uit te sluiten.""09:35",N,1,N,N
630,73e76560c01a325686e8c20c516d8036df4011e5971a83de08751fa0-87-PVV,Economic,"""Hij belast het land kapot met 25 miljard, al die ondernemers gaan koppie onder.Maar ik weiger de kiezers, of ze nou van Timmermans of **Wilders** of wie dan ook zijn, uit te sluiten.""09:35",N,1,N,N
630,9d7df1c6845b6d784f6a5247bdafd27835306f7cad3812683b9e34b5-8-GL/PvdA,Economic,"Op sociale media ontstond ophef over een foto van een vragensteller uit het SBS6-debat.De vrouw, die armlastig zei te zijn, viel lijsttrekker van **GroenLinks-PvdA** **Timmermans** hard aan op zijn armoedebeleid en kreeg bijval van Geert Wilders.Op haar Facebookaccount bleek ze eerder een foto te hebben gepost waarop ze te zien is met Wilders, in een vliegtuig naar Hongarije.",N,1,N,N
630,9d7df1c6845b6d784f6a5247bdafd27835306f7cad3812683b9e34b5-8-Overig,Economic,"Op sociale media ontstond ophef over een foto van een vragensteller uit het SBS6-debat.De vrouw, die armlastig zei te zijn, viel **lijsttrekker** van GroenLinks-PvdA Timmermans hard aan op zijn armoedebeleid en kreeg bijval van Geert Wilders.Op haar Facebookaccount bleek ze eerder een foto te hebben gepost waarop ze te zien is met Wilders, in een vliegtuig naar Hongarije.",N,1,N,N
630,9d7df1c6845b6d784f6a5247bdafd27835306f7cad3812683b9e34b5-8-PVV,Economic,"Op sociale media ontstond ophef over een foto van een vragensteller uit het SBS6-debat.De vrouw, die armlastig zei te zijn, viel lijsttrekker van GroenLinks-PvdA Timmermans hard aan op zijn armoedebeleid en kreeg bijval van Geert **Wilders**.Op haar Facebookaccount bleek ze eerder een foto te hebben gepost waarop ze te zien is met Wilders, in een vliegtuig naar Hongarije.",N,1,N,N
630,9d7df1c6845b6d784f6a5247bdafd27835306f7cad3812683b9e34b5-9-PVV,Economic,NA,N,1,N,N
630,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-10-CDA,Economic,"De middenpartij regeerde sindsdien bijna altijd.Van oudsher zijn het platteland en normen en waarden belangrijk voor het **CDA**.Interne discussies over het versoberen van sociale zekerheid of migratie verdeelden de partij soms, maar echte ophef ontstond in 2010 bij de gedoogconstructie met de PVV.",N,1,N,N
630,c72cac76243eff2f314240652a0b2ee2339528c7aa0c71de233defff-1-GL/PvdA,Economic,NA,N,1,N,N
630,c72cac76243eff2f314240652a0b2ee2339528c7aa0c71de233defff-1-VVD,Economic,NA,N,1,N,N
630,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-26-NSC,Economic,",,U spreekt zeven talen, maar niet de taal van het volk.""Pieter **Omtzigt** zakt met zijn **NSC** in diverse peilingen flink en was ook in het debat minder prominent aanwezig.Liever dan over 'de poppetjes' praat Omtzigt over plannen voor beter bestuur, bestaanszekerheid, de wooncrisis.",N,1,N,N
630,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-4-GL/PvdA,Economic,"Dilan Yesilgöz (VVD) nam soepel het stokje over van Mark Rutte, zette in de zomer een deurtje open naar de PVV, maar probeert nu vooral te voorkomen dat de partij van Wilders haar straks rechts inhaalt.In het debat koos Yesilgöz een 'klassieke' tegenstelling om **Timmermans** aan te vallen.De mensen met iets meer vermogen zijn de klos met links, stelde Yesilgöz: ,,U plukt mensen kaal (...) Als een van de ouders overlijdt, moet je fors meer betalen.",L,0.5,N,L
630,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-4-VVD,Economic,"Dilan Yesilgöz (VVD) nam soepel het stokje over van Mark Rutte, zette in de zomer een deurtje open naar de PVV, maar probeert nu vooral te voorkomen dat de partij van Wilders haar straks rechts inhaalt.In het debat koos **Yesilgöz** een 'klassieke' tegenstelling om Timmermans aan te vallen.De mensen met iets meer vermogen zijn de klos met links, stelde Yesilgöz: ,,U plukt mensen kaal (...) Als een van de ouders overlijdt, moet je fors meer betalen.",R,1,R,R
630,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-5-VVD,Economic,"In het debat koos Yesilgöz een 'klassieke' tegenstelling om Timmermans aan te vallen.De mensen met iets meer vermogen zijn de klos met links, stelde **Yesilgöz**: ,,U plukt mensen kaal (...) Als een van de ouders overlijdt, moet je fors meer betalen.En als je een kleine ondernemer bent met twee bakkerijen, moet je één bakkerij opgeven.""",R,1,R,R
630,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-121-FvD,Economic,De PVV-kiezer is bovendien relatief vaak man.PVV-kiezers lijken in deze eigenschappen op **Forum** voor Democratie-kiezers.Allebei zijn ze ook minder gezond dan gemiddeld en komen ze relatief moeilijk rond.,N,1,N,N
630,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-121-PVV,Economic,De PVV-kiezer is bovendien relatief vaak man.**PVV-kiezers** lijken in deze eigenschappen op Forum voor Democratie-kiezers.Allebei zijn ze ook minder gezond dan gemiddeld en komen ze relatief moeilijk rond.,N,1,N,N
630,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-128-PVV,Economic,"Ze zijn nauwelijks eenzaam, relatief gelukkig en kunnen gemakkelijk rondkomen.Rooduijn: „Ze staan daarmee precies tegenover **PVV** en Forum.”POLITIEK DEN HAAG",N,1,N,N
630,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-91-FvD,Economic,"Ook het opleidingsniveau is bij de SP lager.SP’ers hebben het zwaarder in het leven – op thema’s als eenzaamheid, geluk, gezondheid, inkomen – en lijken daarin meer op PVV- en **FVD-kiezers**.Rooduijn: „De SP zit niet in de uiterste hoeken.",N,1,N,N
630,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-91-PVV,Economic,"Ook het opleidingsniveau is bij de SP lager.SP’ers hebben het zwaarder in het leven – op thema’s als eenzaamheid, geluk, gezondheid, inkomen – en lijken daarin meer op **PVV-** en FVD-kiezers.Rooduijn: „De SP zit niet in de uiterste hoeken.",N,1,N,N
630,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-92-SP,Economic,"SP’ers hebben het zwaarder in het leven – op thema’s als eenzaamheid, geluk, gezondheid, inkomen – en lijken daarin meer op PVV- en FVD-kiezers.Rooduijn: „De **SP** zit niet in de uiterste hoeken.De SP is een middenpartij.”",N,1,N,N
630,d2cc3d3b5fc5b65f8548ec7fb76e0bb3da9630b787b600f8101b4e00-47-Overig,Economic,"Als je wilde voorkomen dat er een onderklasse ontstond die amper kon rondkomen, moest je die concurrentie categorisch verbieden, vond hij.Daarom ging hij als gewoon **Kamerlid** aan de slag met een initiatiefwet.„Hij wilde ook nog een vorm van leerplicht invoeren, maar dat ging andere Kamerleden veel te ver, net zoals een totaal verbod op kinderarbeid.",L,0.5,L,N
630,d2cc3d3b5fc5b65f8548ec7fb76e0bb3da9630b787b600f8101b4e00-51-Overig,Economic,De uiteindelijke wet voorzag daarom alleen in een verbod op fabrieksarbeid voor kinderen tot twaalf jaar.”In 1894 werd Van Houten **minister** van Binnenlandse Zaken.Zijn belangrijkste taak was het schrijven van een nieuwe Kieswet.,N,1,N,N
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-193-GL/PvdA,Economic,"""Daardoor houden huurders meer geld over in hun portemonnee, want de energierekening wordt substantieel lager.""Mocht zijn partij in een nieuw kabinet komen, dan wil **Timmermans** in elk geval voor elkaar krijgen dat de armoede in Nederland aan het eind van de kabinetsperiode is gehalveerd.""Daarover moeten we afspraken kunnen maken.""",L,1,L,L
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-206-CDA,Economic,"Dat zal erg bepalend zijn voor hoeveel zin wij hebben in coalitiedeelname"".Een van de speerpunten van het **CDA** is het gezin , dat de partij wil versterken door onder meer hogere kinderbijslag en een hoger kindgebonden budget.Volgens Bontenbal helpt dat meer dan het minimumloon verhogen:",L,1,L,L
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-207-CDA,Economic,"Een van de speerpunten van het CDA is het gezin , dat de partij wil versterken door onder meer hogere kinderbijslag en een hoger kindgebonden budget.Volgens **Bontenbal** helpt dat meer dan het minimumloon verhogen:WNL Vandaag",L,1,L,L
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-213-Overig,Economic,"Die moet de onder andere de kinderbijslag verhogen.""Zodat het gezin financieel meer armslag heeft"", zegt **lijsttrekker** @HenriBontenbal.#WNL https://t.co/b1mzu2TTUR 7:30",L,1,L,L
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-43-VVD,Economic,19:01**VVD** fel over belastingplannen van GL-PvdAVVD-lijsttrekker Yesilgöz heeft veel kritiek op de belastingplannen van GroenLinks-PvdA.,N,1,N,N
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-44-Overig,Economic,"VVD fel over belastingplannen van GL-PvdA**VVD-lijsttrekker** Yesilgöz heeft veel kritiek op de belastingplannen van GroenLinks-PvdA.""Je gaat fors meer erfbelasting betalen, als je twee bakkerijen hebt en je wilt het doorgeven aan je kinderen, moet je er een inleveren omdat meneer Timmermans voor de deur staat met belastingen.",R,1,R,R
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-44-VVD,Economic,"VVD fel over belastingplannen van GL-PvdA**VVD-lijsttrekker** **Yesilgöz** heeft veel kritiek op de belastingplannen van GroenLinks-PvdA.""Je gaat fors meer erfbelasting betalen, als je twee bakkerijen hebt en je wilt het doorgeven aan je kinderen, moet je er een inleveren omdat meneer Timmermans voor de deur staat met belastingen.",R,1,R,R
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-45-GL/PvdA,Economic,"VVD-lijsttrekker Yesilgöz heeft veel kritiek op de belastingplannen van GroenLinks-PvdA.""Je gaat fors meer erfbelasting betalen, als je twee bakkerijen hebt en je wilt het doorgeven aan je kinderen, moet je er een inleveren omdat meneer **Timmermans** voor de deur staat met belastingen.U plukt mensen kaal.""",L,1,L,L
630,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-47-GL/PvdA,Economic,"U plukt mensen kaal.""""Wij vragen een bijdrage aan de rijkste Nederlanders"" antwoordt **Timmermans**.""Wij gaan niet bezuinigen op de zorg, dat doet u wel.",L,1,L,L
630,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-50-VVD,Economic,"Zoals de eis om te stoppen met klimaatbeleid en de nexit, de wens om als Nederland uit de Europese Unie te stappen.Maar obstakels ziet **Yesilgöz** ook op links.Zo vreest ze dat de belastingplannen van GroenLinks-PvdA het land 'zullen kapotmaken'.",N,1,N,N
