jobid,unit_id,topic,text,majority,agreement,Nel,Nisanur
557,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-44-PvdD,Environment,"""Je kunt niet terugonderhandelen met de natuur.""Dat zei Partij voor de **Dieren-lijsttrekker** **Ouwehand** in het NOS Radio 1 Journaal, waar ze vanmorgen te gast was.Volgens haar geven veel partijen een beetje toe met uitspraken dat het belangrijk is om de natuur te redden, maar krabbelen ze terug als puntje bij paaltje komt:",L,1,L,L
557,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-53-PvdD,Environment,"Die moet dat gewoon kwijtschelden.""**Ouwehand** noemde het verder dringend noodzakelijk dat we veel minder vlees en zuivel gaan eten: ""Dat verhaal is nooit verteld.Politici zijn bang dat De Telegraaf dan met een voorpagina komt met een huilende man die zegt: 'Den Haag pakt mijn vlees af'.""",L,1,L,L
557,23e8bef3c7d4ece0b1792636265376b4fd8d8dfa89197a45635c7107-24-GL/PvdA,Environment,"Alles was rond:bouwvergunningen, toestemming van de gemeente en groen licht van de provincie, waar de coalitiepartijen (BBB, VVD, **GroenLinks** en **PvdA**) het deze zomer zelfs hadden vastgelegd in hun coalitieakkoord.Alleen moest de provincie nog een 'verklaring van geen bedenkingen' afgeven voor het doorkruisen van het bestemmingsplan, dat op die locatie verkeer, water of groen voorschrijft.",N,1,N,N
557,34391ae32b31801be10c811ae5f76429c51ed64773b4d29f9c180aa3-78-JA21,Environment,"Het moet klaar zijn met die onzin over de natuur.Rechts heeft het beste verhaal op dat onderwerp dus ik stem op **Ja21** of de PVV.""Afgaande op de peilingen kan de BBB op één kiezersgroep hoe dan ook wél rekenen: de boeren zelf.",N,0.5,R,N
557,34391ae32b31801be10c811ae5f76429c51ed64773b4d29f9c180aa3-78-PVV,Environment,"Het moet klaar zijn met die onzin over de natuur.Rechts heeft het beste verhaal op dat onderwerp dus ik stem op Ja21 of de **PVV**.""Afgaande op de peilingen kan de BBB op één kiezersgroep hoe dan ook wél rekenen: de boeren zelf.",N,0.5,R,N
557,379e30a7fa3297356a0863c8f76b66e16be4ee373d36d940f430f5be-39-Overig,Environment,",,De Green Deal (zijn programma om de EU te verduurzamen en in 2050 klimaatneutraal te krijgen) had vier jaar geleden niemand in Brussel voor mogelijk gehouden.""Timmermans ziet zichzelf als iemand die dingen voor elkaar kan krijgen, belangrijk voor een **minister-president**.Op dat terrein kunnen de andere twee minder trofeeën overleggen.",L,1,L,L
557,43b85dc42d25fdc66e505238ca05a4feeb1847bbe5f45358bfcda185-11-CU,Environment,Onder SP-kiezers gaat het om 85 procent en bij Partij voor de Dieren om 52 procent.Ook een meerderheid van de **ChristenUnie-** achterban vindt dat: 58 procent.Onder kiezers van GroenLinks- PvdA is de steun voor strengere regels het laagst: 36 procent.,N,1,N,N
557,54c9f17e97be04f4894ef6728dfa1499524835af2fa06ee013ca9b4b-126-CU,Environment,"Zoveel mensen willen het goede doen.''Hij is van lang voor de Beeldenstorm en de **CU** is een brede christelijke partij.Ik ben de waarde van het katholieke denken gaan inzien, zoals het Laudato Sì van paus Franciscus dat zegt:",N,1,N,N
557,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-14-FvD,Environment,"Nogmaals: een gemiddelde, omdat de gasprijzen enorm schommelen.Volgens **Baudet** kan heel Groningen probleemloos een Lamborghini cadeau worden gedaan van de gasbaten.De vraag is wat hij met 'heel Groningen' bedoelt:",N,0.5,R,N
557,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-2-FvD,Environment,"FactcheckMet de baten van het resterende gas in de bodem, is het mogelijk alle Groningers in een Lambor- ghini te laten rijden en dan blijft er nog steeds een grote bak met geld over, beweert Thierry **Baudet**.Maar nee, dat gaat niet lukken.",N,0.5,R,N
557,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-5-FvD,Environment,"Een factcheck.,,Er zit daar voor minimaal 600 miljard euro aan gas in de grond'', zei lijsttrekker Thierry **Baudet** van **Forum** voor Democratie recent.,,Je kunt heel Groningen een Lamborghini cadeau doen.''",R,1,R,R
557,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-5-Overig,Environment,"Een factcheck.,,Er zit daar voor minimaal 600 miljard euro aan gas in de grond'', zei **lijsttrekker** Thierry Baudet van Forum voor Democratie recent.,,Je kunt heel Groningen een Lamborghini cadeau doen.''",R,1,R,R
557,78683ef51fc6f10f4acf606692a20bb5cb03a9c95403da6647aeb30c-72-D66,Environment,"Het resultaat: 28 regels, gericht op het begin, het midden en het einde van een politieke discussie.Stel, je bent op een familieverjaardag, en je hoort de vriend van je nicht praten over 'de totale waanzin van klimaatbeleid', en hoe hij niet van plan is om te stoppen met vlees eten, of vliegen, alleen maar omdat die klimaatdrammers als Rob **Jetten** of Frans Timmermans dat willen.En stel, jij bent juist overgestapt op de vegetarische maaltijdbox van HelloFresh.",L,1,L,L
557,78683ef51fc6f10f4acf606692a20bb5cb03a9c95403da6647aeb30c-72-GL/PvdA,Environment,"Het resultaat: 28 regels, gericht op het begin, het midden en het einde van een politieke discussie.Stel, je bent op een familieverjaardag, en je hoort de vriend van je nicht praten over 'de totale waanzin van klimaatbeleid', en hoe hij niet van plan is om te stoppen met vlees eten, of vliegen, alleen maar omdat die klimaatdrammers als Rob Jetten of Frans **Timmermans** dat willen.En stel, jij bent juist overgestapt op de vegetarische maaltijdbox van HelloFresh.",L,1,L,L
557,7a91e8e50f198b477192ef6927b661b4e1c4e016d63c20e8ee10a57c-41-Overig,Environment,"Maar de controlemechanismen werken niet.**VVD-minister** Henk Kamp kreeg in januari 2013 al de waarschuwing dat de gaswinning in Groningen moest worden teruggebracht, dat werd niet opgevolgd.In 2017 wist de hele top van de Belastingdienst door een memo van Sandra Palmen, die nu bij ons op de lijst staat, dat het onrecht van de toeslagenouders moest worden rechtgezet.",N,0.5,R,N
557,7a91e8e50f198b477192ef6927b661b4e1c4e016d63c20e8ee10a57c-41-VVD,Environment,"Maar de controlemechanismen werken niet.**VVD-minister** Henk Kamp kreeg in januari 2013 al de waarschuwing dat de gaswinning in Groningen moest worden teruggebracht, dat werd niet opgevolgd.In 2017 wist de hele top van de Belastingdienst door een memo van Sandra Palmen, die nu bij ons op de lijst staat, dat het onrecht van de toeslagenouders moest worden rechtgezet.",N,0.5,R,N
557,81b2964f5c3845da7646f3894c69dff2284484a57a97e16348785325-28-Overig,Environment,"Het is tijd voor ruimte en ideeën.Tom van der Lee, ervaren **Kamerlid** van GroenLinks-PvdA, heeft de deur wijdopen, en hij is niet de enige die over vermoeidheid begint.Na de slopende enquêtecommissie aardgaswinning dacht hij even bij te komen en toen viel het kabinet.",N,0.5,N,R
557,9e48c34bea8d537a66caec07682be65cfb4aed9877cee614a5ffda35-18-FvD,Environment,Vindt u dat klimaatverandering een hoax is en Poetin een groot staatsman en heeft u ook altijd getwijfeld aan die bolvormige aarde?Stem **FvD**.Weet u het nog steeds niet en vindt u het allemaal maar ingewikkeld en dat het beter is om er nog een studie aan te wijden om uw twijfels mogelijk weg te nemen en houdt u graag alle opties open?,R,1,R,R
557,9e48c34bea8d537a66caec07682be65cfb4aed9877cee614a5ffda35-5-GL/PvdA,Environment,"Bij mijn out-of-the-box-denken hoort dat deze drie partijen met elkaar om de tafel gaan zitten om een kabinet te vormen op hoofdlijnen.En ja, dan zal op migratie wat meer de koers van VVD/NSC gevolgd worden en op klimaat de koers van **GroenLinks-PvdA.**Logisch dat in verkiezingstijd verschillen breed worden uitgemeten, maar de inwoners van dit land willen politici en maatschappelijke organisaties die hun problemen oplossen en daarbij leiderschap tonen.",N,1,N,N
557,afffc38d3086257247f0fd899c3e27d62071b17b7af29b448144a50a-35-GL/PvdA,Environment,Lagere belasting op groente en fruitDan is er nog een thema waarover het standpunt van **GL-PvdA** onbekend is:een extra belasting op vlees.,L,0.5,N,L
557,afffc38d3086257247f0fd899c3e27d62071b17b7af29b448144a50a-37-GL/PvdA,Environment,een extra belasting op vlees.**GroenLinks** was altijd voorstander van zo'n vleestaks als middel om de klimaat- en natuurschade van de vleesproductie door te berekenen en om dierenleed tegen te gaan.De PvdA was tegen om mensen met een lager inkomen niet op extra kosten te jagen.,L,1,L,L
557,afffc38d3086257247f0fd899c3e27d62071b17b7af29b448144a50a-38-GL/PvdA,Environment,"GroenLinks was altijd voorstander van zo'n vleestaks als middel om de klimaat- en natuurschade van de vleesproductie door te berekenen en om dierenleed tegen te gaan.De **PvdA** was tegen om mensen met een lager inkomen niet op extra kosten te jagen.""Daar zullen we het nog over moeten hebben"", zegt Timmermans.",N,0.5,R,N
557,afffc38d3086257247f0fd899c3e27d62071b17b7af29b448144a50a-40-Denk,Environment,"""Daar zullen we het nog over moeten hebben"", zegt Timmermans.""Ik **denk** dat je alles moet doen om te stimuleren dat mensen minder vlees eten.Maar ik denk dat je vooral de belasting moet verlagen op groente en fruit.""",N,1,N,N
557,afffc38d3086257247f0fd899c3e27d62071b17b7af29b448144a50a-41-Denk,Environment,NA,N,1,N,N
557,d89b41181bbcdc1c04ca593c5feb58a84e0822b031eb130fd5849865-6-BBB,Environment,"Uit een rondgang door de NOS langs 24 grote industriële bedrijven, die op de lijst staan van de drieduizend grootste piekbelasters van Nederland, blijkt dat de helft nog helemaal niet met het ministerie van Economische Zaken & Klimaat (EZK) heeft gesproken over het onderwerp.Met de andere helft is wel contact gelegd, maar harde afspraken zijn nergens gemaakt.,,Dit is opnieuw de onbetrouwbare overheid'', concludeert **BBB-lijsttrekker** Caroline van der **Plas**.,,Er wordt iets afgesproken met de Tweede Kamer, maar het gebeurt niet.",N,1,N,N
557,d89b41181bbcdc1c04ca593c5feb58a84e0822b031eb130fd5849865-6-Overig,Environment,"Uit een rondgang door de NOS langs 24 grote industriële bedrijven, die op de lijst staan van de drieduizend grootste piekbelasters van Nederland, blijkt dat de helft nog helemaal niet met het ministerie van Economische Zaken & Klimaat (EZK) heeft gesproken over het onderwerp.Met de andere helft is wel contact gelegd, maar harde afspraken zijn nergens gemaakt.,,Dit is opnieuw de onbetrouwbare overheid'', concludeert **BBB-lijsttrekker** Caroline van der Plas.,,Er wordt iets afgesproken met de Tweede Kamer, maar het gebeurt niet.",N,1,N,N
557,f1d6dc13f65ca545771e32cdd454c0558df482ddf363d593d016987c-22-D66,Environment,"Voor partijen die al grond hebben gekocht om woningen te bouwen, is een onzekere situatie ontstaan.Burgemeester Van der Loo vraagt van demissionair klimaatminister Rob **Jetten** om 'onorthodoxe maatregelen'.Vorige maand zei de minister al dat er sneller gebouwd moet worden en dat het stroomnet flexibeler moet worden gebruikt.",N,1,N,N
557,f1d6dc13f65ca545771e32cdd454c0558df482ddf363d593d016987c-24-D66,Environment,"Vorige maand zei de minister al dat er sneller gebouwd moet worden en dat het stroomnet flexibeler moet worden gebruikt.Anders komt de energietransitie in gevaar, zei **Jetten**.Tennet noemt die maatregelen zeer belangrijk.",L,0.5,L,N
557,f1d6dc13f65ca545771e32cdd454c0558df482ddf363d593d016987c-26-D66,Environment,"Tennet noemt die maatregelen zeer belangrijk.""Op dit moment zit het elektriciteitsnet in alle provincies grotendeels vol, waarschijnlijk vol of bijna vol"", schreef **Jetten** in een Kamerbrief.""Vanaf 2026 kunnen kleinverbruikers zoals huishoudens en kleine bedrijven in Flevoland, Gelderland en Utrecht worden geraakt.""",N,1,N,N
