jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur
541,07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9-30-VVD,Immigration,"Volgens Omtzigt is zijn partij links noch rechts.""Bij bestaanszekerheid voel ik me verwant met GroenLinks-PvdA, wat betreft strengere regels voor migratie meer met de **VVD**.""Hij benadrukt verder dat kiezers ook geen wonderen moeten verwachten.",N,0.5,N,R
541,07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9-45-PVV,Immigration,"NSC-lijsttrekker Pieter Omtzigt herhaalde gisteravond bij RTL Nieuws dat hij grote moeite heeft met de standpunten en het verkiezingsprogramma van de PVV, omdat die volgens hem in strijd zijn met de Grondwet.**PVV-leider** **Wilders** wil graag samenwerken met NSC in een rechts kabinet.Eerder zei hij bij Nieuwsuur dat het bestrijden van de islam de komende periode niet meer zijn grootste prioriteit heeft.",N,1,N,N
541,07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9-47-PVV,Immigration,"Eerder zei hij bij Nieuwsuur dat het bestrijden van de islam de komende periode niet meer zijn grootste prioriteit heeft.Omtzigt vindt het een goede zaak dat **Wilders** zijn focus verlegt naar bestaanszekerheid.""Dat is een heel belangrijk thema.",N,1,N,N
541,07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9-49-PVV,Immigration,"""Dat is een heel belangrijk thema.Maar hij heeft ook gezegd dat zijn anti-islamstandpunt in het DNA van de **PVV** zit.""Als voorbeelden noemt Omtzigt dat Wilders geen islamitische scholen, geen moskeeën en korans wil.",N,1,N,N
541,0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-41-BBB,Immigration,"Ook in Deventer zien bewoners dat het noaberschap in sommige wijken onder druk staat, maar dan door de komst van arbeidsmigranten.**BBB-stemmer** Tom Boersma had op dit punt meer steun verwacht van de **BBB**.""Uitzendbureaus en huisjesmelkers proppen woningen vol met arbeidsmigranten die in de vleesindustrie en distributiecentra werken.",N,0.5,R,N
541,0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-46-BBB,Immigration,"De partij zegt dat Nederland afhankelijk is van arbeidsmigratie en wil speciaal huizen bouwen voor deze groep.Van de **BBB-achterban** zegt in de Ipsos-peiling 62 procent dat het aantal arbeidsmigranten fors ingeperkt moet worden, ook als dat nadelig is voor een deel van de Nederlandse bedrijven.Van der Plas zegt overlast door arbeidsmigranten te willen voorkomen door ze dicht bij hun werk te laten wonen.",R,1,R,R
541,0cae28e6cd815e0d5aee712b819ebe4faf26c7c72cfa36dbe8297751-47-BBB,Immigration,"Van de BBB-achterban zegt in de Ipsos-peiling 62 procent dat het aantal arbeidsmigranten fors ingeperkt moet worden, ook als dat nadelig is voor een deel van de Nederlandse bedrijven.Van der **Plas** zegt overlast door arbeidsmigranten te willen voorkomen door ze dicht bij hun werk te laten wonen.""Juist om ze uit de steden te krijgen waar ze nu vaak door ongeregistreerde uitzendbureaus in huizen worden gestopt.""",L,0.5,L,R
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-11-PVV,Immigration,"Stel dat je een Marokkaanse zoon van 19 hebt, die heeft zijn hele leven niets anders gehoord.'**Wilders** op zijn beurt geniet ook altijd zichtbaar van linkse tegenstanders in de zaal: 'Frans Timmermans geeft Nederland weg aan de PvdA-kiezers.'Het was vooraf vaak geschetst als het gladste ijs van deze verkiezingscampagne:",N,1,N,N
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-28-GL/PvdA,Immigration,"wat gaan de sprekers doen om het woningtekort op te lossen?Huizen bouwen natuurlijk (allen), en de migratie beperken (Omtzigt en Yesilgöz), maar weer zijn het Wilders en **Timmermans** die het hardst botsen, omdat Wilders wil beginnen met het stoppen van het 'weggeven' van huizen aan immigranten en in één adem door **Timmermans** verwijt dat hij geen oog heeft voor de belangen van Nederlanders.'Heeft u Opsporing Verzocht wel eens gezien?",N,1,N,N
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-28-VVD,Immigration,"wat gaan de sprekers doen om het woningtekort op te lossen?Huizen bouwen natuurlijk (allen), en de migratie beperken (Omtzigt en **Yesilgöz**), maar weer zijn het Wilders en Timmermans die het hardst botsen, omdat Wilders wil beginnen met het stoppen van het 'weggeven' van huizen aan immigranten en in één adem door Timmermans verwijt dat hij geen oog heeft voor de belangen van Nederlanders.'Heeft u Opsporing Verzocht wel eens gezien?",R,1,R,R
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-34-GL/PvdA,Immigration,"Laat Nederlanders nou eens voorgaan.'**Timmermans**, veel feller dan tot nu toe in zijn tv-optredens, merkt op dat Wilders mensen als buitenlanders blijft beschouwen, ook als ze hier al drie generaties zijn.'Dit is precies de reden waarom Wilders nooit aan de knoppen mag komen te zitten.",N,1,N,N
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-34-PVV,Immigration,"Laat Nederlanders nou eens voorgaan.'Timmermans, veel feller dan tot nu toe in zijn tv-optredens, merkt op dat **Wilders** mensen als buitenlanders blijft beschouwen, ook als ze hier al drie generaties zijn.'Dit is precies de reden waarom Wilders nooit aan de knoppen mag komen te zitten.",N,1,N,N
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-35-PVV,Immigration,"Timmermans, veel feller dan tot nu toe in zijn tv-optredens, merkt op dat Wilders mensen als buitenlanders blijft beschouwen, ook als ze hier al drie generaties zijn.'Dit is precies de reden waarom **Wilders** nooit aan de knoppen mag komen te zitten.Hij discrimineert.'",N,1,N,N
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-38-PVV,Immigration,"Meteen daarna blijkt dat hij hier ook de enige voorstander is van de Spreidingswet, die asielzoekers eerlijker moet verdelen over de gemeenten.'We moeten niet spreiden, we moeten een asielstop invoeren', zegt **Wilders**.'Het aantal moet eerst naar beneden', zegt ook Yesilgöz.",R,1,R,R
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-39-VVD,Immigration,"'We moeten niet spreiden, we moeten een asielstop invoeren', zegt Wilders.'Het aantal moet eerst naar beneden', zegt ook **Yesilgöz**.'Ze zeggen wel minder, maar ze zeggen niet hoe', werpt Timmermans tegen. 'We leven in een onveilige wereld.",R,1,R,R
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-4-GL/PvdA,Immigration,"Met hem regeren wil hij zeker niet, maar in een tv-debat is PVV-leider Geert Wilders een zeer welkome tafelgenoot voor Frans Timmermans.De lijsttrekker van **GroenLinks-PvdA**, al dagen op pad om de kiezers te waarschuwen dat er een rechts kabinet op komst is als ze niet op hem stemmen, haalt donderdagavond meteen uit naar Wilders.'De Grondwet zegt dat je iedereen gelijk moet behandelen.",N,1,N,N
541,1068b92b32cf1f52b47155ec7c76e3d50ef0bebf348e0876bce7be8c-40-GL/PvdA,Immigration,"'Het aantal moet eerst naar beneden', zegt ook Yesilgöz.'Ze zeggen wel minder, maar ze zeggen niet hoe', werpt **Timmermans** tegen. 'We leven in een onveilige wereld.Ik ben er trots op dat Nederland tegen vluchtelingen op de vlucht voor oorlog in Oekraïne zegt: jullie zijn hier welkom.'",L,1,L,L
541,1500ca3d306ee726b6575b73db09c2ebc5e0f6ec15131a844b25f34e-201-Denk,Immigration,"Verplaats je in de ander die niet op jou lijkt.**Denk** aan een tijd die nog gaat komen, of je die nu mee gaat maken of niet.Ali Smith:",N,1,N,N
541,307b28cf9b48f4f813594c807080d070e9ec20454c9e9c636e049363-15-PVV,Immigration,"jij en ik, wij zijn allebei menselijk.Eenmaal met pensioen zal **Wilders** vooral worden herinnerd om zijn belangrijkste boodschap:de islam is een ziekte.",N,1,N,N
541,307b28cf9b48f4f813594c807080d070e9ec20454c9e9c636e049363-33-PVV,Immigration,"Als hij zijn ideologische veren heeft afgeschud, zien we nog steeds dezelfde kale kip.De islam is toch niet meer zo trendy de laatste tijd, dat heeft **Wilders** ook gemerkt.Alles gaat nu over asiel en immigratie, dat zijn nu de termen die je gebruikt.",N,1,N,N
541,39d1d680eca0ce00e2e34936b6e9b6341759a4e82f300541061dd759-36-PVV,Immigration,"In ’t Sallands groette Caroline van der Plas de kiezer in de Zendtijd voor politieke partijen, toevallig vlak voor ze te gast was bij Nieuwsuur.De eerste vijf minuten van haar zendtijd daar gingen op aan Geert **Wilders** (**PVV**) die de avond voor haar te gast was.Hij had gezegd dat hij bereid was zijn standpunten over de islam te „parkeren”.",N,1,N,N
541,46d858f79810e1fdf863365ba1b53b6764baaedcb7514ea5462abfed-12-Overig,Immigration,"Het vorige Deense kabinet zette daarom een streep door het aantal opleidingen dat in het Engels werd gegeven, zodat Deense universiteiten minder aantrekkelijk werden voor buitenlandse studenten.Het huidige Deense kabinet versoepelde die regels echter weer iets en vorige week zei de Deense **minister** voor hoger onderwijs Christina Egelund dat de regels voor Engelstalig onderwijs nog verder moeten worden versoepeld.Egelund vindt dat haar land juist 'dankbaar moet zijn als buitenlandse jongeren er willen komen studeren'.",N,1,N,N
541,46d858f79810e1fdf863365ba1b53b6764baaedcb7514ea5462abfed-19-VVD,Immigration,Veel politieke partijen willen dat een volgend kabinet nog veel verder gaat.Zo pleit de **VVD** voor een maximaal aantal buitenlandse studenten bij opleidingen en voor een hoger collegegeld voor niet EU-studenten.NSC van Pieter Omtzigt wil dat in het hoger onderwijs Nederlands weer de standaard wordt en GroenLinks-PvdA wil dat universiteiten niet langer per student worden betaald.,R,1,R,R
541,5a95df119e9a0bb6608895cd568fcf595232c16ea9d417f80c03cae3-18-NSC,Immigration,‘Vrouwenkleedkamers’De grote vraag is waar nieuwkomers **NSC** en BBB zijn te plaatsen.In hun programma’s is summiere aandacht voor het thema.,N,1,N,N
541,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-20-PVV,Immigration,"'In Nederland hebben we cultuur van wereldklasse.'De **PVV** verwijst met het woord 'cultuur' vooral naar een Nederlandse culturele identiteit, waarbij bepaalde tradities horen die zouden worden bedreigd door immigratie.Concreter: 'Zwarte Piet, Kerstmis en Pasen blijven.'",N,0.5,R,N
541,5ac382e189e37477d1d74f5fbaec5db9b733ca6b26fa13fbf01168b1-98-BBB,Immigration,"Opvallend:regionale spreiding was ook bij eerdere verkiezingen een thema, dit is kennelijk niet alleen een **BBB-effect**.Wel heeft het onderwerp meer nadruk gekregen.",N,1,N,N
541,6470029909afe5fe04a274c3506a4a2e1b5acdc1ffa6454d9509ae33-8-Denk,Immigration,De Nederlandse voorman van de club ziet in Hamas geen terroristische organisatie.Naast Samidoun zitten ook politieke partijen als Bij1 en **Denk** achter de aanstaande demonstratie.Denk zit zowel in Den Haag als Rotterdam in het college:,N,1,N,N
541,6a6092103d729f9a68aa00c816d575f20248db3336fea32d6c9c069a-2-VVD,Immigration,"Migratie Ondanks de ferme anti-immigratieretoriek en grootsprekerij van politici is migratie niet tegen te houden.Dat blijkt uit het nieuwe boek van socioloog Hein de Haas.,‘De overheid moet grenzen stellen en handhaven en zo weer grip krijgen op migratie’, vindt de **VVD.**Migratie, zegt ook GroenLinks-PvdA, is geen natuurverschijnsel dat ons overkomt.",R,1,R,R
541,6a6092103d729f9a68aa00c816d575f20248db3336fea32d6c9c069a-3-GL/PvdA,Immigration,"Dat blijkt uit het nieuwe boek van socioloog Hein de Haas.,‘De overheid moet grenzen stellen en handhaven en zo weer grip krijgen op migratie’, vindt de VVD.Migratie, zegt ook **GroenLinks-PvdA**, is geen natuurverschijnsel dat ons overkomt.‘Door er grip op te krijgen en te houden voorkomen we dat onze bestaanszekerheid in het geding komt: met een eerlijk en tevens realistisch migratiebeleid.’",L,0.5,L,R
541,6dd5f6be98633f0dad0e9a1066765bfc6fd04d1433de10fbfb790e1b-3-NSC,Immigration,"Uit onderzoek naar stemgedrag blijkt dat kiezers andere eigenschappen van de lijsttrekkers veel belangrijker vinden.Uit de meest recente peiling van I&O research blijkt wel dat Yesilgöz op **NSC-leider** Pieter **Omtzigt** na de hoogst gewaardeerde lijsttrekker is.Dat is omdat kiezers haar standvastig noemen en omdat ze het eens zijn met haar standpunten over migratiebeperking en de economie, stelt onderzoeker Peter Kanne.",N,0.5,R,N
541,6dd5f6be98633f0dad0e9a1066765bfc6fd04d1433de10fbfb790e1b-3-VVD,Immigration,"Uit onderzoek naar stemgedrag blijkt dat kiezers andere eigenschappen van de lijsttrekkers veel belangrijker vinden.Uit de meest recente peiling van I&O research blijkt wel dat **Yesilgöz** op NSC-leider Pieter Omtzigt na de hoogst gewaardeerde lijsttrekker is.Dat is omdat kiezers haar standvastig noemen en omdat ze het eens zijn met haar standpunten over migratiebeperking en de economie, stelt onderzoeker Peter Kanne.",N,0.5,N,R
541,6dd5f6be98633f0dad0e9a1066765bfc6fd04d1433de10fbfb790e1b-5-VVD,Immigration,"Dat is omdat kiezers haar standvastig noemen en omdat ze het eens zijn met haar standpunten over migratiebeperking en de economie, stelt onderzoeker Peter Kanne.Ook uit onderzoek van EenVandaag blijkt **Yesilgöz**' vrouw-zijn amper een rol te spelen bij kiezers.,,Veel en veel belangrijker vinden VVD-kiezers dat een nieuwe premier in staat is besluiten te nemen op alle grote problemen in Nederland en dat die persoon gepokt en gemazeld is in politiek Den Haag'', zegt onderzoeker Jeroen Kester.",N,0.5,N,R
541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-20-PVV,Immigration,"Dat is het tweede punt:hoe Yesilgöz de ruimte voor (extreem-)rechts heeft vergroot door haar handreiking aan **Wilders**.Ze zegt dat te doen omdat ze geen enkele kiezer wil uitsluiten, wat een beetje onzin is - kiezen is niet hetzelfde als meeregeren - en wat je haar ook nooit zult horen zeggen over de Denk-stemmers, bijvoorbeeld.",N,1,N,N
541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-20-VVD,Immigration,"Dat is het tweede punt:hoe **Yesilgöz** de ruimte voor (extreem-)rechts heeft vergroot door haar handreiking aan Wilders.Ze zegt dat te doen omdat ze geen enkele kiezer wil uitsluiten, wat een beetje onzin is - kiezen is niet hetzelfde als meeregeren - en wat je haar ook nooit zult horen zeggen over de Denk-stemmers, bijvoorbeeld.",N,1,N,N
541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-21-Denk,Immigration,"hoe Yesilgöz de ruimte voor (extreem-)rechts heeft vergroot door haar handreiking aan Wilders.Ze zegt dat te doen omdat ze geen enkele kiezer wil uitsluiten, wat een beetje onzin is - kiezen is niet hetzelfde als meeregeren - en wat je haar ook nooit zult horen zeggen over de **Denk-stemmers**, bijvoorbeeld.Intussen profiteert Wilders alleen al door de eventuele kans op coalitiedeelname en probeert hij opzichtig zijn antidemocratische, racistische en discriminerende standpunten even tussen haakjes te zetten.",N,1,N,N
541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-22-PVV,Immigration,"Ze zegt dat te doen omdat ze geen enkele kiezer wil uitsluiten, wat een beetje onzin is - kiezen is niet hetzelfde als meeregeren - en wat je haar ook nooit zult horen zeggen over de Denk-stemmers, bijvoorbeeld.Intussen profiteert **Wilders** alleen al door de eventuele kans op coalitiedeelname en probeert hij opzichtig zijn antidemocratische, racistische en discriminerende standpunten even tussen haakjes te zetten.En tenslotte is daar de grote uitdager van de VVD-bestuurscultuur, de man wiens koppigheid uiteindelijk leidde tot de val van Rutte III en de komst van een nieuwe partij:",N,1,N,N
541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-3-VVD,Immigration,"""Er zat regie achter"", zegt hij in de Volkskrant, wijzend op de penibele positie van Mark Rutte binnen zijn eigen partij.Het **VVD-congres** en de **VVD-fractie** hadden de premier gedwongen toe te zeggen dat hij de asielinstroom zou terugdringen, wat niet was gelukt.En er heerste toch al het nodige chagrijn binnen de VVD over Rutte IV, vooral vanwege het klimaat- en stikstofbeleid, dat er wellicht nooit was gekomen als Rutte door de 'functie elders'-affaire niet zo verzwakt aan de formatie was begonnen.",R,1,R,R
541,7e92ec4dfb75b49805a1a0f2c4711d57614f71145253d33e386acce9-4-VVD,Immigration,"Het VVD-congres en de VVD-fractie hadden de premier gedwongen toe te zeggen dat hij de asielinstroom zou terugdringen, wat niet was gelukt.En er heerste toch al het nodige chagrijn binnen de **VVD** over Rutte IV, vooral vanwege het klimaat- en stikstofbeleid, dat er wellicht nooit was gekomen als Rutte door de 'functie elders'-affaire niet zo verzwakt aan de formatie was begonnen.Nu voerde hij noodgedwongen een D66-beleid, met de spectaculaire opkomst van de BBB als bijeffect.",N,0.5,R,N
541,9b3ab776036a2f441c8a69bd4d49b25bf7d4eb3781080ca6841d769d-54-VVD,Immigration,"Het meest neig ik naar GroenLinks-PvdA, maar GroenLinks is mijn partij gewoon niet.'De **VVD** overweeg ik ook nog, omdat ik graag een vrouwelijke premier zou zien, mét migratieachtergrond.Inhoudelijk heb ik alleen niks met de VVD.",N,1,N,N
541,9ba5d46d0426ca61d58be71ffd02f50b3642640a87438c529809db29-26-PVV,Immigration,"Wilders moet hebben geweten dat Timmermans niet kon voorkomen dat sommige demonstranten deze mars voor een deel zouden kapen.**Wilders** doet alsof hij milder is geworden, maar het is puur opportunisme.Hij wil regeermacht, niet om de woningnood en andere sociale kwesties op te lossen – allemaal zaken die hem nooit wezenlijk hebben geïnteresseerd –, maar om de islam te bestrijden en asielzoekers te weren.",R,1,R,R
541,9ba5d46d0426ca61d58be71ffd02f50b3642640a87438c529809db29-28-BBB,Immigration,"Hij wil regeermacht, niet om de woningnood en andere sociale kwesties op te lossen – allemaal zaken die hem nooit wezenlijk hebben geïnteresseerd –, maar om de islam te bestrijden en asielzoekers te weren.De politici van rechts, vooral Caroline van der **Plas** en Dilan Yesilgöz, haasten zich nu om te zeggen dat ze „met Geert willen praten”.Ook in de media, vooral de talkshows, wordt Wilders bejegend als iemand met wie best leuk te kletsen en te lachen valt.",N,1,N,N
541,9ba5d46d0426ca61d58be71ffd02f50b3642640a87438c529809db29-28-VVD,Immigration,"Hij wil regeermacht, niet om de woningnood en andere sociale kwesties op te lossen – allemaal zaken die hem nooit wezenlijk hebben geïnteresseerd –, maar om de islam te bestrijden en asielzoekers te weren.De politici van rechts, vooral Caroline van der Plas en Dilan **Yesilgöz**, haasten zich nu om te zeggen dat ze „met Geert willen praten”.Ook in de media, vooral de talkshows, wordt Wilders bejegend als iemand met wie best leuk te kletsen en te lachen valt.",N,1,N,N
541,9ba5d46d0426ca61d58be71ffd02f50b3642640a87438c529809db29-4-PVV,Immigration,"Dan moeten we opeens wennen aan een altijd vriendelijk glimlachende PVV-leider, die voortaan gezellige reünies organiseert met zijn oude vijanden Mark Rutte („Hij maakt Nederland kapot”) en Alexander Pechtold („U bent een ordinaire graaier”).Misschien, stel je voor, mogen er van **Wilders** straks méér in plaats van minder Marokkanen naar Nederland komen.En, wie weet, heeft Nederland voortaan geen „nepparlement” meer, maar een écht parlement.",R,1,R,R
541,ab918825156dcaf1bf60c3cd3461800f30c029136e088c753267ede3-4-GL/PvdA,Immigration,HilversumIn een stekelig verkiezingsdebat bij SBS heeft **PvdA/GL-lijsttrekker** Frans **Timmermans** het met al zijn concurrenten aan de stok gekregen.NSC-voorman Omtzigt kreeg een sneer vanwege zijn plan voor een maximaal migratiesaldo van 50.000.,N,1,N,N
541,ab918825156dcaf1bf60c3cd3461800f30c029136e088c753267ede3-5-NSC,Immigration,"In een stekelig verkiezingsdebat bij SBS heeft PvdA/GL-lijsttrekker Frans Timmermans het met al zijn concurrenten aan de stok gekregen.**NSC-voorman** **Omtzigt** kreeg een sneer vanwege zijn plan voor een maximaal migratiesaldo van 50.000.En Timmermans clashte met Wilders over zijn asielstandpunten. „Ik eis van u dat u iedereen als Nederlander behandelt”, riep de linkse leider.",R,1,R,R
541,ab918825156dcaf1bf60c3cd3461800f30c029136e088c753267ede3-6-GL/PvdA,Immigration,"NSC-voorman Omtzigt kreeg een sneer vanwege zijn plan voor een maximaal migratiesaldo van 50.000.En **Timmermans** clashte met Wilders over zijn asielstandpunten. „Ik eis van u dat u iedereen als Nederlander behandelt”, riep de linkse leider.Wilders: „U kunt eisen tot u een ons weegt.",N,1,N,N
541,ab918825156dcaf1bf60c3cd3461800f30c029136e088c753267ede3-6-PVV,Immigration,"NSC-voorman Omtzigt kreeg een sneer vanwege zijn plan voor een maximaal migratiesaldo van 50.000.En Timmermans clashte met **Wilders** over zijn asielstandpunten. „Ik eis van u dat u iedereen als Nederlander behandelt”, riep de linkse leider.Wilders: „U kunt eisen tot u een ons weegt.",N,1,N,N
541,ab918825156dcaf1bf60c3cd3461800f30c029136e088c753267ede3-7-PVV,Immigration,"En Timmermans clashte met Wilders over zijn asielstandpunten. „Ik eis van u dat u iedereen als Nederlander behandelt”, riep de linkse leider.**Wilders**: „U kunt eisen tot u een ons weegt.En dat zal wel even duren.”",N,1,N,N
541,b2cecfb7bca33ea1116974b3377139b7eccb3f43009aad3010d39062-2-Denk,Immigration,NA,N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-11-PVV,Immigration,"""Dat is een heel belangrijk thema.Maar hij heeft ook gezegd dat zijn anti-islamstandpunt in het DNA van de **PVV** zit.""Als voorbeelden noemt Omtzigt dat Wilders geen islamitische scholen, geen moskeeën en korans wil.",N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-113-PVV,Immigration,"Uitspraak Wilders over loslaten 'islam' houdt gemoederen bezigDe uitspraken van Geert **Wilders** in Nieuwsuur van gisteravond houden de gemoederen bezig.De PVV wil graag deelnemen aan een volgend kabinet en over de-islamisering, tot nu toe het kernpunt van zijn partij, zei hij: ""Er zijn belangrijkere prioriteiten"".",N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-114-PVV,Immigration,"De uitspraken van Geert Wilders in Nieuwsuur van gisteravond houden de gemoederen bezig.De **PVV** wil graag deelnemen aan een volgend kabinet en over de-islamisering, tot nu toe het kernpunt van zijn partij, zei hij: ""Er zijn belangrijkere prioriteiten"".Naar aanleiding van die uitspraken zei BBB-leider Caroline van der Plas in een radiogesprek met Sven Kockelmann dat Pieter Omtzigt (NSC) de PVV niet langer bij voorbaat kan blijven uitsluiten en ""open moet staan"" voor een eventuele samenwerking.",N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-115-PVV,Immigration,"De PVV wil graag deelnemen aan een volgend kabinet en over de-islamisering, tot nu toe het kernpunt van zijn partij, zei hij: ""Er zijn belangrijkere prioriteiten"".Naar aanleiding van die uitspraken zei BBB-leider Caroline van der Plas in een radiogesprek met Sven Kockelmann dat Pieter Omtzigt (NSC) de **PVV** niet langer bij voorbaat kan blijven uitsluiten en ""open moet staan"" voor een eventuele samenwerking.Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.",N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-117-PVV,Immigration,"Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelt op X dat **Wilders** ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-118-PVV,Immigration,"GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelt op X dat Wilders ""niet milder"" is geworden.""**Wilders** vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Geert Wilders",N,1,N,N
541,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-119-PVV,Immigration,"""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Geert **Wilders**@geertwilderspvv",N,1,N,N
