jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur
610,2a3c0c1d5cb7038ce6fd7fcb656bf69a3abdafd8a317efb62977c6ec-1-D66,Environment,NA,L,1,L,L
610,2c77ea91eab4f6ce38c64cefd9605379d3f885d8a9662a770dfcce10-32-CDA,Environment,"Ik schrik van z'n politieke ideeën die nu eindelijk boven water komen.Oudbakken **CDA** en VVD, die de problemen over milieu, klimaat, vluchtelingen en gezondheidszorg niet oplossen.En dan wil hij vetorecht voor de EU-landen.",R,1,R,R
610,2c77ea91eab4f6ce38c64cefd9605379d3f885d8a9662a770dfcce10-32-VVD,Environment,"Ik schrik van z'n politieke ideeën die nu eindelijk boven water komen.Oudbakken CDA en **VVD**, die de problemen over milieu, klimaat, vluchtelingen en gezondheidszorg niet oplossen.En dan wil hij vetorecht voor de EU-landen.",R,1,R,R
610,2c77ea91eab4f6ce38c64cefd9605379d3f885d8a9662a770dfcce10-9-GL/PvdA,Environment,Voor mij geen zwevende stem:Frans **Timmermans** (**GL-PvdA**) zie ik als een serieuze pleitbezorger voor het streven naar een beter klimaat en schoner milieu.Wim Sanderse Grijpskerke,L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-10-VVD,Environment,"Verder zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.De **VVD** bijvoorbeeld wil vanaf 2030 minimaal energielabel D, de ChristenUnie gaat met een ondergrens van energielabel C nog een stapje verder.16:48",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-12-CDA,Environment,"16:48**Bontenbal**: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-12-GL/PvdA,Environment,"16:48Bontenbal: strategische blunder van **Timmermans**CDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-13-CDA,Environment,"Bontenbal: strategische blunder van Timmermans**CDA-leider** **Bontenbal** vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.",L,0.5,N,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-13-GL/PvdA,Environment,"Bontenbal: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat **GroenLinks-PvdA-lijsttrekker** **Timmermans** een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-14-GL/PvdA,Environment,"CDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.**Timmermans** zei vanochtend dat het het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan:",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-15-CDA,Environment,"Timmermans zei vanochtend dat het het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en **Bontenbal** wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan:""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-15-GL/PvdA,Environment,"Timmermans zei vanochtend dat het het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de **GroenLinks-voorman** voor de voeten dat het kabinet juist heel veel heeft gedaan:""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""",L,0.5,L,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-17-GL/PvdA,Environment,"""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""**Timmermans** antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.Maar hij bleef erbij dat we op een aantal gebieden hebben stilgestaan.",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-29-GL/PvdA,Environment,"13:43Jetten: 'Kritiek **Timmermans** klein en kinderachtig'D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-30-D66,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'**D66-lijsttrekker** **Jetten** vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-30-GL/PvdA,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'D66-lijsttrekker Jetten vindt de kritiek van **GroenLinks-PvdA-voorman** **Timmermans** op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".",L,0.5,N,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-30-Overig,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'**D66-lijsttrekker** Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-31-D66,Environment,"D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat **Jetten** deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".",N,0.5,R,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-33-D66,Environment,"Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".**Jetten** reageerde daarop in Buitenhof:""Ik denk dat hij ook weet dat we in Nederland en in Europa de afgelopen jaren enorme stappen hebben gezet en dat we de komende tijd vooral door moeten, want er gaan vandaag in Amsterdam niet voor niks 40.000 mensen de straat op.",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-34-Denk,Environment,"Jetten reageerde daarop in Buitenhof:""Ik **denk** dat hij ook weet dat we in Nederland en in Europa de afgelopen jaren enorme stappen hebben gezet en dat we de komende tijd vooral door moeten, want er gaan vandaag in Amsterdam niet voor niks 40.000 mensen de straat op.De jonge generatie eist van ons dat we een leefbare planeet doorgeven.",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-39-CDA,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen VVD, **CDA** en ChristenUnie en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".",N,0.5,R,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-39-CU,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen VVD, CDA en **ChristenUnie** en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".",N,0.5,R,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-39-VVD,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen **VVD**, CDA en ChristenUnie en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".",N,0.5,R,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-58-Overig,Environment,"Ouwehand: 'Economie moet krimpen'**Lijsttrekker** Ouwehand van de Partij voor de Dieren vindt het noodzakelijk dat de economie krimpt.In Buitenhof zei ze dat ""oneindige economische groei niet samengaat met een eindige planeet"".",L,0.5,L,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-58-PvdD,Environment,"Ouwehand: 'Economie moet krimpen'Lijsttrekker **Ouwehand** van de Partij voor de **Dieren** vindt het noodzakelijk dat de economie krimpt.In Buitenhof zei ze dat ""oneindige economische groei niet samengaat met een eindige planeet"".",L,0.5,L,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-65-PvdD,Environment,"Ze wil dat boeren bij die transitie financieel worden beschermd en ""dat veevoederbedrijven flink bijlappen"".**Ouwehand** herhaalde dat ze graag wil meeregeren, maar dat er dan echt een ""groene koerswijziging"" moet komen.Volgens haar is politieke moed het belangrijkste criterium voor het vormen van een coalitie en moet het niet blijven bij het op papier zetten van ambities.",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-8-D66,Environment,"Over hoe deze isolatie op grote schaal eruit moet zien, verschillen de partijen van mening.Partijen als GroenLinks-PvdA en **D66** willen een landelijk isolatieoffensief, het CDA wil juist een gemeentelijke aanpak.Verder zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-8-GL/PvdA,Environment,"Over hoe deze isolatie op grote schaal eruit moet zien, verschillen de partijen van mening.Partijen als **GroenLinks-PvdA** en D66 willen een landelijk isolatieoffensief, het CDA wil juist een gemeentelijke aanpak.Verder zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-94-GL/PvdA,Environment,"Dit was een uniek moment.""De **GroenLinks-PvdA-voorman** voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.",N,1,N,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-95-D66,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van **D66-lijsttrekker** en demissionair minister **Jetten**.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":",N,0.5,R,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-95-GL/PvdA,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.**Timmermans** leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":",L,1,L,L
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-96-D66,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt **Jetten** deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""",N,0.5,R,N
610,32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-96-GL/PvdA,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens **Timmermans** maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""",L,1,L,L
610,33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-31-GL/PvdA,Environment,"Dit was een uniek moment.""De **GroenLinks-PvdA-voorman** voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.",N,1,N,N
610,33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-32-GL/PvdA,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.**Timmermans** leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":",L,1,L,L
610,33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-32-Overig,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van **D66-lijsttrekker** en demissionair **minister** Jetten.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":",N,0.5,R,N
610,33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-33-D66,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt **Jetten** deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""",N,0.5,R,N
610,3ed1cc88047ebd54890a4720f325f180095cc9727f1b17b85d056e6e-18-BBB,Environment,In de wandelgangen klonk een alternatieve uitleg: de verkiezingscampagne.Wellicht dat **BBB** en VVD op een later moment minder moeite zouden hebben met de turbines.Maar die partijen zagen uitstel niet zitten.,L,0.5,L,N
610,3ed1cc88047ebd54890a4720f325f180095cc9727f1b17b85d056e6e-18-VVD,Environment,In de wandelgangen klonk een alternatieve uitleg: de verkiezingscampagne.Wellicht dat BBB en **VVD** op een later moment minder moeite zouden hebben met de turbines.Maar die partijen zagen uitstel niet zitten.,L,0.5,L,N
610,3ed1cc88047ebd54890a4720f325f180095cc9727f1b17b85d056e6e-32-JA21,Environment,"Alles om het kind te laten slagen”, vatte Bas de Wit (VVD) het samen.„Dit is in eerste plaats een overwinning voor de omwonenden, maar natuurlijk is **JA21** ontzettend blij dat het gezond verstand heeft overwonnen!”, reageerde **JA21-fractievoorzitter** Daniël van den Berg, die vanaf het begin kritisch was.„We hebben veel contact onderhouden met de inwoners, informatie uitgewisseld en het klimaatdrammen een halt toegeroepen.",R,1,R,R
610,43c08311c6759a75f8b17a935ab849048f2c5af4a480127a31cb999e-21-GL/PvdA,Environment,Ik denk dat dit voor veel rust in de maatschappij zal zorgen.'**Timmermans** bleek ook veel groener dan ik dacht.Hij is ambitieuzer qua klimaat dan Omtzigt.,L,1,L,L
610,43c08311c6759a75f8b17a935ab849048f2c5af4a480127a31cb999e-22-NSC,Environment,'Timmermans bleek ook veel groener dan ik dacht.Hij is ambitieuzer qua klimaat dan **Omtzigt**.Ik zweef nu duidelijk richting GroenLinks-PvdA.,N,1,N,N
610,43c08311c6759a75f8b17a935ab849048f2c5af4a480127a31cb999e-23-GL/PvdA,Environment,"Hij is ambitieuzer qua klimaat dan Omtzigt.Ik zweef nu duidelijk richting **GroenLinks-PvdA**.Ook zag ik laatst een interview met de nummer 2 van deze partij, Esmah Lahlah.",N,1,N,N
610,46b7594ecb8aedf239fc2eda5c61b3896573ce3c202e072b786c1699-114-GL/PvdA,Environment,Lahlah is kandidaat twee op de lijst van GroenLinks-PvdA voor de Tweede Kamerverkiezingen.Met **Timmermans** en Lahlah vormen volgens beide partijen in elk geval een ideale combinatie.Een sociaal-democraat met een (inmiddels) uitgesproken groen profiel naast een GroenLinkser die juist strijdt voor sociale rechtvaardigheid.,L,0.5,N,L
610,46b7594ecb8aedf239fc2eda5c61b3896573ce3c202e072b786c1699-115-GL/PvdA,Environment,Met Timmermans en Lahlah vormen volgens beide partijen in elk geval een ideale combinatie.Een sociaal-democraat met een (inmiddels) uitgesproken groen profiel naast een **GroenLinkser** die juist strijdt voor sociale rechtvaardigheid.En ook het plaatje ziet er goed uit.,N,1,N,N
610,48063036ec712ddfa3bfb339402e21ff7b2949c982355a8ed0dffbbb-32-D66,Environment,Ook bij mensen die aangesloten waren op een warmtenetwerk ging de energierekening fors omhoog.Minister **Jetten** voor Klimaat en Energie heeft in de nieuwe Warmtewet laten vastleggen dat toekomstige warmtenetten voor meer dan 50 procent in handen moeten zijn van de overheid.Gemeenten zijn dan de baas over het warmtenet en niet de commerciële energiebedrijven.,L,0.5,L,N
610,48063036ec712ddfa3bfb339402e21ff7b2949c982355a8ed0dffbbb-32-Overig,Environment,Ook bij mensen die aangesloten waren op een warmtenetwerk ging de energierekening fors omhoog.**Minister** Jetten voor Klimaat en Energie heeft in de nieuwe Warmtewet laten vastleggen dat toekomstige warmtenetten voor meer dan 50 procent in handen moeten zijn van de overheid.Gemeenten zijn dan de baas over het warmtenet en niet de commerciële energiebedrijven.,L,0.5,L,N
610,48063036ec712ddfa3bfb339402e21ff7b2949c982355a8ed0dffbbb-34-Overig,Environment,Gemeenten zijn dan de baas over het warmtenet en niet de commerciële energiebedrijven.Ook heeft de **minister** besloten dat de koppeling tussen de gasprijs en de prijs voor warmte wordt losgelaten.EBN ziet dat als groot voordeel voor burgers die gebruik maken van een warmtenet.,L,0.5,L,N
610,6e26ee860741cec5c1e4a86d13444fe600435b981ba2e0123a1a1216-31-D66,Environment,"Belangrijker dan de vluchtelingen.De boeren willen de wolf dood hebben, terwijl de stadse **D66’ers** uiteraard tegen zijn.Het wildste dier dat zij ooit gezien hebben is een fatbike.",L,1,L,L
610,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-1-GL/PvdA,Environment,NA,L,1,L,L
610,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-16-GL/PvdA,Environment,WapenfeitenHet kwam **Timmermans** op een storm van kritiek te staan van politici.Zo was het CDA-leider Henri Bontenbal die aantoonde dat er juist wel veel stappen gezet zijn en wees ook D66’er Rob Jetten op de wapenfeiten die hij als klimaatminister heeft behaald.,N,1,N,N
610,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-17-CDA,Environment,Het kwam Timmermans op een storm van kritiek te staan van politici.Zo was het **CDA-leider** Henri **Bontenbal** die aantoonde dat er juist wel veel stappen gezet zijn en wees ook D66’er Rob Jetten op de wapenfeiten die hij als klimaatminister heeft behaald.Maar ook deskundigen scharen zich nu in dat rijtje criticasters.,L,1,L,L
610,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-17-D66,Environment,Het kwam Timmermans op een storm van kritiek te staan van politici.Zo was het CDA-leider Henri Bontenbal die aantoonde dat er juist wel veel stappen gezet zijn en wees ook **D66’er** Rob **Jetten** op de wapenfeiten die hij als klimaatminister heeft behaald.Maar ook deskundigen scharen zich nu in dat rijtje criticasters.,L,1,L,L
610,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-2-GL/PvdA,Environment,"’Timmermans grossiert in onwaarheden’De uitlating van **PvdA/GL-lijsttrekker** Frans **Timmermans** dat het inmiddels demissionaire kabinet ’niets heeft gedaan’ aan klimaatbeleid, komt hem op een storm van kritiek te staan.foto anp/hh",L,1,L,L
