jobid,unit_id,topic,text,majority,agreement,Nisanur,n.p.reesink@student.vu.nl
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-186-Denk,Economic,"Denk, ChristenUnie en JA21 debatteren over geldzorgen.**Denk** en ChristenUnie willen het minimumloon verhogen, JA21 niet.ChristenUnie-leider Bikker zegt dat de focus op gezinnen moet liggen en dat die beter ondersteund moeten worden om hun kosten te kunnen betalen.",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-186-JA21,Economic,"Denk, ChristenUnie en JA21 debatteren over geldzorgen.Denk en ChristenUnie willen het minimumloon verhogen, **JA21** niet.ChristenUnie-leider Bikker zegt dat de focus op gezinnen moet liggen en dat die beter ondersteund moeten worden om hun kosten te kunnen betalen.",R,1,R,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-187-CU,Economic,"Denk en ChristenUnie willen het minimumloon verhogen, JA21 niet.**ChristenUnie-leider** **Bikker** zegt dat de focus op gezinnen moet liggen en dat die beter ondersteund moeten worden om hun kosten te kunnen betalen.JA21-leider Eerdmans vindt armoedebestrijding ook belangrijk, maar zegt dat we ""ook niet door moeten slaan"".",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-189-JA21,Economic,"JA21-leider Eerdmans vindt armoedebestrijding ook belangrijk, maar zegt dat we ""ook niet door moeten slaan"".Bij een hoger minimumloon komen werkgevers op hoge kosten en dat heeft ook gevolgen, aldus **Eerdmans**.JA21 wil alle toeslagen afschaffen en daar een huishoudtoelage en huurtoelage voor terug voor mensen die echt niet zonder kunnen.",R,1,R,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-190-JA21,Economic,"Bij een hoger minimumloon komen werkgevers op hoge kosten en dat heeft ook gevolgen, aldus Eerdmans.**JA21** wil alle toeslagen afschaffen en daar een huishoudtoelage en huurtoelage voor terug voor mensen die echt niet zonder kunnen.Denk-leider Van Baarle noemt de plannen van Eerdmans ""een ramp voor armere mensen"".",R,1,R,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-192-JA21,Economic,"Denk-leider Van Baarle noemt de plannen van Eerdmans ""een ramp voor armere mensen"".**JA21** is volgens hem de enige partij die ervoor zorgt dat de armoede stijgt.Hij noemt Eerdmans een omgekeerde Robin Hood, ""hij steelt van de armen en geeft aan de rijken"".",R,1,R,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-193-JA21,Economic,"JA21 is volgens hem de enige partij die ervoor zorgt dat de armoede stijgt.Hij noemt **Eerdmans** een omgekeerde Robin Hood, ""hij steelt van de armen en geeft aan de rijken"".Eerdmans bekritiseert",R,1,R,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-194-JA21,Economic,"Hij noemt Eerdmans een omgekeerde Robin Hood, ""hij steelt van de armen en geeft aan de rijken"".**Eerdmans** bekritiseertDenk omdat die partij het verkiezingsprogramma niet liet doorrekenen.",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-196-Denk,Economic,"Denk omdat die partij het verkiezingsprogramma niet liet doorrekenen.""U wilt een graaitax voor rijken, nou dan wordt ons eigen potje jam en Calvé heel duur"", zegt hij tegen Van **Baarle**.19:51",L,0.5,N,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-24-GL/PvdA,Economic,"""Dan moet je zorgen dat zij ook de hulp krijgen die ze nodig hebben en mee kunnen doen met de samenleving.""**GroenLinks-PvdA-leider** **Timmermans** zegt dat de overheid ruimhartiger moet zijn.""Dan komt het vertrouwen ook vanzelf weer terug.""",L,0.5,N,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-248-CU,Economic,"ChristenUnie, Bij1 en Forum voor Democratie niet eens over arbeidsmigratie**ChristenUnie**, Forum voor Democratie en Bij1 debatteren over arbeidsmigratie.De partijen zijn het eens dat arbeidsmigranten nu vaak onder erbarmelijke omstandigheden werken en wonen.",L,0.5,L,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-248-FvD,Economic,"ChristenUnie, Bij1 en Forum voor Democratie niet eens over arbeidsmigratieChristenUnie, **Forum** voor Democratie en Bij1 debatteren over arbeidsmigratie.De partijen zijn het eens dat arbeidsmigranten nu vaak onder erbarmelijke omstandigheden werken en wonen.",L,0.5,L,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-251-FvD,Economic,"Maar ze kijken verschillend tegen de oplossingen aan.**Baudet** vind dat vooral moet worden uitgezocht hoe het kan dat dit gebeurt.Hij vindt dat de lasten voor bedrijven omlaag moeten, omdat ze nu de lonen van Nederlanders niet kunnen betalen.",R,1,R,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-439-Overig,Economic,"Als dat uit zou komen, zou dat voor het CDA de laagste score in de geschiedenis van de partij zijn.In het verleden zijn er volgens de **partijleider** dingen niet goed gedaan.In het CDA-programma staat dat het marktdenken is doorgeschoten.",L,0.5,R,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-441-CDA,Economic,"In het CDA-programma staat dat het marktdenken is doorgeschoten.""Je moet heel precies kijken waar marktwerking wel en niet geschikt is"", zegt **Bontenbal**.""Dat punt hebben we de afgelopen decennia niet goed genoeg gedaan.""",L,0.5,N,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-445-CDA,Economic,"""Laat gemeentes de schulden overnemen, en maak er publieke organisaties van.""**Bontenbal** is optimistisch over de toekomst van zijn partij, ondanks de te verwachten uitslag.""Ik zie een hele mooie partij en ik denk niet dat we het licht uit doen.",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-474-CDA,Economic,"De middenpartij regeerde sindsdien bijna altijd.Van oudsher zijn het platteland en normen en waarden belangrijk voor het **CDA**.Interne discussies over het versoberen van sociale zekerheid of migratie verdeelden de partij soms, maar echte ophef ontstond in 2010 bij de gedoogconstructie met de PVV.",N,1,N,N
631,7a10f48a2882c01b7740ce4bd00b13772f618fff04faaa3d31cdf768-15-PVV,Economic,",,Veel minder mensen vinden het een probleem om te zeggen dat ze PVV willen stemmen.''Wellicht heeft dat ermee te maken dat **Wilders** zich meer op bestaanszekerheid en de zorg focust en minder op de islam.,,Wilders is natuurlijk altijd een goede debater geweest, heeft gevoel voor humor, maar zijn programma is onveranderd.''",L,1,L,L
631,7a10f48a2882c01b7740ce4bd00b13772f618fff04faaa3d31cdf768-16-PVV,Economic,"Wellicht heeft dat ermee te maken dat Wilders zich meer op bestaanszekerheid en de zorg focust en minder op de islam.,,**Wilders** is natuurlijk altijd een goede debater geweest, heeft gevoel voor humor, maar zijn programma is onveranderd.''Dat ziet ook Wouke van Scherrenburg, tot 2004 politiek verslaggever van Den Haag Vandaag.",L,1,L,L
631,7b9dcfddb9565ed4d503c2e8371c986e126cdc8e727edb5261670377-22-GL/PvdA,Economic,"Julian Bushoff houdt er een campagnebijeenkomst over de industrie die verdwijnt uit Oost-Groningen en eerst had de PvdA een zaal voor zestig mensen gehuurd, later voor twintig.Aan tafel zitten twee **PvdA’ers**.Er zijn ook vier FNV-bestuurders en negen mannen die in fabrieken in Groningen werken.",N,1,N,N
631,9861ae4b2b7129256e2dd48a11de8e32ec6d893cc5df76a5b19b2d96-118-NSC,Economic,"‘Blauw is betrouwbaar’**Omtzigt**, zegt imago-expert Zabeth van Veen, „heeft het voordeel dat hij wit is, hij is niet lelijk en het is een man”.Volgens onderzoek zijn dat kenmerken die helpen om vooruit te komen op de arbeidsmarkt.",N,1,N,N
631,9861ae4b2b7129256e2dd48a11de8e32ec6d893cc5df76a5b19b2d96-89-GL/PvdA,Economic,"Kuit toont op haar laptop een scène uit het eerste RTL-debat.Yesilgöz is scherp tegen **Timmermans**:volgens haar gaat bij GroenLinks-PvdA „het spaargeld van mensen” eraan, en ook de pensioenen.",N,1,N,N
631,9861ae4b2b7129256e2dd48a11de8e32ec6d893cc5df76a5b19b2d96-89-VVD,Economic,"Kuit toont op haar laptop een scène uit het eerste RTL-debat.**Yesilgöz** is scherp tegen Timmermans:volgens haar gaat bij GroenLinks-PvdA „het spaargeld van mensen” eraan, en ook de pensioenen.",L,0.5,L,N
631,9861ae4b2b7129256e2dd48a11de8e32ec6d893cc5df76a5b19b2d96-90-GL/PvdA,Economic,"Yesilgöz is scherp tegen Timmermans:volgens haar gaat bij **GroenLinks-PvdA** „het spaargeld van mensen” eraan, en ook de pensioenen.„Dat heeft u in het verleden bewezen.”",N,1,N,N
631,9c8e2b2a82bc6c695c9062925e3ae05a6a8ff1c92ad274a57e8e8733-22-NSC,Economic,"Timmermans wil het minimumloon verhogen, Yesilgöz wil dat de gewone man stressvrij kan tanken.**Omtzigt** heeft het over betaalbaar voedsel, Wilders over het afschaffen van het eigen risico.Ik kan me voorstellen dat bestaanszekerheid voor Sjoerd zoiets betekent als:",L,1,L,L
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-17-VVD,Economic,"Ondernemerschap en ‘volkscultuur’De **VVD** heeft onverminderde aandacht voor het ondernemerschap, in een voorstel dat in de sector het spook van Halbe Zijlstra zal oproepen:gesubsidieerde instellingen ‘worden gestimuleerd’ meer te gaan ondernemen.",R,1,R,R
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-5-D66,Economic,"Dit blijkt uit de doorrekening van partijprogramma’s door het CPB.Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en **D66** níét het btw-tarief verhogen.Volt, CU, SGP, JA21, CDA en VVD dus wel.",L,1,L,L
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-6-CDA,Economic,"Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en D66 níét het btw-tarief verhogen.Volt, CU, SGP, JA21, **CDA** en VVD dus wel.Dat staat bij geen van die partijen in de tekst van hun verkiezingsprogramma, maar wel in de gegevens die ze aanleveren aan het CPB:",R,1,R,R
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-6-CU,Economic,"Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en D66 níét het btw-tarief verhogen.Volt, **CU**, SGP, JA21, CDA en VVD dus wel.Dat staat bij geen van die partijen in de tekst van hun verkiezingsprogramma, maar wel in de gegevens die ze aanleveren aan het CPB:",R,1,R,R
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-6-JA21,Economic,"Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en D66 níét het btw-tarief verhogen.Volt, CU, SGP, **JA21**, CDA en VVD dus wel.Dat staat bij geen van die partijen in de tekst van hun verkiezingsprogramma, maar wel in de gegevens die ze aanleveren aan het CPB:",R,1,R,R
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-6-SGP,Economic,"Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en D66 níét het btw-tarief verhogen.Volt, CU, **SGP**, JA21, CDA en VVD dus wel.Dat staat bij geen van die partijen in de tekst van hun verkiezingsprogramma, maar wel in de gegevens die ze aanleveren aan het CPB:",R,1,R,R
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-6-VVD,Economic,"Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en D66 níét het btw-tarief verhogen.Volt, CU, SGP, JA21, CDA en **VVD** dus wel.Dat staat bij geen van die partijen in de tekst van hun verkiezingsprogramma, maar wel in de gegevens die ze aanleveren aan het CPB:",R,1,R,R
631,b39092b7061b4920d074a813ee43f140aced0fa3cb1638564dd4c497-6-Volt,Economic,"Van de acht partijen die hun programma hebben laten doorrekenen, willen alleen GroenLinks-PvdA en D66 níét het btw-tarief verhogen.**Volt**, CU, SGP, JA21, CDA en VVD dus wel.Dat staat bij geen van die partijen in de tekst van hun verkiezingsprogramma, maar wel in de gegevens die ze aanleveren aan het CPB:",R,1,R,R
631,b7fa57abf1c62847348e16714658f216c68b7a5e2e55895cb4d9bda7-34-VVD,Economic,"Dat vroeg ze niet natuurlijk, maar zoiets bedoelde ze vast.Presentator Joris Marseille vroeg met net wat meer klem aan **Yesilgöz** of ze het echt eens was met de stelling dat ‘rijke mensen veel meer moeten doen om arme mensen te helpen’.De groene duim in haar handen hield ze niet erg overtuigend in de lucht, vond hij.",L,0.5,N,L
631,c41fe36b99fc07b157382a40b67938df96e9a2a28b3e28f8f56af4ad-138-Overig,Economic,"Als dat uit zou komen, zou dat voor het CDA de laagste score in de geschiedenis van de partij zijn.In het verleden zijn er volgens de **partijleider** dingen niet goed gedaan.In het CDA-programma staat dat het marktdenken is doorgeschoten.",L,0.5,N,L
631,c41fe36b99fc07b157382a40b67938df96e9a2a28b3e28f8f56af4ad-140-CDA,Economic,"In het CDA-programma staat dat het marktdenken is doorgeschoten.""Je moet heel precies kijken waar marktwerking wel en niet geschikt is"", zegt **Bontenbal**.""Dat punt hebben we de afgelopen decennia niet goed genoeg gedaan.""",L,0.5,N,L
631,c41fe36b99fc07b157382a40b67938df96e9a2a28b3e28f8f56af4ad-170-CDA,Economic,"De middenpartij regeerde sindsdien bijna altijd.Van oudsher zijn het platteland en normen en waarden belangrijk voor het **CDA**.Interne discussies over het versoberen van sociale zekerheid of migratie verdeelden de partij soms, maar echte ophef ontstond in 2010 bij de gedoogconstructie met de PVV.",N,1,N,N
631,cfa9400e0a689bcd6b83b6a49af154522b06cc3932359cb90d41b001-2-PVV,Economic,"VERKIEZINGEN'VVD, GL-PvdA en **PVV** nek aan nek' (AD 21-11).In de verkiezingsspotjes van de VVD is te zien hoe mevrouw Yesilgöz aan de 'gewone man' vertelt dat zij alles in het werk zal stellen om hun een beter bestaan te geven.",N,1,N,N
631,cfa9400e0a689bcd6b83b6a49af154522b06cc3932359cb90d41b001-3-VVD,Economic,"'VVD, GL-PvdA en PVV nek aan nek' (AD 21-11).In de verkiezingsspotjes van de **VVD** is te zien hoe mevrouw **Yesilgöz** aan de 'gewone man' vertelt dat zij alles in het werk zal stellen om hun een beter bestaan te geven.En dit terwijl zij nog niet zo lang geleden in het tv-programma College Tour op de vraag wat het laagste minimuminkomen in Nederland is, een antwoord gaf dat 50 procent, zo'n 600 euro, hoger lag dan de werkelijkheid.",L,0.5,N,L
