jobid,unit_id,topic,text,majority,agreement,Nisanur,n.p.reesink@student.vu.nl
632,6ae07ae7eb4425841e2e168261b8eb7acb613c840c9e825fd4908d1f-21-CU,Economic,"Sinds ze hier in in 2015 mee begon is haar wachtlijst niet zo lang geweest als nu: zes maanden.Hoewel verantwoordelijk demissionair minister Carola Schouten (**ChristenUnie**) stelt dat de armoede de afgelopen kabinetsperiode is teruggedrongen, merkt Landman daar in Rotterdam niets van.Zelfs patiënten in haar reguliere praktijk, gelegen tussen de rijke buurten Hillegersberg en Kralingen, zeggen dure wortelkanaalbehandelingen af uit financiële overwegingen ('Kunt u die kies niet gewoon trekken?').",L,0.5,L,N
632,6ae07ae7eb4425841e2e168261b8eb7acb613c840c9e825fd4908d1f-21-Overig,Economic,"Sinds ze hier in in 2015 mee begon is haar wachtlijst niet zo lang geweest als nu: zes maanden.Hoewel verantwoordelijk demissionair **minister** Carola Schouten (ChristenUnie) stelt dat de armoede de afgelopen kabinetsperiode is teruggedrongen, merkt Landman daar in Rotterdam niets van.Zelfs patiënten in haar reguliere praktijk, gelegen tussen de rijke buurten Hillegersberg en Kralingen, zeggen dure wortelkanaalbehandelingen af uit financiële overwegingen ('Kunt u die kies niet gewoon trekken?').",L,0.5,L,N
632,6d728c137305f81729c192db1a930e053204f3ed802c8598a699f12d-45-GL/PvdA,Economic,Kinderopvang**Timmermans** en Bontenbal beloven gratis kinderopvang wanneer zij aan de macht komen.Ik meen mij te herinneren dat Sharon Dijksma dit ook al eerder beloofde.,L,1,L,L
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-35-BBB,Economic,"Uit de verkiezingsprogramma’s, de doorberekeningen van het CPB en de standpunten op de websites maken we het volgende op:\- Politieke partijen die de regeling willen verbeteren: PVV, BVNL, FvD, **BBB** en JA21.\- Politieke partijen die de regeling intact willen houden:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-35-FvD,Economic,"Uit de verkiezingsprogramma’s, de doorberekeningen van het CPB en de standpunten op de websites maken we het volgende op:\- Politieke partijen die de regeling willen verbeteren: PVV, BVNL, **FvD**, BBB en JA21.\- Politieke partijen die de regeling intact willen houden:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-35-JA21,Economic,"Uit de verkiezingsprogramma’s, de doorberekeningen van het CPB en de standpunten op de websites maken we het volgende op:\- Politieke partijen die de regeling willen verbeteren: PVV, BVNL, FvD, BBB en **JA21**.\- Politieke partijen die de regeling intact willen houden:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-37-CDA,Economic,"\- Politieke partijen die de regeling intact willen houden:VVD, NSC, **CDA**, SGP en de CU.\- Politieke partijen die de regeling willen versoberen:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-37-CU,Economic,"\- Politieke partijen die de regeling intact willen houden:VVD, NSC, CDA, SGP en de **CU**.\- Politieke partijen die de regeling willen versoberen:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-37-NSC,Economic,"\- Politieke partijen die de regeling intact willen houden:VVD, **NSC**, CDA, SGP en de CU.\- Politieke partijen die de regeling willen versoberen:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-37-VVD,Economic,"\- Politieke partijen die de regeling intact willen houden:**VVD**, NSC, CDA, SGP en de CU.\- Politieke partijen die de regeling willen versoberen:",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-39-D66,Economic,"\- Politieke partijen die de regeling willen versoberen:PvdD, SP, Bij1, VOLT, **D66** en GL/PvdA.Laatstgenoemde partij spant de kroon met het plan om de belasting zo aan te passen dat 94%",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-39-GL/PvdA,Economic,"\- Politieke partijen die de regeling willen versoberen:PvdD, SP, Bij1, VOLT, D66 en **GL/PvdA**.Laatstgenoemde partij spant de kroon met het plan om de belasting zo aan te passen dat 94%",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-39-PvdD,Economic,"\- Politieke partijen die de regeling willen versoberen:**PvdD**, SP, Bij1, VOLT, D66 en GL/PvdA.Laatstgenoemde partij spant de kroon met het plan om de belasting zo aan te passen dat 94%",N,1,N,N
632,8b48fb57141b3c179254368676d8495c688a8cde5c1c7574bc893584-39-Volt,Economic,"\- Politieke partijen die de regeling willen versoberen:PvdD, SP, Bij1, **VOLT**, D66 en GL/PvdA.Laatstgenoemde partij spant de kroon met het plan om de belasting zo aan te passen dat 94%",N,1,N,N
632,8d0e814a4732bdade2eca8e02b5cb2530c61cfe66e391a47c4a91668-16-VVD,Economic,"dure kwaliteitsproducten waren vervangen door laagwaardiger en goedkoper spul.De **VVD** beweert haar recept ook te hebben verbeterd.Keer op keer worden, tussen de kreten door dat de PvdA het land kapotmaakt en dat de middenklasse er bij haar het best aan toe is, dezelfde mantra's herhaald: geen waterige compromissen meer en niet terug- maar vooruitkijken.",N,1,N,N
632,ba87e0a8eae34551ab27a828745d1cb4e9e84a1e76616ab81f17e830-3-GL/PvdA,Economic,"Brief van de dagDe gouden bergen die Frans **Timmermans**, **PvdA/GL** heeft beloofd, zullen uiteindelijk zelf door de burgers moeten worden betaald.Zo zal de verhoging van het minimumloon worden doorberekend in de prijzen en belastingtarieven.",L,1,L,L
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-21-SP,Economic,"Dit jaar laat de SP de doorberekeningen voor het eerst links liggen.De **SP** onderwierp zich al een paar verkiezingen met tegenzin aan de CPB-toets, omdat de voorstellen van de partij steevast als duur en slecht voor de overheidsfinanciën werden beoordeeld.'De belangrijkste reden is dat wij een ideeënstrijd willen voeren, en niet een boekhoudersdebat', zei lijsttrekker Marijnissen.",L,0.5,L,N
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-22-Overig,Economic,"De SP onderwierp zich al een paar verkiezingen met tegenzin aan de CPB-toets, omdat de voorstellen van de partij steevast als duur en slecht voor de overheidsfinanciën werden beoordeeld.'De belangrijkste reden is dat wij een ideeënstrijd willen voeren, en niet een boekhoudersdebat', zei **lijsttrekker** Marijnissen.Denk, dat twee jaar geleden nog wel meedeed, zegt dat de doorrekening te veel werk met zich meebrengt voor een kleine fractie.",L,0.5,L,N
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-22-SP,Economic,"De SP onderwierp zich al een paar verkiezingen met tegenzin aan de CPB-toets, omdat de voorstellen van de partij steevast als duur en slecht voor de overheidsfinanciën werden beoordeeld.'De belangrijkste reden is dat wij een ideeënstrijd willen voeren, en niet een boekhoudersdebat', zei lijsttrekker **Marijnissen**.Denk, dat twee jaar geleden nog wel meedeed, zegt dat de doorrekening te veel werk met zich meebrengt voor een kleine fractie.",L,0.5,L,N
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-34-BBB,Economic,"Uit ergernis over dit toenemende duikgedrag heeft pensionado Wim Suyker, tot 2021 programmaleider overheidsfinanciën bij het CPB, de verkiezingsprogramma's van de afhakers op eigen houtje doorgerekend.Zijn conclusie over de programma's van **BBB** en NSC luidt dat die op cruciale punten erg vaag en onduidelijk zijn.Zo schrijft Omtzigt dat het overheidstekort teruggedrongen moet worden 'in de richting van' de Europese norm van 3 procent, maar dat kan dus ook een verlaging met slechts 0,01 procent betekenen.",N,1,N,N
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-34-NSC,Economic,"Uit ergernis over dit toenemende duikgedrag heeft pensionado Wim Suyker, tot 2021 programmaleider overheidsfinanciën bij het CPB, de verkiezingsprogramma's van de afhakers op eigen houtje doorgerekend.Zijn conclusie over de programma's van BBB en **NSC** luidt dat die op cruciale punten erg vaag en onduidelijk zijn.Zo schrijft Omtzigt dat het overheidstekort teruggedrongen moet worden 'in de richting van' de Europese norm van 3 procent, maar dat kan dus ook een verlaging met slechts 0,01 procent betekenen.",N,0.5,R,N
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-35-NSC,Economic,"Zijn conclusie over de programma's van BBB en NSC luidt dat die op cruciale punten erg vaag en onduidelijk zijn.Zo schrijft **Omtzigt** dat het overheidstekort teruggedrongen moet worden 'in de richting van' de Europese norm van 3 procent, maar dat kan dus ook een verlaging met slechts 0,01 procent betekenen.Over het BBB-programma zei Suyker bij BNR:",N,0.5,R,N
632,c846de3a6ed80dc81b0e4286745e1663e4fda9c08ea6a2f01e5de988-36-BBB,Economic,"Zo schrijft Omtzigt dat het overheidstekort teruggedrongen moet worden 'in de richting van' de Europese norm van 3 procent, maar dat kan dus ook een verlaging met slechts 0,01 procent betekenen.Over het **BBB-programma** zei Suyker bij BNR:'Voor een potentiële regeringspartij is dit programma te mager en onvoldoende uitgewerkt'.",N,1,N,N
632,d4d57e18eb4176d26d1abdaec71124b9a736ea915380313198fe6742-98-Denk,Economic,"'En als iedereen kan profiteren doordat een deel van de opbrengst in verduurzaming van de omgeving wordt geïnvesteerd.''Dit hebben we in het verleden bij meer polariserende onderwerpen gezien', zegt Kanne van I&O. '**Denk** bijvoorbeeld aan de verhoging van de AOW-leeftijd.Aanvankelijk was daar ook grote weerstand tegen.",N,1,N,N
632,e8896ac6f066813948c17c2c13cddd10cbda0930176c0a49da93f0cc-13-VVD,Economic,"Cynisch effectbejag, bedacht door Jeroen Pauw en zijn kornuiten.**VVD-donor** Frank van Gool (van uitzendbureau OTTO) mocht een lofzang aanheffen op **Yesilgöz**.Een PVV-mevrouw die werkte bij een voedselverstrekker lokte Timmermans in de val toen hij punten bij haar wilde scoren over bestaanszekerheid.",N,1,N,N
632,e8896ac6f066813948c17c2c13cddd10cbda0930176c0a49da93f0cc-14-PVV,Economic,VVD-donor Frank van Gool (van uitzendbureau OTTO) mocht een lofzang aanheffen op Yesilgöz.Een **PVV-mevrouw** die werkte bij een voedselverstrekker lokte Timmermans in de val toen hij punten bij haar wilde scoren over bestaanszekerheid.Frans Timmermans had een Kaag-moment.,N,1,N,N
632,e8896ac6f066813948c17c2c13cddd10cbda0930176c0a49da93f0cc-15-GL/PvdA,Economic,Een PVV-mevrouw die werkte bij een voedselverstrekker lokte Timmermans in de val toen hij punten bij haar wilde scoren over bestaanszekerheid.Frans **Timmermans** had een Kaag-moment.Hij keek haar aan en je zag zijn blik:,N,1,N,N
