jobid,unit_id,topic,text,majority,agreement,Nel,Nisanur
566,3e4e21c844e1ca0beb0846fe6344ad0dbdcbc0c96c4e38445af3b0a1-13-BBB,Environment,"Lidstaten vrezen namelijk de opkomst van BBB-achtige partijen, omdat die de klimaat- en natuurplannen van de Europese Unie willen tegenhouden.Maar nog voordat de **BBB-Statenleden** en de Eerste Kamer goed en wel geïnstalleerd waren, dienden de volgende verrassingen zich alweer aan:de val van het kabinet en de nieuwe partij (NSC)van Pieter Omtzigt.",N,0.5,R,N
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-112-PvdD,Environment,"Maar nu hoor je hem over zijn katten en het zelf strijken van zijn overhemden, terwijl hij ook extremistische denkbeelden heeft.'Mijn dochter zou graag zien dat ik **PvdD** stem.We vinden klimaat allebei het belangrijkste thema.",L,1,L,L
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-124-PvdD,Environment,Waarschijnlijk kies ik voorVolt of de Partij voor de **Dieren**.Deze partijen willen beide radicale stappen nemen om het klimaat te redden.,L,1,L,L
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-135-GL/PvdA,Environment,"Vlak voor ik het stemhokje inga, zal ik de peilingen nog eens bekijken.Mocht de PVV er heel goed voorstaan, dan zou dat mijn stem zomaar ineens richting **GroenLinks-PvdA** kunnen duwen.Al ben ik niet zo'n fan van Timmermans, omdat hij 2030 als jaartal om stikstof terug te dringen heeft laten vallen.'",N,1,N,N
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-135-PVV,Environment,"Vlak voor ik het stemhokje inga, zal ik de peilingen nog eens bekijken.Mocht de **PVV** er heel goed voorstaan, dan zou dat mijn stem zomaar ineens richting GroenLinks-PvdA kunnen duwen.Al ben ik niet zo'n fan van Timmermans, omdat hij 2030 als jaartal om stikstof terug te dringen heeft laten vallen.'",N,1,N,N
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-136-GL/PvdA,Environment,NA,N,1,N,N
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-35-NSC,Environment,En misschien is het verstandig om kerncentrales te bouwen.**Omtzigt** durft in ieder geval keuzes te maken.'Al wil ik ook niet dat de PVV de grootste wordt.,L,0.5,N,L
566,6235d94ff639bb60d13031a0871347e0b8e6ab6053d1f7181e85e0d0-93-D66,Environment,Er wordt nu te veel in achterkamertjes besloten.'**D66** is goed voor het onderwijs.En ze focussen op het milieu en het halen van de klimaatdoelen.,L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-10-VVD,Environment,"Het sparen van de kool en de geit wordt hier tot een ware kunstvorm verheven.Zo schrijft de **VVD** een 'realistisch tijdpad' voor stikstofreductie na te streven.'Het is belangrijker om op korte termijn te zorgen voor stikstofreductie, gebiedsgericht herstel van de natuur en normalisering van de verhoudingen in het land, dan om te verzanden in discussies over doelen en jaartallen.'",N,1,N,N
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-12-VVD,Environment,"'Het is belangrijker om op korte termijn te zorgen voor stikstofreductie, gebiedsgericht herstel van de natuur en normalisering van de verhoudingen in het land, dan om te verzanden in discussies over doelen en jaartallen.'Hieruit zou de argeloze kiezer kunnen opmaken dat de **VVD** zich niet wil laten vastpinnen op een bepaalde termijn en omvang van de beoogde daling van de stikstofuitstoot.Maar nee, dat begrijpt de kiezer dan verkeerd, want één zin verder stelt de VVD: 'We hanteren de doelstellingen over stikstofreductie in 2035 van de huidige Stikstofwet.",N,1,N,N
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-2-PvdD,Environment,"Tweede KamerverkiezingenDe BBB plaatst landbouw ferm op de eerste plaats, de **PvdD** wil 'ruimte voor alles wat groeit en bloeit, zoemt en zingt'.Bij1 plaatst de belangen van de natuur altijd boven die van 'haar uitbuiters', terwijl FvD eist dat 'het volledige stikstofbeleid van tafel' gaat.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-25-VVD,Environment,in de wet staat alleen dat de stikstofneerslag tot een bepaald niveau moet dalen.Het moet gezegd dat de **VVD** als enige rechtse partij zo sportief was haar landbouw- en natuurplannen te laten doorrekenen door het Planbureau voor de Leefomgeving (PBL).Met als onvermijdelijk resultaat dat de VDD er in de vergelijking met vier linksere partijen als slechtste uitkwam.,N,1,N,N
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-27-CDA,Environment,"Met als onvermijdelijk resultaat dat de VDD er in de vergelijking met vier linksere partijen als slechtste uitkwam.Het **CDA** durfde de PBL-analyse niet aan, maar was daar waarschijnlijk slechter uitgekomen dan de VVD.De partij committeert zich in zijn verkiezingsprogramma namelijk amper aan concrete (dus doorrekenbare) doelen en maatregelen.",N,1,N,N
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-27-VVD,Environment,"Met als onvermijdelijk resultaat dat de VDD er in de vergelijking met vier linksere partijen als slechtste uitkwam.Het CDA durfde de PBL-analyse niet aan, maar was daar waarschijnlijk slechter uitgekomen dan de **VVD**.De partij committeert zich in zijn verkiezingsprogramma namelijk amper aan concrete (dus doorrekenbare) doelen en maatregelen.",N,1,N,N
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-36-NSC,Environment,"De voorstellen van NSC lijken qua vaagheid en ambities sterk op die van het CDA, hoewel Pieter Omtzigt een verbod op de bouw van nieuwe megastallen bepleit.**Omtzigt** zet vraagtekens bij het redden van 'snippernatuur'.NSC wil het beheer over kleine natuurgebieden kunnen overdragen aan boeren.",R,1,R,R
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-37-NSC,Environment,Omtzigt zet vraagtekens bij het redden van 'snippernatuur'.**NSC** wil het beheer over kleine natuurgebieden kunnen overdragen aan boeren.'Er komt een right to challenge voor agrarische collectieven om het beheer van kleinere natuurgebieden over te nemen van beheerders van natuurterreinen.',R,1,R,R
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-39-NSC,Environment,'Er komt een right to challenge voor agrarische collectieven om het beheer van kleinere natuurgebieden over te nemen van beheerders van natuurterreinen.'**NSC** lijkt boeren zelfs de regie over alle natuurgebieden te willen geven: 'Onderhoud en beheer van natuur besteden we uit aan de lokaal gevestigde agrariërs.'De ChristenUnie kiest vooral voor natuur die tegen betaling door boeren wordt beheerd.,R,1,R,R
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-40-CU,Environment,"NSC lijkt boeren zelfs de regie over alle natuurgebieden te willen geven: 'Onderhoud en beheer van natuur besteden we uit aan de lokaal gevestigde agrariërs.'De **ChristenUnie** kiest vooral voor natuur die tegen betaling door boeren wordt beheerd.Het PBL tekent daarbij aan dat agrarisch landschapsbeheer tot nu toe erg weinig natuurwinst oplevert, omdat boeren massaal kiezen voor lichte vormen van beheer die hun gangbare bedrijfsvoering niet al te veel in de weg zitten.",L,0.5,R,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-46-FvD,Environment,"Het natuurbelang is voor deze partij volledig ondergeschikt aan het landbouwbelang.De PVV, JA21, **FvD** en BVNL sluiten zich daarbij aan, waarbij de PVV spreekt van een 'totale hetze' tegen boeren en **FvD** van 'absurde stikstofregels die boeren het werken onmogelijk maken'.Al deze partijen vinden dat Nederland de Europese natuurwetten ter discussie moet stellen dan wel negeren.",R,1,R,R
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-46-PVV,Environment,"Het natuurbelang is voor deze partij volledig ondergeschikt aan het landbouwbelang.De **PVV**, JA21, FvD en BVNL sluiten zich daarbij aan, waarbij de **PVV** spreekt van een 'totale hetze' tegen boeren en FvD van 'absurde stikstofregels die boeren het werken onmogelijk maken'.Al deze partijen vinden dat Nederland de Europese natuurwetten ter discussie moet stellen dan wel negeren.",R,1,R,R
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-52-PvdD,Environment,"'De natuur is het fundament van ons bestaan.We maken weer ruimte in Nederland voor alles wat groeit en bloeit, zoemt en zingt', schrijft de partij van Esther **Ouwehand**.De PvdD, GroenLinks-PvdA en Volt willen ecocide - het willens en wetens veroorzaken van natuurschade - strafbaar stellen.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-53-GL/PvdA,Environment,"We maken weer ruimte in Nederland voor alles wat groeit en bloeit, zoemt en zingt', schrijft de partij van Esther Ouwehand.De PvdD, **GroenLinks-PvdA** en Volt willen ecocide - het willens en wetens veroorzaken van natuurschade - strafbaar stellen.Het valt op dat een aantal rechtse partijen, waaronder de BBB, wél warm voorstander is van meer natuur in de stad.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-53-PvdD,Environment,"We maken weer ruimte in Nederland voor alles wat groeit en bloeit, zoemt en zingt', schrijft de partij van Esther Ouwehand.De **PvdD**, GroenLinks-PvdA en Volt willen ecocide - het willens en wetens veroorzaken van natuurschade - strafbaar stellen.Het valt op dat een aantal rechtse partijen, waaronder de BBB, wél warm voorstander is van meer natuur in de stad.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-54-BBB,Environment,"De PvdD, GroenLinks-PvdA en Volt willen ecocide - het willens en wetens veroorzaken van natuurschade - strafbaar stellen.Het valt op dat een aantal rechtse partijen, waaronder de **BBB**, wél warm voorstander is van meer natuur in de stad.'Iedereen moet vanuit zijn woning minimaal drie bomen kunnen zien', vindt de BBB.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-55-BBB,Environment,"Het valt op dat een aantal rechtse partijen, waaronder de BBB, wél warm voorstander is van meer natuur in de stad.'Iedereen moet vanuit zijn woning minimaal drie bomen kunnen zien', vindt de **BBB**.In stedelijk gebied zit die natuur geen economische belangen in de weg.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-57-VVD,Environment,"In stedelijk gebied zit die natuur geen economische belangen in de weg.'We zorgen ervoor dat natuur een plek krijgt in de wijken', aldus de **VVD**.'Er moet meer groen in steden komen', vindt ook BVNL.",L,1,L,L
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-60-SGP,Environment,"Plannen ten aanzien van de komst van de wolf zijn een goede graadmeter voor de natuur- dan wel boervriendelijkheid van de verkiezingsprogramma's.Rechtse partijen willen het roofdier de toegang tot Nederland ontzeggen en de exemplaren die zich toch de grens over wagen, het liefst laten afschieten door 'goedwillende' jagers (**SGP**).Het CDA en de BBB willen daarnaast de jacht op grauwe ganzen openen, omdat hun grasvraat boeren schade berokkent.",R,1,R,R
566,72b95fe90d768709430980fa4462e1a7cf16d88ae49d85fdd684c046-61-BBB,Environment,"Rechtse partijen willen het roofdier de toegang tot Nederland ontzeggen en de exemplaren die zich toch de grens over wagen, het liefst laten afschieten door 'goedwillende' jagers (SGP).Het CDA en de **BBB** willen daarnaast de jacht op grauwe ganzen openen, omdat hun grasvraat boeren schade berokkent.Linkse partijen verwelkomen de wolf juist en willen het publiek via betere voorlichting leren samenleven met het wilde dier, waarbij ze wolvenschade voor boeren blijven vergoeden.",R,1,R,R
566,75e6a28e24b38b05d447fc2d0b7a33ab9ad2a3cfa464486be1353ea0-16-VVD,Environment,"Bestaanszekerheid hangt volgens mij nauw samen met een schone omgeving.Er valt echt wel wat te kiezen buiten de **VVD** en de andere rechtse partijen, die voor deze wantoestanden hun kop het liefst zo ver mogelijk in de vervuilde grond stoppen.Siemen Dijkstra, Dwingeloo",N,0.5,R,N
566,967776bdd770985a14b6ec47abec6a0a99bd977c16416d5fcd09c2fa-13-GL/PvdA,Environment,Toen het kabinet viel was ik hoopvol over de kansen van mijn PvdA.Frans **Timmermans** leek een vurige pleitbezorger voor een beter klimaat.Maar eenmaal tussen de Nederlandse politici is hij arrogant en ik zie hem niet verbinden.,L,1,L,L
566,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-25-D66,Environment,"Net als de afgelopen dagen proberen de lijsttrekkers kiezers ervan te overtuigen om de komende verkiezingen aanstaande woensdag vooral strategisch te stemmen.Zo waarschuwde **Jetten** nadrukkelijk voor het gevaar van een extreemrechts kabinet met Wilders.Een stem op de PVV is volgens Jetten ook een stem 'tegen het klimaatbeleid, tegen Europa en tegen migratie'.",L,1,L,L
566,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-26-PVV,Environment,"Zo waarschuwde Jetten nadrukkelijk voor het gevaar van een extreemrechts kabinet met Wilders.Een stem op de **PVV** is volgens Jetten ook een stem 'tegen het klimaatbeleid, tegen Europa en tegen migratie'.De enige manier om dat te voorkomen is volgens Jetten door 'het politieke midden groot te maken'.",R,1,R,R
566,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-27-D66,Environment,"Een stem op de PVV is volgens Jetten ook een stem 'tegen het klimaatbeleid, tegen Europa en tegen migratie'.De enige manier om dat te voorkomen is volgens **Jetten** door 'het politieke midden groot te maken'.Wilders opende een vergelijkbare aanval op GroenLinks-PvdA.",L,1,L,L
566,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-30-GL/PvdA,Environment,"Volgens de PVV-leider is de enige manier om te voorkomen dat Timmermans aan de macht komt 'de PVV zo groot mogelijk te maken'.Opvallend was dat **Timmermans** zelf, die de afgelopen dagen waarschuwde voor een verkiezingsuitslag waarbij Wilders de grootste wordt of aanschuift bij de formatietafel, daar tijdens het debat niet op terugkwam.In plaats daarvan benadrukte hij tijdens een debat over het klimaatbeleid en stikstof meermaals dat er 'linksom of rechtsom""' gewoon afspraken gemaakt moeten worden.",N,1,N,N
566,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-32-GL/PvdA,Environment,"In plaats daarvan benadrukte hij tijdens een debat over het klimaatbeleid en stikstof meermaals dat er 'linksom of rechtsom""' gewoon afspraken gemaakt moeten worden.Partijen moeten in dat geval ook 'over hun eigen graf kunnen stappen', zei de **GroenLinks-PvdA-lijsttrekker**.Daarmee lijkt Timmermans zich boven de partijen te willen plaatsen en zichzelf als potentiële premier aan de kiezers kenbaar te maken.",N,1,N,N
566,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-32-Overig,Environment,"In plaats daarvan benadrukte hij tijdens een debat over het klimaatbeleid en stikstof meermaals dat er 'linksom of rechtsom""' gewoon afspraken gemaakt moeten worden.Partijen moeten in dat geval ook 'over hun eigen graf kunnen stappen', zei de **GroenLinks-PvdA-lijsttrekker**.Daarmee lijkt Timmermans zich boven de partijen te willen plaatsen en zichzelf als potentiële premier aan de kiezers kenbaar te maken.",N,1,N,N
566,a60d26b037ca1a68444141f68345c7ac82a29b7ee9d62ea6d97a8d66-267-PVV,Environment,"Milieu- klimaatorganisaties somber na winst PVV, 'toekomst staat op het spel'De winst van de **PVV** betekent weinig goeds voor het klimaat, zegt Milieudefensie in een eerste reactie op de exitpolls.Volgens directeur van Milieudefensie Donald Pols is het ""belangrijker dan ooit"" dat Milieudefensie doorgaat met ""de strijd tegen grote vervuilende bedrijven en vóór rechtvaardig klimaatbeleid"".",R,1,R,R
566,a60d26b037ca1a68444141f68345c7ac82a29b7ee9d62ea6d97a8d66-339-PVV,Environment,"In zijn toespraak na de exitpoll haalde Jetten tevens hard uit naar de VVD en PVV.""**Wilders** voerde de afgelopen weken een campagne met en zogenaamde gematigde toon, maar wij wisten dat achter die gematigde toon nog altijd extreme ideeën zitten.Hij wil uit Europa en uit het klimaatbeleid en scheert hele bevolkingsgroepen over een kam.",R,1,R,R
566,ab7a148aa61682dc6fcfb85d2c48b47f96e141450225cf4ab26f6c00-73-GL/PvdA,Environment,"Hij blijft bij zijn besluit om op de gecombineerde partij te stemmen, maar het kost hem moeite.""Dat Frans **Timmermans** onlangs het stikstofdoel (de uitstoot halveren in 2030, red.) heeft losgelaten, vind ik ongelooflijk.Het bevalt me niks.",N,1,N,N
566,bc47ba26b0f38072cab42de2c547ce048cf30acdc01fba39021b201c-22-D66,Environment,"Zo wilde de partij zich profileren op het speerpunt 'zorg', maar over de zorg gíng het niet.Andere CU-thema's werden geclaimd door grotere partijen - klimaat door **D66** en CDA, bestaanszekerheid door GroenLinks-PvdA en Nieuw Sociaal Contract (NSC).En migratie, waarover het kabinet viel?",L,0.5,L,N
566,e94be610bb88a35527b6e7bf3113d0050f2107b2ce73e3af3c144373-28-PVV,Environment,"ze kiezen hun volksvertegenwoordigers!De **PVV-stemmers** mogen kiezen voor een bewonderaar van de oorlogszuchtige dictator Poetin, voor een wetenschapsontkenner (geen klimaatprobleem), voor iemand die links en rechts mensen beledigt en beschimpt.Maar het zou een schande zijn voor ons land als zo'n partij in de regering komt.",N,0.5,R,N
