jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-GL/PvdA,Environment,Nieuw Sociaal Contract (NSC) van Pieter Omtzigt vindt dat mensen in een slecht geïsoleerd huurhuis korting moeten krijgen op de huur.Daar kunnen **GroenLinks-PvdA** en VVD zich ook in vinden.Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.,L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-VVD,Environment,Nieuw Sociaal Contract (NSC) van Pieter Omtzigt vindt dat mensen in een slecht geïsoleerd huurhuis korting moeten krijgen op de huur.Daar kunnen GroenLinks-PvdA en **VVD** zich ook in vinden.Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.,L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-CU,Environment,"Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.De VVD bijvoorbeeld wil vanaf 2030 minimaal energielabel D, de **ChristenUnie** gaat met een ondergrens van energielabel C nog een stapje verder.16:48",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-VVD,Environment,"Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.De **VVD** bijvoorbeeld wil vanaf 2030 minimaal energielabel D, de ChristenUnie gaat met een ondergrens van energielabel C nog een stapje verder.16:48",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-CDA,Environment,"16:48**Bontenbal**: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.",N,1,N,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-GL/PvdA,Environment,"16:48Bontenbal: strategische blunder van **Timmermans**CDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.",N,1,N,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-CDA,Environment,"Bontenbal: strategische blunder van Timmermans**CDA-leider** **Bontenbal** vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.",L,0.5,N,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-GL/PvdA,Environment,"Bontenbal: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat **GroenLinks-PvdA-lijsttrekker** **Timmermans** een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.",L,0.5,L,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-Overig,Environment,"Bontenbal: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat **GroenLinks-PvdA-lijsttrekker** Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.",L,0.5,L,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-118-GL/PvdA,Environment,"CDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.**Timmermans** zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""",L,0.5,L,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-CDA,Environment,"Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en **Bontenbal** wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""Timmermans antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-GL/PvdA,Environment,"Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de **GroenLinks-voorman** voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""Timmermans antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-120-GL/PvdA,Environment,"De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""**Timmermans** antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.Maar hij bleef erbij dat we op een aantal gebieden hebben stilgestaan.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-127-GL/PvdA,Environment,"13:43Jetten: 'Kritiek **Timmermans** klein en kinderachtig'D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".",N,1,N,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-D66,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'**D66-lijsttrekker** **Jetten** vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".",L,0.5,N,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-GL/PvdA,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'D66-lijsttrekker Jetten vindt de kritiek van **GroenLinks-PvdA-voorman** **Timmermans** op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".",L,0.5,L,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-Overig,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'**D66-lijsttrekker** Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".",L,0.5,N,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-129-D66,Environment,"D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat **Jetten** deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".",L,0.5,R,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-131-D66,Environment,"Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".**Jetten** reageerde daarop in Buitenhof:""Ik denk dat hij ook weet dat we in Nederland en in Europa de afgelopen jaren enorme stappen hebben gezet en dat we de komende tijd vooral door moeten, want er gaan vandaag in Amsterdam niet voor niks 40.000 mensen de straat op.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-132-Denk,Environment,"Jetten reageerde daarop in Buitenhof:""Ik **denk** dat hij ook weet dat we in Nederland en in Europa de afgelopen jaren enorme stappen hebben gezet en dat we de komende tijd vooral door moeten, want er gaan vandaag in Amsterdam niet voor niks 40.000 mensen de straat op.De jonge generatie eist van ons dat we een leefbare planeet doorgeven.",N,1,N,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-137-CU,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen VVD, CDA en **ChristenUnie** en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".",N,0.5,R,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-137-VVD,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen **VVD**, CDA en ChristenUnie en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".",N,0.5,R,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-138-D66,Environment,"Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen VVD, CDA en ChristenUnie en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De **D66-leider** pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".Jetten waarschuwde voor ""politieke experimenten"".",N,1,N,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-163-PvdD,Environment,"Ze wil dat boeren bij die transitie financieel worden beschermd en ""dat veevoederbedrijven flink bijlappen"".**Ouwehand** herhaalde dat ze graag wil meeregeren, maar dat er dan echt een ""groene koerswijziging"" moet komen.Volgens haar is politieke moed het belangrijkste criterium voor het vormen van een coalitie en moet het niet blijven bij het op papier zetten van ambities.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-D66,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van **D66-lijsttrekker** en demissionair minister **Jetten**.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":",L,0.5,R,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-Overig,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van **D66-lijsttrekker** en demissionair **minister** Jetten.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":",L,0.5,R,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-195-D66,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt **Jetten** deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""",L,0.5,R,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-195-GL/PvdA,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens **Timmermans** maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""",L,0.5,L,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-30-D66,Environment,22:17Wilders en **Jetten** botsen over duurzaamheidPVV-leider Wilders vindt dat D66-voorman Jetten in zijn rol als demissionair klimaatminister verantwoordelijk is voor te strenge regels voor duurzaamheid.,L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-30-PVV,Environment,22:17**Wilders** en Jetten botsen over duurzaamheidPVV-leider Wilders vindt dat D66-voorman Jetten in zijn rol als demissionair klimaatminister verantwoordelijk is voor te strenge regels voor duurzaamheid.,R,1,R,R
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-31-D66,Environment,"Wilders en Jetten botsen over duurzaamheidPVV-leider Wilders vindt dat **D66-voorman** **Jetten** in zijn rol als demissionair klimaatminister verantwoordelijk is voor te strenge regels voor duurzaamheid.Hij heeft het over ""de duurzaamheidsideologie"" van Jetten.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-31-PVV,Environment,"Wilders en Jetten botsen over duurzaamheid**PVV-leider** **Wilders** vindt dat D66-voorman Jetten in zijn rol als demissionair klimaatminister verantwoordelijk is voor te strenge regels voor duurzaamheid.Hij heeft het over ""de duurzaamheidsideologie"" van Jetten.",R,1,R,R
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-32-D66,Environment,"PVV-leider Wilders vindt dat D66-voorman Jetten in zijn rol als demissionair klimaatminister verantwoordelijk is voor te strenge regels voor duurzaamheid.Hij heeft het over ""de duurzaamheidsideologie"" van **Jetten**.""Je moet wel eerst een dak hebben voor je een zonnepaneel kunt leggen"", zegt Wilders in het debat over de woningnood.",L,1,L,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-81-D66,Environment,"Bij de klimaatmars in Amsterdam waren vandaag behalve tienduizenden betogers ook een aantal lijsttrekkers aanwezig.Rob **Jetten** (**D66**), Frans Timmermans (GroenLinks-PvdA), Esther Ouwehand (PvdD), Laurens Dassen (Volt), Lilian Marijnissen (SP), Edson Olf (Bij1) en Gerard van Hooft (50Plus) gingen met elkaar in debat.De mars werd georganiseerd door negen organisaties, die zich hadden verenigd onder de naam Klimaatcrisis Coalitie.",L,0.5,N,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-81-PvdD,Environment,"Bij de klimaatmars in Amsterdam waren vandaag behalve tienduizenden betogers ook een aantal lijsttrekkers aanwezig.Rob Jetten (D66), Frans Timmermans (GroenLinks-PvdA), Esther **Ouwehand** (**PvdD**), Laurens Dassen (Volt), Lilian Marijnissen (SP), Edson Olf (Bij1) en Gerard van Hooft (50Plus) gingen met elkaar in debat.De mars werd georganiseerd door negen organisaties, die zich hadden verenigd onder de naam Klimaatcrisis Coalitie.",L,0.5,N,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-81-SP,Environment,"Bij de klimaatmars in Amsterdam waren vandaag behalve tienduizenden betogers ook een aantal lijsttrekkers aanwezig.Rob Jetten (D66), Frans Timmermans (GroenLinks-PvdA), Esther Ouwehand (PvdD), Laurens Dassen (Volt), Lilian **Marijnissen** (SP), Edson Olf (Bij1) en Gerard van Hooft (50Plus) gingen met elkaar in debat.De mars werd georganiseerd door negen organisaties, die zich hadden verenigd onder de naam Klimaatcrisis Coalitie.",L,0.5,N,L
611,3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-11-VVD,Environment,"In de gemeenteraad klinkt blijdschap en chagrijn nadat Provinciale Staten maandag de komst van drie windturbines bij de Noorder IJplas blokkeerden.Wat de **VVD** betreft heeft de beslissing vergaande consequenties.„Ze zijn niet geblokkeerd”, corrigeert Stijn Nijssen (VVD).",N,1,N,N
611,3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-19-VVD,Environment,"De helft in de haven, de andere helft vermoedelijk langs de randen van stadsdelen Noord en Zuidoost.Wat de **VVD** betreft kunnen die laatste plannen in de prullenbak.„De afwegingen die de Staten maakten gaan om hinder en gezondheidsschade voor omwonenden, het draagvlak bij buurgemeenten en de belemmering van toekomstige woningbouw.",N,0.5,N,R
611,3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-32-Denk,Environment,Het was het eerste project in de Regionale Energiestrategie (RES).Wat **denk** je dat dit doet voor het vertrouwen bij alle andere initiatiefnemers en gemeenten?Als het elke keer een politiek spelletje kan worden?,N,1,N,N
611,3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-50-Denk,Environment,Dit is het gevolg van de hele tijd negeren en wegbonjouren.Ik **denk** dat dit elke keer zal gebeuren.”Statenlid Michel Becker (BBB) bezegelde het lot van de turbines maandag.,N,1,N,N
611,3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-51-BBB,Environment,Ik denk dat dit elke keer zal gebeuren.”Statenlid Michel Becker (**BBB**) bezegelde het lot van de turbines maandag.Hij zag veel onzorgvuldigheden in het plan en maakte zich grote zorgen om de overlast voor omwonenden en hun gezondheid.,R,1,R,R
611,3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-56-BBB,Environment,NA,N,1,N,N
611,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-47-Denk,Environment,"Daarom doet NSC geen grote beloftes, zei Omtzigt, bijvoorbeeld over een veel hoger minimumloon.Prima, maar in een doorrekening was ik, **denk** ik, meer te weten gekomen dan in het verkiezingsprogramma van NSC.Zo wil Omtzigt het Klimaatfonds schrappen omdat de democratische controle erop ontbreekt.",N,1,N,N
611,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-47-NSC,Environment,"Daarom doet NSC geen grote beloftes, zei Omtzigt, bijvoorbeeld over een veel hoger minimumloon.Prima, maar in een doorrekening was ik, denk ik, meer te weten gekomen dan in het verkiezingsprogramma van **NSC**.Zo wil Omtzigt het Klimaatfonds schrappen omdat de democratische controle erop ontbreekt.",R,1,R,R
611,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-48-NSC,Environment,"Prima, maar in een doorrekening was ik, denk ik, meer te weten gekomen dan in het verkiezingsprogramma van NSC.Zo wil **Omtzigt** het Klimaatfonds schrappen omdat de democratische controle erop ontbreekt.Maar wat betekent dat voor het beleid achter de uitgaven die erin staan?",R,1,R,R
611,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-56-CDA,Environment,Het is ook niet zo dat partijen consistent beleid voeren.Het nog maar drie jaar geleden opgerichte Nationaal Groeifonds wordt in de doorrekening rücksichtslos geschrapt door VVD en **CDA**.Beide partijen pronkten er destijds mee het fonds te hebben bedacht om het „duurzaam verdienvermogen” van Nederland te versterken.,R,1,R,R
611,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-56-VVD,Environment,Het is ook niet zo dat partijen consistent beleid voeren.Het nog maar drie jaar geleden opgerichte Nationaal Groeifonds wordt in de doorrekening rücksichtslos geschrapt door **VVD** en CDA.Beide partijen pronkten er destijds mee het fonds te hebben bedacht om het „duurzaam verdienvermogen” van Nederland te versterken.,R,1,R,R
611,51b5338657d936ba2b75591a19de221a78c2cb885cb75b17dc1b43c1-49-Denk,Environment,"„Ik sta al zeker vijftien jaar bekend als feminist.Ik **denk** dat ik mijn sporen heb verdiend met klimaat, dat willen ze graag.En iemand die verstand heeft van de internationale politiek.",N,1,N,N
611,5795ab47ac799fb4eeb9c6c620d4150700c871a5e64b19ce130e2e31-42-Overig,Environment,"„Het is een belangrijke stap om retaliatie te voorkomen en te kunnen blijven vliegen op de VS.”De luchtvaartmaatschappij benadrukt dat zij met **minister** Harbers heeft afgesproken een aantal reeds aangekondigde maatregelen om „schoner, stiller en zuiniger” te vliegen versneld zal doorvoeren.Zo gaat KLM proberen nachtvluchten tussen 05.00 en 06.00 uur ’s ochtends te verplaatsen.",L,1,L,L
611,5eab2315c6e2009aca6736396e34fdaf586116ccb96320b1cab3c104-22-Overig,Environment,"Meer dan ooit zeggen zij Den Haag nodig te hebben, want anders gaat de onderneming het niet redden om de transitie naar groen staal te maken volgens hen.Begin deze maand leverde Tata Steel een aangescherpt Groen Staal-plan aan bij **minister** Adriaansens van Economische Zaken en Klimaat (EZK), waarbij de uitstoot van fijnstof, stikstofoxiden en CO2 fors worden verminderd en de productie van circulair staal bijna wordt verdubbeld.Een miljardeninvestering, waarvan ceo Hans van den Berg van Tata Steel Nederland al zei dat die zonder bijdrage van de overheid niet mogelijk is.",L,0.5,L,N
611,5eab2315c6e2009aca6736396e34fdaf586116ccb96320b1cab3c104-24-Overig,Environment,"Een miljardeninvestering, waarvan ceo Hans van den Berg van Tata Steel Nederland al zei dat die zonder bijdrage van de overheid niet mogelijk is.Adriaansens heeft voormalig **minister** Hans Wijers en bankier Frans Blom om advies gevraagd over de plannen van Tata Steel.Idema: „Waarom moet er weer eerst advies worden gevraagd?",L,0.5,L,N
611,62aa25f6cead0b8acecad0f7085bd91bc90f4b721a5478a2a1afa315-5-Overig,Environment,"In 2050 moet dat voor alle natuur gelden waar herstel nodig is, aldus een verklaring van de Europese Raad.„Europa verplicht zich er niet alleen toe om de natuur te behouden en te beschermen, maar ook om de natuur te herstellen”, zei Teresa Ribera, de Spaanse **minister** van Ecologische Transitie.Spanje bekleedt het roulerende voorzitterschap van de EU en vertegenwoordigde EU-landen bij de onderhandelingen.",L,0.5,N,L
611,62aa25f6cead0b8acecad0f7085bd91bc90f4b721a5478a2a1afa315-7-GL/PvdA,Environment,Spanje bekleedt het roulerende voorzitterschap van de EU en vertegenwoordigde EU-landen bij de onderhandelingen.Het oorspronkelijke voorstel van voormalig Eurocommissaris Frans **Timmermans** is fors afgezwakt om voldoende steun te vinden.Dat geldt bijvoorbeeld voor het verbod om natuur te laten verslechteren.,L,0.5,N,L
