jobid,unit_id,topic,text,majority,agreement,Nel,Nisanur
628,1d2860f0c2f5c195066bcf2e531e12088250a6b9a5fb4ebc96cba564-22-Denk,Economic,"Een kleine twee weken later begon Suyker:het programma van BVNL van Wybren van Haga was als eerste aan de beurt, en daarna volgden BBB, SP, Partij voor de Dieren, NSC, 50Plus en **Denk**.Keurige analyses met grafieken, tekortsaldi en werkgelegenheidseffecten rolden over het scherm.",N,1,N,N
628,2999883b857a62a816c88acf35665cd903ce4c896b49b4c922aecb2b-19-VVD,Economic,"Ik gooi niks in de prullenbak, we zijn trots op wat we moeten koesteren"", zei ze.Ook Rutte zelf, die vandaag net als **Yesilgöz** campagne voerde voor de **VVD**, gebruikte het woord trots:""We hebben zo'n beetje de sterkste economie van de wereld en geen werkloosheid.",L,0.5,N,L
628,2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-197-BBB,Economic,"In De Manege (Dronten) zegt Richard van Toorn (48):„Ik had gedacht dat de **BBB** de boel kon oproeren, maar zoals ze nu bezig zijn denk ik van niet.Zoals Van der Plas nu bezig is in de Kamer, en niet weet waar ze het over heeft zoals met het minimumloon, en dingen roept die ongefundeerd zijn – ja, dat moet je niet doen.",N,1,N,N
628,2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-197-Denk,Economic,"In De Manege (Dronten) zegt Richard van Toorn (48):„Ik had gedacht dat de BBB de boel kon oproeren, maar zoals ze nu bezig zijn **denk** ik van niet.Zoals Van der Plas nu bezig is in de Kamer, en niet weet waar ze het over heeft zoals met het minimumloon, en dingen roept die ongefundeerd zijn – ja, dat moet je niet doen.",N,1,N,N
628,2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-198-BBB,Economic,"„Ik had gedacht dat de BBB de boel kon oproeren, maar zoals ze nu bezig zijn denk ik van niet.Zoals Van der **Plas** nu bezig is in de Kamer, en niet weet waar ze het over heeft zoals met het minimumloon, en dingen roept die ongefundeerd zijn – ja, dat moet je niet doen.De verhoging van het minimumloon is heel populair om te roepen, maar waar haal je het geld vandaan?”",L,0.5,N,L
628,2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-200-BBB,Economic,"De verhoging van het minimumloon is heel populair om te roepen, maar waar haal je het geld vandaan?”In Eindhoven switchte Joop van Dinter (74) dit jaar van de PVV naar **BBB**.Dat was eenmalig.",N,1,N,N
628,2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-200-PVV,Economic,"De verhoging van het minimumloon is heel populair om te roepen, maar waar haal je het geld vandaan?”In Eindhoven switchte Joop van Dinter (74) dit jaar van de **PVV** naar BBB.Dat was eenmalig.",N,1,N,N
628,2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-37-VVD,Economic,"We spraken tieners die voor het eerst mogen stemmen en ouderen die Drees nog meemaakten.Mensen voor wie hun partijvoorkeur stabiel is en een logische uiting van hun maatschappelijke positie, ze zijn een „gewone man” en dus „rood”, of ondernemer en dus **VVD’er**, en mensen die elke verkiezing weer twijfelen:welke partij dít keer?",N,1,N,N
628,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,Economic,"Een vragensteller, die voor haar demente moeder zorgt, wil weten wat de lijsttrekkers willen doen aan het ontlasten van mantelzorgers.**D66-leider** **Jetten** vindt dat de mantelzorg beter ondersteund moeten worden, bijvoorbeeld een tijdelijk verlofregeling.Ook moet er een goede plek zijn om de moeder op te vangen.",L,1,L,L
628,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-95-GL/PvdA,Economic,"Wilders: ""Mensen moeten snappen wat je wilt"".Als het om je portemonnee gaat, moet je bij **GroenLinks-PvdA** zijn, is de boodschap die lijsttrekker **Timmermans** met zijn pagina wil overbrengen.Op de pagina van D66 staat onder meer een cartoon van Jetten als Superman.",L,1,L,L
628,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-95-Overig,Economic,"Wilders: ""Mensen moeten snappen wat je wilt"".Als het om je portemonnee gaat, moet je bij GroenLinks-PvdA zijn, is de boodschap die **lijsttrekker** Timmermans met zijn pagina wil overbrengen.Op de pagina van D66 staat onder meer een cartoon van Jetten als Superman.",L,1,L,L
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-14-BBB,Economic,De PVV en SP deden eerder wel mee.**BBB** vindt dat het CPB te weinig rekening houdt met de opbrengsten van overheidsuitgaven op de lange termijn en belooft met een eigen doorrekening te komen.Of NSC van Omtzigt een volgende keer wel meedoet?,N,1,N,N
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-24-NSC,Economic,gratis bier beloven kan nietIn deze kritiek staat **Omtzigt** niet alleen.Het CPB zelf waarschuwt al lang voor dit soort koopkrachtgefriemel door politici.,N,1,N,N
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-26-SP,Economic,Het CPB zelf waarschuwt al lang voor dit soort koopkrachtgefriemel door politici.En de **SP** stelt dat andere partijen pas een hoger minimumloon voorstaan sinds het CPB besloot dat dat minder slecht zou uitpakken voor de werkgelegenheid.Dat doet het CPB niet zomaar:,L,0.5,N,L
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-30-GL/PvdA,Economic,"Eigenlijk is dit geen kritiek op de modellen maar op hoe politici omgaan met de modellen.Volgens critici zou het CPB louter neoliberaal rechts beleid belonen, maar **Groenlinks-PvdA** komt ook deze keer prima uit de doorrekening, terwijl die partijcombinatie het minimumloon en de uitkeringen verder verhoogt en de belasting op vermogen en bedrijven fors opvoert.Ondanks alle terechte kanttekeningen en bezwaren, is het een gemis dat zoveel belangrijke partijen niet meedoen.",L,1,L,L
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-43-NSC,Economic,"Dat is waardevolle informatie voor kiezers.Precies deze functie van de doorrekening kan **Omtzigt** wél waarderen, liet hij deze week blijken in een interview met RTL Nieuws.„Kloppen de inkomsten en uitgaven?”",N,1,N,N
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-47-Denk,Economic,"Daarom doet NSC geen grote beloftes, zei Omtzigt, bijvoorbeeld over een veel hoger minimumloon.Prima, maar in een doorrekening was ik, **denk** ik, meer te weten gekomen dan in het verkiezingsprogramma van NSC.Zo wil Omtzigt het Klimaatfonds schrappen omdat de democratische controle erop ontbreekt.",N,1,N,N
628,487e9ba6eab4f0648dd7109877bc89624a54b71778f05c56d2c37bdc-47-NSC,Economic,"Daarom doet NSC geen grote beloftes, zei Omtzigt, bijvoorbeeld over een veel hoger minimumloon.Prima, maar in een doorrekening was ik, denk ik, meer te weten gekomen dan in het verkiezingsprogramma van **NSC**.Zo wil Omtzigt het Klimaatfonds schrappen omdat de democratische controle erop ontbreekt.",N,1,N,N
628,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-17-BBB,Economic,"In de meest recente Peilingwijzer hebben deze partijen samen een ruime meerderheid.Van die partijen heeft de **BBB** al ronduit gezegd serieus met de PVV te willen praten na de verkiezingen.""Er zijn punten waar BBB en PVV hetzelfde over denken, met name op het gebied van zorg en sociaal domein"", zei BBB-leider Caroline van der Plas vandaag nog.",N,1,N,N
628,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-17-PVV,Economic,"In de meest recente Peilingwijzer hebben deze partijen samen een ruime meerderheid.Van die partijen heeft de BBB al ronduit gezegd serieus met de **PVV** te willen praten na de verkiezingen.""Er zijn punten waar BBB en PVV hetzelfde over denken, met name op het gebied van zorg en sociaal domein"", zei BBB-leider Caroline van der Plas vandaag nog.",N,1,N,N
628,7c657fbe801b13a88e6e526de4de4a01bb5b3cbf74a1dab112c14005-18-BBB,Economic,"Van die partijen heeft de BBB al ronduit gezegd serieus met de PVV te willen praten na de verkiezingen.""Er zijn punten waar **BBB** en PVV hetzelfde over denken, met name op het gebied van zorg en sociaal domein"", zei **BBB-leider** Caroline van der **Plas** vandaag nog.VVD-leider Dilan Yesilgöz zegt al de hele campagne dat ze ""geen enkele kiezer"" op voorhand uitsluit.",N,1,N,N
628,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-11-BBB,Economic,"„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft NSC in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, **BBB** zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het CDA, „de moderne gezinspartij”, stelt:„De noodzaak om de bestaanszekerheid te vergroten, geldt als eerste voor onze gezinnen.”",L,0.5,N,L
628,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-11-CDA,Economic,"„Er ligt een grote innerlijke kracht verscholen in onze gezinnen, wijken en dorpen”, schrijft NSC in zijn verkiezingsprogramma.De VVD wil „de belasting op de energierekening voor gezinnen verlagen”, BBB zegt dat „brood op de plank brengen voor je gezin” voldoening en trots geeft, en het **CDA**, „de moderne gezinspartij”, stelt:„De noodzaak om de bestaanszekerheid te vergroten, geldt als eerste voor onze gezinnen.”",L,1,L,L
628,7dac5e353335f94fb808a38537d5cf55bc5e1db06dc1fcee7813bc0c-20-Denk,Economic,"Hieraan gaat voorlopig weinig veranderen: bij de meeste rechtse partijen, zoals het er nu naar uitziet waarschijnlijke coalitiepartners, gaan alleenstaanden er volgens de CPB-doorrekening minder op vooruit dan eenverdieners in een gezin.Dat hier weinig aandacht voor is, hangt **denk** ik samen met het stigma dat er nog altijd rust op alleen zijn.80 procent van de alleenwonenden heeft geen relatie, en wat hun imago betreft leven we inderdaad nog in de jaren vijftig:",N,1,N,N
628,83f703410049b621372e803c603fe36a43622d6f2800e8dafdce8936-75-GL/PvdA,Economic,"RechtscoalitieDat hij daar tot nu toe handig gebruik van maakt is zichtbaar in debatten, waar Omtzigt steeds zegt dat hij op migratie goed samen zou kunnen werken met de VVD en op bestaanszekerheid met **GroenLinks-PvdA.**Toen Omtzigt deze week in een interview gevraagd werd naar een mogelijke rechtse coalitie, noemde hij VVD, BBB, CDA, SGP en JA21.",N,1,N,N
628,9423f89baf37e51fda884a04a57a221c0f8f021aef1b748cdc0934c7-152-GL/PvdA,Economic,"In een gesprek met De Telegraaf verwijst hij naar migratie, stikstof en bestaanszekerheid.Over dat laatste thema levert hij onder meer kritiek op ""de grote belastingverhogingen van **GroenLinks-PvdA** die ik hun doorrekening zag staan"".En als we de migratie niet onder controle krijgen, is het volgens Omtzigt moeilijk ""om onze publieke voorzieningen"" overeind te houden"".",L,1,L,L
628,9423f89baf37e51fda884a04a57a221c0f8f021aef1b748cdc0934c7-153-NSC,Economic,"Over dat laatste thema levert hij onder meer kritiek op ""de grote belastingverhogingen van GroenLinks-PvdA die ik hun doorrekening zag staan"".En als we de migratie niet onder controle krijgen, is het volgens **Omtzigt** moeilijk ""om onze publieke voorzieningen"" overeind te houden"".Maar hij herhaalde dat hij nu geen duidelijke voorkeurscoalitie ziet ontstaan, de ene of de andere kant op.",N,1,N,N
628,b9f4df763280ee681c00465928ad514f818d27bac4dd198b73c45fe6-26-CU,Economic,Terwijl in het coalitieakkoord stond dat het gelijk zou blijven.Volgens Haagse bronnen ging **CU** voor een verhoging liggen.Onrechtvaardig,N,1,N,N
628,c96a8a5b80c12dad517ccb996cb218cbae6d5f8e44c4684d07cc1095-61-NSC,Economic,"Volgens de meerderheid is bestaanszekerheid belangrijk, maar cultureel gezien moet het allemaal niet te gek worden.En dan hintte **NSC-leider** Pieter Omzigt eerder deze week al op een rechts minderheidskabinet, een verwijzing naar de uitspraak „alleen in uiterste noodzaak”, die katholieke voorman W.H. Nolens al aan het begin van de twintigste eeuw deed over regeren met links.Dat er veel nog altijd nadenkende kiezers zijn, betekent zeker niet dat er grote veranderingen in het verschiet liggen.",L,0.5,N,L
628,db3b3172df34d779f51351a70ab27cff03bda6da54824cd16d48f010-26-GL/PvdA,Economic,"""Zolang we in Nederland nog steeds kampen met krapte op de woningmarkt is het onverstandig om nog meer mensen in Nederland toe te laten"", zegt Europarlementariër Jeroen Lenaers.Volgens **GroenLinks** Europarlementariër Tineke Strik is het tekort op de arbeidsmarkt een te groot probleem, zij verwelkomt het voorstel van de Commissie.""Grijp de kans om nu ook mee te doen om ook in Nederland knelpunten aan te pakken"", zegt zij.",N,1,N,N
628,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-102-SP,Economic,"De nummers twee en drie van partijen met het hoogste bedrag aan donaties boven de 10.000 euro moeten het niet van rijke ondernemers hebben.GroenLinks (709.000 euro) en de **SP** (666.000 euro) kennen afdrachtregelingen voor hun bestuurders en volksvertegenwoordigers.Bij de SP dragen bestuurders, Tweede Kamerleden en senatoren hun politieke vergoeding in zijn geheel af aan de partij.",N,1,N,N
628,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-103-SP,Economic,"GroenLinks (709.000 euro) en de SP (666.000 euro) kennen afdrachtregelingen voor hun bestuurders en volksvertegenwoordigers.Bij de **SP** dragen bestuurders, Tweede Kamerleden en senatoren hun politieke vergoeding in zijn geheel af aan de partij.Op deze manier komen er van hen tienduizenden euro’s aan ‘donaties’ binnen bij de SP. In ruil daarvoor krijgen zij een lager salaris terug van de SP. Voor Tweede Kamerleden is dat 3.276 euro per maand.",N,1,N,N
628,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-106-GL/PvdA,Economic,"Bij GroenLinks is de afdracht maximaal 15 procent van de vergoeding die volksvertegenwoordigers en bestuurders ontvangen.Zo ‘doneren’ politici en bestuurders bij **GroenLinks** jaarlijks meestal een bedrag van rond de 10.000 euro.Dit betekent dat een Tweede Kamerlid van Groenlinks, inclusief vakantiegeld en eindejaarsuitkering, maandelijks nog altijd op ruim 9.000 euro bruto aan inkomen kan rekenen.",N,1,N,N
628,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-6-VVD,Economic,"Dat moest de kans verkleinen op het kopen van invloed bij politieke partijen, zoals in de Verenigde Staten aan de orde van de dag is.Maar als drie bestuurders van één bedrijf samen twéé ton doneren, dan mag dat gewoon van de **VVD**.Het gaat om Jumeaux Holding, een grote speler op de markt voor „flexibele huisvesting” van arbeidsmigranten.",N,1,N,N
628,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-63-VVD,Economic,"De geslaagde ondernemerDe **VVD** is van alle partijen het succesvolst in het ophalen van campagnedonaties bij ondernemers – mede dankzij de inspanningen van vastgoedondernemer Cor van Zadelhoff, die zelf 50.000 euro doneerde.Deze zomer organiseerde hij een extra fundraising dinner voor de naderende Tweede Kamerverkiezingen.",N,0.5,N,R
628,ffb6a4f3670d1ec091ac8d265864bc573e755983e7066de6d5102ce1-122-Denk,Economic,"Ja, dat zou mooi zijn, zegt Djoke Reitsma van Doarpsbelang.„Ik **denk** dat de politiek vaak onderschat hoeveel werk gemeenschappen uit handen kunnen nemen.Mensen wíllen bijdragen.”",N,1,N,N
