jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur,Sascha
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-27-VVD,Immigration,"""Want de VVD heeft er de afgelopen zomer voor gekozen om in plaats van grip op migratie te krijgen, nee te zeggen op een pakket van migratie.Vervolgens kiest **Yesilgöz** ervoor om de deur wagenwijd open te zetten voor Wilders.Ze heeft politiek van intolerantie genormaliseerd, terwijl die nooit normaal had mogen zijn.""",N,1,N,N,N
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-31-GL/PvdA,Immigration,"Klaver: geschrokken van deze uitslagJesse Klaver, de nummer drie van **GroenLinks-PvdA**, zegt dat hij is geschrokken van de exitpoll van Ipsos in opdracht de NOS en RTL, waarin de PVV veruit de grootste partij wordt.""Ik zie dat er een partij heeft gewonnen die zo ongelofelijk veel mensen uitsluit.",N,1,N,N,N
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-31-PVV,Immigration,"Klaver: geschrokken van deze uitslagJesse Klaver, de nummer drie van GroenLinks-PvdA, zegt dat hij is geschrokken van de exitpoll van Ipsos in opdracht de NOS en RTL, waarin de **PVV** veruit de grootste partij wordt.""Ik zie dat er een partij heeft gewonnen die zo ongelofelijk veel mensen uitsluit.",N,1,N,N,N
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-46-Denk,Immigration,"Yesilgöz vindt niet dat haar partij een strategische fout heeft gemaakt door de deur voor de PVV op een kier te zetten.""Dat **denk** ik niet.Het gaat om de zorgen van mensen die niet gehoord zijn.",N,1,N,N,N
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-55-PVV,Immigration,"Daarin komt Volt uit op 2 zetels, een verlies van 1 zetel ten opzichte van 2021.""**PVV** staat lijnrecht tegenover alles waar wij voor staan"", zei Dassen in Utrecht.""Dit is een partij die mensen uitsluit, die voor een Nexit is.""",N,0.6666666666666666,R,N,N
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-74-PVV,Immigration,Moslimorganisaties:grote zorgen na winst **PVV**Islamitische en Marokkaanse organisaties in Nederland maken zich grote zorgen over de verkiezingswinst van de PVV.,N,1,N,N,N
498,982f969171e1c2633e9e1f7fccd9b6b869d259020a2b527511507bf8-75-PVV,Immigration,"grote zorgen na winst PVVIslamitische en Marokkaanse organisaties in Nederland maken zich grote zorgen over de verkiezingswinst van de **PVV**.""De ontreddering en de angst zijn heel erg groot"", zegt Habib el Kaddouri van het Samenwerkingsverband Marokkaanse Nederlanders (SMN) tegen persbureau ANP.",N,1,N,N,N
498,b4ff6bfd9085bd79bf33aa0545332c9f7e6dfa89d6cd0fdec11b357c-13-Overig,Immigration,"Vier partijen - NSC, VVD, GroenLinks-PvdA en de PVV - kunnen nog altijd de grootste worden.**GroenLinks-PvdA-lijsttrekker** Frans Timmermans waarschuwt daarom voor een verkiezingsuitslag waarbij de PVV van Geert Wilders de grootste wordt, of één die ertoe leidt dat Wilders aanschuift aan de formatietafel.Volgens Timmermans zou een kabinet met Wilders erin de 1 miljoen moslims in Nederland uitsluiten.",N,1,N,N,N
498,b4ff6bfd9085bd79bf33aa0545332c9f7e6dfa89d6cd0fdec11b357c-13-PVV,Immigration,"Vier partijen - NSC, VVD, GroenLinks-PvdA en de PVV - kunnen nog altijd de grootste worden.GroenLinks-PvdA-lijsttrekker Frans Timmermans waarschuwt daarom voor een verkiezingsuitslag waarbij de **PVV** van Geert **Wilders** de grootste wordt, of één die ertoe leidt dat **Wilders** aanschuift aan de formatietafel.Volgens Timmermans zou een kabinet met Wilders erin de 1 miljoen moslims in Nederland uitsluiten.",N,1,N,N,N
498,b4ff6bfd9085bd79bf33aa0545332c9f7e6dfa89d6cd0fdec11b357c-14-GL/PvdA,Immigration,"GroenLinks-PvdA-lijsttrekker Frans Timmermans waarschuwt daarom voor een verkiezingsuitslag waarbij de PVV van Geert Wilders de grootste wordt, of één die ertoe leidt dat Wilders aanschuift aan de formatietafel.Volgens **Timmermans** zou een kabinet met Wilders erin de 1 miljoen moslims in Nederland uitsluiten.GroenLinks-PvdA hoopt dat het angstbeeld van een grote PVV linkse en progressieve kiezers verleidt om strategisch te stemmen op de grootste partij op links.",N,1,N,N,N
498,b4ff6bfd9085bd79bf33aa0545332c9f7e6dfa89d6cd0fdec11b357c-14-PVV,Immigration,"GroenLinks-PvdA-lijsttrekker Frans Timmermans waarschuwt daarom voor een verkiezingsuitslag waarbij de PVV van Geert Wilders de grootste wordt, of één die ertoe leidt dat Wilders aanschuift aan de formatietafel.Volgens Timmermans zou een kabinet met **Wilders** erin de 1 miljoen moslims in Nederland uitsluiten.GroenLinks-PvdA hoopt dat het angstbeeld van een grote PVV linkse en progressieve kiezers verleidt om strategisch te stemmen op de grootste partij op links.",N,1,N,N,N
498,b4ff6bfd9085bd79bf33aa0545332c9f7e6dfa89d6cd0fdec11b357c-15-GL/PvdA,Immigration,"Volgens Timmermans zou een kabinet met Wilders erin de 1 miljoen moslims in Nederland uitsluiten.**GroenLinks-PvdA** hoopt dat het angstbeeld van een grote PVV linkse en progressieve kiezers verleidt om strategisch te stemmen op de grootste partij op links.Al eerder wees Timmermans erop dat de VVD en NSC liever met elkaar lijken te willen regeren, dan met zijn linkse verbond.",N,1,N,N,N
498,b5308cb59df36463631b02f48dbb8051e61e95c4691f3d698e014e91-1-D66,Immigration,NA,N,1,N,N,N
498,b5308cb59df36463631b02f48dbb8051e61e95c4691f3d698e014e91-1-Overig,Immigration,NA,N,1,N,N,N
498,b5308cb59df36463631b02f48dbb8051e61e95c4691f3d698e014e91-2-PVV,Immigration,NA,N,1,N,N,N
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-12-PVV,Immigration,"Hij verweet Yeşilgöz geen leiderschap te hebben getoond, toen het asieloverleg van het kabinet onder haar leiding voor de zomer klapte.**PVV-leider** Geert **Wilders**, die vindt dat de asielinstroom ""gewoon even naar nul moet"", gaf grappend beiden gelijk.""Het is een crisis, omdat de VVD D66-beleid uitvoerde.""",R,1,R,R,R
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-13-VVD,Immigration,"PVV-leider Geert Wilders, die vindt dat de asielinstroom ""gewoon even naar nul moet"", gaf grappend beiden gelijk.""Het is een crisis, omdat de **VVD** D66-beleid uitvoerde.""Volgens Yesilgöz was het juist D66 dat in de gevallen coalitie ""voortdurend de waarheid ontkende"" en niets wilde doen tegen de hoge instroom.",N,0.6666666666666666,N,R,N
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-14-D66,Immigration,"""Het is een crisis, omdat de VVD D66-beleid uitvoerde.""Volgens Yesilgöz was het juist **D66** dat in de gevallen coalitie ""voortdurend de waarheid ontkende"" en niets wilde doen tegen de hoge instroom.""Ga eens in Budel of Ter Apel kijken"", beet ze Jetten toe.",L,0.6666666666666666,N,L,L
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-14-VVD,Immigration,"""Het is een crisis, omdat de VVD D66-beleid uitvoerde.""Volgens **Yesilgöz** was het juist D66 dat in de gevallen coalitie ""voortdurend de waarheid ontkende"" en niets wilde doen tegen de hoge instroom.""Ga eens in Budel of Ter Apel kijken"", beet ze Jetten toe.",R,0.6666666666666666,N,R,R
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-15-D66,Immigration,"Volgens Yesilgöz was het juist D66 dat in de gevallen coalitie ""voortdurend de waarheid ontkende"" en niets wilde doen tegen de hoge instroom.""Ga eens in Budel of Ter Apel kijken"", beet ze **Jetten** toe.Bekijk hier de discussie:",N,0.6666666666666666,N,L,N
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-6-Overig,Immigration,"Bij het eerste thema, migratie, lag meteen al**VVD-lijsttrekker** Dilan Yesilgöz onder vuur.Zij wil het aantal asielzoekers dat naar Nederland komt ""fors naar beneden"" hebben, al noemde ze geen getal.",R,1,R,R,R
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-8-VVD,Immigration,"Zij wil het aantal asielzoekers dat naar Nederland komt ""fors naar beneden"" hebben, al noemde ze geen getal.De andere deelnemers verweten de **VVD** juist dat die partij de afgelopen jaren in het kabinet te weinig voor elkaar heeft gekregen.""Er is geen asielcrisis, we hebben een VVD-crisis"", opende D66-leider Rob Jetten de aanval.",N,0.6666666666666666,N,N,R
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-9-D66,Immigration,"De andere deelnemers verweten de VVD juist dat die partij de afgelopen jaren in het kabinet te weinig voor elkaar heeft gekregen.""Er is geen asielcrisis, we hebben een VVD-crisis"", opende **D66-leider** Rob **Jetten** de aanval.""Criminele asielzoekers gaan nog steeds niet terug naar eigen land en mensen leren de taal niet omdat ze te lang in de opvang zitten.""",L,1,L,L,L
498,b73881b4b5308d483ca21adc6c3df3389d0809b96dbab6c2684fc69d-9-VVD,Immigration,"De andere deelnemers verweten de VVD juist dat die partij de afgelopen jaren in het kabinet te weinig voor elkaar heeft gekregen.""Er is geen asielcrisis, we hebben een **VVD-crisis**"", opende D66-leider Rob Jetten de aanval.""Criminele asielzoekers gaan nog steeds niet terug naar eigen land en mensen leren de taal niet omdat ze te lang in de opvang zitten.""",N,1,N,N,N
498,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-10-CDA,Immigration,"De middenpartij regeerde sindsdien bijna altijd.Van oudsher zijn het platteland en normen en waarden belangrijk voor het **CDA**.Interne discussies over het versoberen van sociale zekerheid of migratie verdeelden de partij soms, maar echte ophef ontstond in 2010 bij de gedoogconstructie met de PVV.",N,1,N,N,N
498,bdc7a580a263a67a773c157d3d13d1a494af0644e19cf98f73d7acbe-11-PVV,Immigration,"Van oudsher zijn het platteland en normen en waarden belangrijk voor het CDA.Interne discussies over het versoberen van sociale zekerheid of migratie verdeelden de partij soms, maar echte ophef ontstond in 2010 bij de gedoogconstructie met de **PVV**.Sommige leden vonden dat de eigen waarden te grabbel werden gegooid.",N,1,N,N,N
498,c759a574859b19f1b4f42f2c839a9498057df64192695489b4affb9f-8-PVV,Immigration,Een handicap voor Van de Meeberg (35) is daarbij dat hij vrienden heeft aan beide zijden van de welbekende kloof tussen stad en platteland.Zo wordt hij ook zelf voortdurend heen en weer geslingerd tussen zijn **PVV-minnende** Brabantse jeugdvrienden en zijn vegetarische 'cultuurvrienden' uit de Randstad.Van de Meeberg speelt de tegenstellingen tussen deze twee werelden lekker vet uit en krijgt zo de lachers gemakkelijk op zijn hand.,N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-1-PVV,Immigration,NA,N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-2-PVV,Immigration,"Met nog enorm veel zwevende kiezers te winnen, gingen de 'grote vier' VVD, PVV, NSC en GL-PvdA gisteravond in discussie tijdens het EenVandaag-debat.In Ahoy debatteerden Dilan Yesilgöz (VVD), Frans Timmermans (GL-PvdA), Geert **Wilders** (**PVV**), Pieter Omtzigt (NSC), Rob Jetten (D66) en Caroline van der Plas (BBB) over klimaat, migratie en bestaanszekerheid.Dilan Yesilgöz (VVD) nam soepel het stokje over van Mark Rutte, zette in de zomer een deurtje open naar de PVV, maar probeert nu vooral te voorkomen dat de partij van Wilders haar straks rechts inhaalt.",N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-2-VVD,Immigration,"Met nog enorm veel zwevende kiezers te winnen, gingen de 'grote vier' VVD, PVV, NSC en GL-PvdA gisteravond in discussie tijdens het EenVandaag-debat.In Ahoy debatteerden Dilan **Yesilgöz** (**VVD**), Frans Timmermans (GL-PvdA), Geert Wilders (PVV), Pieter Omtzigt (NSC), Rob Jetten (D66) en Caroline van der Plas (BBB) over klimaat, migratie en bestaanszekerheid.Dilan Yesilgöz (VVD) nam soepel het stokje over van Mark Rutte, zette in de zomer een deurtje open naar de PVV, maar probeert nu vooral te voorkomen dat de partij van Wilders haar straks rechts inhaalt.",N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-3-PVV,Immigration,"In Ahoy debatteerden Dilan Yesilgöz (VVD), Frans Timmermans (GL-PvdA), Geert Wilders (PVV), Pieter Omtzigt (NSC), Rob Jetten (D66) en Caroline van der Plas (BBB) over klimaat, migratie en bestaanszekerheid.Dilan Yesilgöz (VVD) nam soepel het stokje over van Mark Rutte, zette in de zomer een deurtje open naar de **PVV**, maar probeert nu vooral te voorkomen dat de partij van **Wilders** haar straks rechts inhaalt.In het debat koos Yesilgöz een 'klassieke' tegenstelling om Timmermans aan te vallen.",N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-3-VVD,Immigration,"In Ahoy debatteerden Dilan Yesilgöz (VVD), Frans Timmermans (GL-PvdA), Geert Wilders (PVV), Pieter Omtzigt (NSC), Rob Jetten (D66) en Caroline van der Plas (BBB) over klimaat, migratie en bestaanszekerheid.Dilan **Yesilgöz** (**VVD**) nam soepel het stokje over van Mark Rutte, zette in de zomer een deurtje open naar de PVV, maar probeert nu vooral te voorkomen dat de partij van Wilders haar straks rechts inhaalt.In het debat koos Yesilgöz een 'klassieke' tegenstelling om Timmermans aan te vallen.",N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-31-BBB,Immigration,",,De aankondiging van dit debat was zelfs in het Engels, niet in het Nederlands!""Caroline van der **Plas** (**BBB**) en Rob Jetten (D66) deden ook mee aan het debat, vooral Jetten viel op:de D66-leider viel vrijwel alle andere lijsttrekkers aan en smeet met oneliners, zoals 'dit is geen asielcrisis, maar een VVD-crisis'.",N,1,N,N,N
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-31-D66,Immigration,",,De aankondiging van dit debat was zelfs in het Engels, niet in het Nederlands!""Caroline van der Plas (BBB) en Rob **Jetten** (**D66**) deden ook mee aan het debat, vooral **Jetten** viel op:de D66-leider viel vrijwel alle andere lijsttrekkers aan en smeet met oneliners, zoals 'dit is geen asielcrisis, maar een VVD-crisis'.",L,1,L,L,L
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-32-D66,Immigration,"Caroline van der Plas (BBB) en Rob Jetten (D66) deden ook mee aan het debat, vooral Jetten viel op:de **D66-leider** viel vrijwel alle andere lijsttrekkers aan en smeet met oneliners, zoals 'dit is geen asielcrisis, maar een VVD-crisis'.Niels Klaassen Wouter Peer",L,1,L,L,L
498,cb29b0b93629414bcef7cfb7402e50010453b6ad3c6699572199c32c-32-VVD,Immigration,"Caroline van der Plas (BBB) en Rob Jetten (D66) deden ook mee aan het debat, vooral Jetten viel op:de D66-leider viel vrijwel alle andere lijsttrekkers aan en smeet met oneliners, zoals 'dit is geen asielcrisis, maar een **VVD-crisis**'.Niels Klaassen Wouter Peer",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-103-GL/PvdA,Immigration,"Kiezers van beide partijen zijn gemiddeld groener dan de rest van de kiezers, maar GroenLinksers zijn nóg groener dan PvdA’ers.**GroenLinksers** staan ook welwillender tegenover immigratie dan **PvdA’ers**, en ze zien zichzelf ook als linkser.Kijkend naar demografische kenmerken, hebben GroenLinks-kiezers vaker dan andere kiezers een hbo- of wo-diploma, maar dat geldt niet voor PvdA-kiezers.",N,0.6666666666666666,L,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-104-GL/PvdA,Immigration,"GroenLinksers staan ook welwillender tegenover immigratie dan PvdA’ers, en ze zien zichzelf ook als linkser.Kijkend naar demografische kenmerken, hebben **GroenLinks-kiezers** vaker dan andere kiezers een hbo- of wo-diploma, maar dat geldt niet voor **PvdA-kiezers**.GroenLinksers bezoeken ook vaker ‘hoge kunst’ (ballet, theater, opera) en wonen vaker in stedelijk gebied.",N,0.6666666666666666,L,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-111-FvD,Immigration,"Timmermans had volgens leden zijn steun voor ‘apartheidsstaat Israël’ moeten rectificeren.5. PVV- en **FVD-kiezers**, eenzaam en ongelukkigLijsttrekker Geert Wilders (PVV) doet zich deze campagne milder voor, in de hoop eindelijk te kunnen regeren nu de VVD hem niet meer expliciet uitsluit.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-115-PVV,Immigration,"En hoe verhouden zij zich tot VVD’ers?„Het is opvallend hoe duidelijk de achterban van de **PVV** een radicaal-rechts electoraat is, op alle vlakken die je zou verwachten”, zegt Rooduijn.Ze willen zo min mogelijk immigratie en zijn tegen ambitieus klimaatbeleid.",R,1,R,R,R
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-17-FvD,Immigration,"„Er is niets in hun ideologie dat die partijen klimaatsceptisch zou moeten maken.In het verleden benadrukten partijen als de PVV en **FVD** dit issue ook helemaal niet.”Sterker nog, je zou zelfs kunnen redeneren „dat als je jouw land wilt beschermen tegen – in de woorden van Wilders – ‘islamitische tsunami’s uit Afrika’, je juist vóór een heel groen klimaatbeleid zou moeten zijn”.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-17-PVV,Immigration,"„Er is niets in hun ideologie dat die partijen klimaatsceptisch zou moeten maken.In het verleden benadrukten partijen als de **PVV** en FVD dit issue ook helemaal niet.”Sterker nog, je zou zelfs kunnen redeneren „dat als je jouw land wilt beschermen tegen – in de woorden van Wilders – ‘islamitische tsunami’s uit Afrika’, je juist vóór een heel groen klimaatbeleid zou moeten zijn”.",R,0.6666666666666666,R,N,R
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-22-NSC,Immigration,"Speciaal voor de Tweede Kamerverkiezingen hebben de politicologen op basis van een andere, recentere steekproef ook de potentiële kiezers van NSC onderzocht – de partij van Pieter Omtzigt bestond dit voorjaar nog niet.Çonclusie: ook **NSC** volgt dit patroon helemaal.De achterban is lageropgeleid, negatiever over migratie, tegen stevige klimaatmaatregelen, en heeft minder vertrouwen in de politiek.",N,0.6666666666666666,R,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-36-CU,Immigration,"Er zijn „zóveel verschillen”, zegt Rooduijn.„Kiezers van de **ChristenUnie** hebben een identiteit ontwikkeld die sinds 2010 progressiever, kosmopolitischer en groener is geworden.”Neem het vertrouwen in de politiek (CU-stemmers scoren hoger dan SGP-stemmers), klimaatpolitiek (CU-achterban is veel positiever) en immigratie (CU-achterban ook positiever).",N,0.6666666666666666,L,N,N
