jobid,unit_id,topic,text,majority,agreement,Nisanur,n.p.reesink@student.vu.nl
525,388a0638e8bc6cc290bcc0d3ff13b15bb4fc7927080756d2982e1bf8-6-D66,CivilRights,"In 2010 werd, via een burgerinitiatief met ruim 110 duizend handtekeningen, gepleit voor een regeling voor mensen die hun leven voltooid achten.Voor **D66** is het een belangrijk thema om zich op te onderscheiden.Toenmalig Kamerlid Pia Dijkstra diende in 2020 het eerste wetsvoorstel in, maar na stevige kritiek bleef het opvallend lang stil.",L,1,L,L
525,3a54b53731fb93e3095ed1bbe23d41de682d8454d994acf2b51aa277-22-FvD,CivilRights,"Felle botsing over lhbti-rechten en PoetinEen van de vragenstellers identificeert zich niet als man of vrouw, maar als non-binair en zegt dat die bedreigingen krijgt van mensen die daarbij uitspraken van **Baudet** herhalen.Baudet zegt eerst niet te weten wat non-binair betekent en daarna dat hij niet gelooft dat er meer dan twee geslachten zijn.",R,1,R,R
525,3a54b53731fb93e3095ed1bbe23d41de682d8454d994acf2b51aa277-64-FvD,CivilRights,"Ook wil Jetten de discriminatie door verhuurders aanpakken.Dat vindt **Baudet** weer onzin, verhuurders moeten de vrijheid hebben om hun woningen te verhuren aan wie ze willen.18:49",R,1,R,R
525,3a8acbe107b4914b2cf67ef2c477723e75085bf8e9325996a4512e1a-10-SGP,CivilRights,"Dat tenminste wel.Opnieuw teleurgesteld dus, in dit geval bij het luisteren naar **SGP-lijstrekker** Chris **Stoffer** op Radio 1.Hij mocht maandag een liedje aanvragen, en koos het Israëlische volkslied om de Joden „in ons eigen land” een „hart onder de riem te steken”.",L,0.5,N,L
525,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-BBB,CivilRights,"wist je trouwens dat Omtzigt tegen de afschaffing van de minimale bedenktijd op abortus stemde?Net als de SGP en **BBB**, twee partijen waar hij ook mee in zee wil.Wat het allemaal extra ingewikkeld maakt, zijn de laatste CBS-cijfers.",R,1,R,R
525,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-486-CDA,CivilRights,"Verschillende nederlagen, het vertrek van Omtzigt en recent Mona Keijzer, en slechte peilingen.**Bontenbal** zegt niet bij de pakken neer te zitten.Hij wil met ""met fris gemoed aan de slag"", maar het CDA grijpt tegelijkertijd terug op oude thema's als normen en waarden en omkijken naar elkaar.",N,0.5,N,R
525,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-488-NSC,CivilRights,"Hij wil met ""met fris gemoed aan de slag"", maar het CDA grijpt tegelijkertijd terug op oude thema's als normen en waarden en omkijken naar elkaar.Kiezers en leden die dat bij het CDA misten stapten, de afgelopen tijd over naar de BBB en **NSC**, partijen die zich ook profileren op christendemocratische waarden.""Ik zou dan altijd zeggen, kies dan voor het origineel"" zei Bontenbal daarover.",R,1,R,R
525,4b094d5271db129ea965be227ab7cfda185184c5d80f3eea4f62ba20-2-Overig,CivilRights,"Hij maakt te weinig keuzes, komt met te weinig financiële onderbouwing van zijn plannen en is te conservatief.**VVD-lijsttrekker** Yesilgöz en **GroenLinks-PvdA-lijsttrekker** Timmermans openen in gesprekken met de NOS de aanval op NSC-leider Omtzigt.Yesilgöz vindt dat Omtzigt een aantal ""oerconservatieve ideeën"" heeft, onder meer over de rechten van vrouwen.",L,0.5,L,N
525,5022c38b6457d6c17f839d9c51b078c6020d1e9c5757a5dcd1d68d25-2-SGP,CivilRights,"Tien jaar geleden was het voor mij gemakkelijker een politieke keuze te maken, want de christelijke partijen vielen meteen af.Dus: geen CDA, geen CU en al helemaal geen **SGP**.Was ik zo gekant tegen het christendom?",N,1,N,N
525,5022c38b6457d6c17f839d9c51b078c6020d1e9c5757a5dcd1d68d25-26-BBB,CivilRights,"Opportunisme kan je de man nu eens niet verwijten.Zowel **BBB** als NSC hebben duidelijk christelijke wortels, zijn loten van de christendemocratie, maar hun naamgeving is seculier.Dat snap ik, want je wilt ook niet met het christendom paraderen als een sandwichbord op je buik, alsof het jouw eigendom is.",N,0.5,R,N
525,52bfde2181fdbb35d890eab060c5d005a220e2735fad2cb1d3793bb5-282-NSC,CivilRights,"Hij wijst erop dat dit in strijd is met de vrijheid van godsdienst die in de Grondwet staat.**Omtzigt**:""Je kunt toch echt alleen een regering vormen met partijen die zich houden aan de klassieke grondrechten.""",L,1,L,L
525,532aafb128d32d7629c2969d242173f9dd74cb42cba99c7df9cdb740-26-CU,CivilRights,"Afgelopen zaterdag gaf het Rotterdam Terror Corps een concert.Daarbij paradeerden onder andere mensen in een duivelspak door de kerk en danste een nep-Christus vanaf het balkon”, aldus Tjallink Vonk van de **CU**.„Wat ons betreft is dit een dieptrieste en respectloze omgang met christelijke symbolen, gebruiken en gevoelens.”",R,1,R,R
525,56df35ea48ead1dd62015de2e82b437753836879d7f5bc45e8a9ffc2-9-SGP,CivilRights,"""Vrouwen die na lang wikken en wegen zelf deze moeilijke keuze maken, laat je met rust.""**Stoffer** stond gisteren bij wat de partij 'pro-lifewakers' noemt, betogers die in gesprek gaan met vrouwen die een abortuskliniek bezoeken.De SGP-voorman zegt in een reactie op de kritiek van Yesilgöz dat het hem om 'twee levens' gaat:",R,1,R,R
525,5bc8ee8a0cceba6cfadec4b4af8b49e795435f19b0eb4b94e3b9d65d-26-SGP,CivilRights,"Hoe snel zulke desinformatiecampagnes effect hebben, is nu al te zien in de stijging van het aantal abortussen onder jonge vrouwen, waarbij het twijfel zaaien over de bijwerkingen van de anticonceptiepil door influencers uit de complot- en wellnesshoek en door radicaal-rechtse politici vermoedelijk een schadelijke rol heeft gespeeld.Waakzaamheid is vooral nu geboden, omdat de anti-woke-agenda voor partijen van rechts tot links een speerpunt is geworden: van de VVD en de **SGP** tot SP en Denk.Het is hun goed recht om zich zorgen te maken over de uitwassen van de progressieve cultuur en de identiteitspolitiek.",R,1,R,R
525,68d83741b6d968e34550df517a78f43b32bdb9245d80d805b9b66bff-11-PVV,CivilRights,"Frans Timmermans (GL-PvdA) sluit de PVV hoe dan ook uit.Hij vindt dat de partij van **Wilders** met zijn harde standpunten over de islam een miljoen Nederlanders discrimineert.Met samenwerken passeer je een morele ondergrens, vindt Timmermans.",R,1,R,R
525,6abe7e9addbe82ab735fd0f2a687ab2008e219566375816be6cb6a14-11-Denk,CivilRights,"Denk stemde in de Tweede Kamer bijvoorbeeld vóór moties die het meerouderschap dichterbij brengen, maar is nu tegen een plan om mogelijk te maken dat kinderen juridisch meer dan twee ouders hebben.In het programma spreekt **Denk** zich bovendien uit tegen pubertijdsremmers en hormonale behandelingen bij minderjarigen.Eerder stemde de partij nog vóór moties die wachttijden in de transgenderzorg helpen te verkorten.",N,0.5,R,N
525,6abe7e9addbe82ab735fd0f2a687ab2008e219566375816be6cb6a14-25-FvD,CivilRights,"Maar ondertussen hoopt een ander deel van zijn achterban juist op een conservatievere koers.Jongerenwerker Mourad Ouari ziet dat verschillende jongeren in de Schilderswijk in Den Haag die zich eerder thuis voelden bij Denk, fan zijn van Thierry **Baudet**.""Ze zijn tegen woke en lhbti-indoctrinatie, zoals zij dat noemen.",R,1,R,R
525,7ba06134bdc9f07c2942b746b8e6a012adcfa15a7c1c64c8937628e2-41-GL/PvdA,CivilRights,"Al jaren doe ik studie naar dit vileine fenomeen dat ook niet ontbreekt in een land waarin iedereen denkt dat we nooit discrimineren.’Toen ik zeventien jaar geleden vanuit Limburg de Kamerfractie binnenkwam, viel ik alléén op als ik wat zei’, vertelde **PvdA’er** Thijs Wöltgens, voorganger van Frans **Timmermans** in 1995 (LD).’Ik viel op omdat ik iets zei, niet door wát ik zei.",N,1,N,N
525,82a99565c345e81999c9f7e65eb9ea2a193872c6a872eea83a3d174b-165-SGP,CivilRights,"Dat lijkt wel erg op het rijtje dat Omtzigt eerder opdreunde?„Nou, dat rijtje was met de **SGP** erbij wel heel erg conservatief.Dan heb je ons als VVD voor het progressieve geluid.”",R,1,R,R
525,84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,CivilRights,"Zoals vaker in campagnetijd storten partijen zich gretig op de medisch-ethische kwesties.Na **D66**, dat vorige week de nieuwe Voltooid Leven-wet presenteerde, onderneemt nu GroenLinks-PvdA een nieuwe poging om abortus uit het Wetboek van Strafrecht te halen.Abortus is medische zorg en géén misdaad, vindt Tweede Kamerlid Corinne Ellemeet.",L,1,L,L
525,8a597aa18df90362ec7b6ddbcd1b4c6fd7edfdb9fb3554160daf590c-1-D66,CivilRights,NA,L,1,L,L
525,8a597aa18df90362ec7b6ddbcd1b4c6fd7edfdb9fb3554160daf590c-7-CDA,CivilRights,"Drie jaar geleden laaide een hoop maatschappelijke discussie op na het indienen van het eerste voorstel.De coalitiepartners ChristenUnie en **CDA** verzetten zich toen fel tegen actieve levensbeëindiging, omdat in hun overtuiging het leven in handen ligt van God en niet van de mens.Podt heeft de wijzigingen aangebracht na kritiek van de Raad van State op het voorstel.",R,1,R,R
525,8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-GL/PvdA,CivilRights,"DEN HAAG De Tweede Kamer wil 1,5 miljoen euro extra uittrekken voor de bestrijding van antisemitisme.VVD, Kamerlid Pieter Omtzigt (partijleider van NSC)en **GroenLinks-PvdA** hebben zich achter dit voorstel van D66-Kamerlid Alexander Hammelburg geschaard.Over het voorstel wordt pas in de nieuwe Tweede Kamer gestemd, maar aangezien de instemmende partijen de top drie in de peilingen vormen, lijkt het extra geld er in 2024 te komen.",L,1,L,L
525,9292e56f6cc4ea9160546c4fe2c1a9716156c1b309f43086117d53fc-16-CDA,CivilRights,"Het woord 'spin' mag tot nader order alleen nog worden gebruikt in combinatie met de naam 'Sebastiaan'.Iedere **CDA'er** in de campagne (i.c. Henri **Bontenbal**) die nog één keer benadrukt dat 'het gezin' het uitgangspunt is voor beleid en toekomstvisie, wordt verplicht als alleenstaande een hypotheek af te sluiten en een maand rond te komen als vrijgezelle zzp'er in een sector naar keuze.De VVD-slogan 'Klaar met oude politiek' krijgt een eigen",N,0.5,N,R
525,93373ae0104fbca9e628c8535e06a8e71d5b1690b68f3d8540b01b75-121-SGP,CivilRights,"SGP-lijsttrekker Chris Stoffer heeft voor een abortuskliniek in Zuid-Holland gesproken met twee betogers die in gesprek gaan met vrouwen die de kliniek bezoeken.""Ik wil van hen uit eerste hand horen hoe hun ervaringen zijn"", zegt **Stoffer** over zijn bezoek.Stoffer krijgt onder meer kritiek van VVD-leider Yesilgöz over zijn bezoek aan de kliniek.",N,0.5,R,N
525,982fc8fc3bf203cacbaf781b3348fe7e471900041b59b5744bee0eb1-47-GL/PvdA,CivilRights,"Intussen is 'from the river to the sea' overal.Afgelopen woensdag ontrolden activisten een spandoek met de leus bij de opening van documentairefestival Idfa in Amsterdam, diezelfde dag begon **GroenLinkser** Julia Matser haar eerste rede als Utrechts Statenlid met de woorden 'van de rivier' en eindigde haar met 'tot aan de zee'.Andere fracties spraken er schande van.",N,1,N,N
525,9e156b83792a77b332284eb10326130dee1fd25ba06c339dfb15c3a5-79-FvD,CivilRights,"Maar hij vindt het wel heel goed dat Poetin zich bijvoorbeeld tegen ""lhbti-propaganda"" en het World Economic Forum (WEF) uitspreekt.Dat hij ten aanzien van Oekraïne ""één op één het standpunt van het Kremlin"" verwoordt, zoals politiek verslaggever Wilco Boom hem voor de voeten gooit, vindt **Baudet** geen punt.In zijn ogen is Rusland, dat in februari 2022 van meerdere kanten Oekraïne binnenviel, nooit van plan geweest om Oekraïne in te lijven.",R,1,R,R
525,a2ed3e7a969ccdcccd0ea2634cc4efe4e398414b0b273a7f54031478-45-CU,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen **ChristenUnie** en D66 botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.",R,1,R,R
525,a60d26b037ca1a68444141f68345c7ac82a29b7ee9d62ea6d97a8d66-298-PVV,CivilRights,"'Winst PVV leidt bij veel mensen tot angst'De winst van **Wilders** is een bedreiging van de mensenrechten en de rechtsstaat, zegt Stephan van Baarle (Denk).Dat leidt volgens de 32-jarige lijsttrekker ""bij heel veel mensen tot angst"".",R,1,R,R
525,a60d26b037ca1a68444141f68345c7ac82a29b7ee9d62ea6d97a8d66-330-PVV,CivilRights,"In Nederland is iedereen gelijk.""Ook feliciteerde hij **PVV-leider** Geert **Wilders**, waarna er boegeroep was te horen in de zaal.gisteren, 22:36",N,1,N,N
525,aadf18884601c4e96a696fea983f85df28db89386f13a3a05d42034e-118-SGP,CivilRights,SGP-kandidaat Van Dijk niet naar abortuskliniek UtrechtDe **SGP** ziet af van een bezoek aan betogers bij een abortuskliniek in de provincie Utrecht.De bedoeling was dat kandidaat-Kamerlid Van,N,1,N,N
525,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-22-VVD,CivilRights,"Andere politici reageerden donderdag dan ook afkeurend op de actie van Stoffer.**VVD-lijsttrekker** Dilan **Yesilgöz** schrijft op X dat ze klaar is met „dit oerconservatieve gedoe” en noemt het betogen voor de deur van een abortuskliniek „ronduit intimiderend”.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde GroenLinks-Kamerlid Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.",L,1,L,L
525,ba68843187f25757ccd999a4c245e9aab90dd6defd1170de70f16196-33-GL/PvdA,CivilRights,"""Grensoverschrijdend gedrag en racisme zijn belangrijke progressieve thema's.Voor Vooruit kan het betekenen dat ze stemmen verliest aan haar directe concurrenten Groen en **PvdA**"", zegt Bouteca.Grensoverschrijdend gedrag ligt op dit moment in België onder het vergrootglas.",N,1,N,N
525,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-22-VVD,CivilRights,"Maar bij de vierde en laatste stelling - 'Ieder mens heeft het recht om zelf te bepalen wanneer, waar en hoe zij overlijdt' - is er een duidelijke tweedeling:drie rode kaartjes (BBB, CDA, CU) en drie groene (D66, Volt, **VVD**).Elke Slagt-Tichelman van GroenLinks-PvdA steekt - in lijn met de gefuseerde partijkleuren - zowel het groene als het rode kaartje op.",L,1,L,L
525,bc47ba26b0f38072cab42de2c547ce048cf30acdc01fba39021b201c-3-CU,CivilRights,"Daarom zet de partij nu in op het benadrukken van het 'christelijk geluid'.Het was dinsdagavond 11 juli, een paar dagen na het einde van Rutte IV, en op een speciale ledenbijeenkomst van de **ChristenUnie** (**CU**) zinderde het van enthousiasme en trots.Hun partij had toch maar mooi de rug rechtgehouden, klonk het tevreden:",N,0.5,R,N
525,bfc16ea88c7bc0451b5a6041d11c60e13c3730103e661eecc6ab0c08-37-D66,CivilRights,Bikker en Stoffer liepen samen vorig weekend ook de 'Mars voor het leven'.Daarop reageerde **D66-minister** Ernst Kuipers op X fel: 'We zien steeds vaker dat de keuzevrijheid van vrouwen als het gaat om abortus wordt aangevallen.Neem de Mars voor het Leven of politici die het politieke debat voeren voor de deur van abortusklinieken.,L,1,L,L
525,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-136-GL/PvdA,CivilRights,11:35ChristenUnie en SGP kraken abortusvoorstel **GL-PvdA**De lijsttrekkers van de ChristenUnie en de SGP uiten op X kritiek op het voorstel van GroenLinks-PvdA om abortus uit het Wetboek van Strafrecht te halen.,L,1,L,L
525,c177d02525ac25b89e74dfa53fb8388fc0ddfa49422e33d32d139ed7-55-Denk,CivilRights,"In het gesprek ging het ook over de 'successen' van Denk.Van **Baarle** noemde als voorbeelden dat zijn partij als eerste naar voren heeft gebracht dat de Belastingdienst discrimineert en dat **Denk** ook op andere gebieden heeft gezorgd voor een hardere aanpak van discriminatie:""Wij hebben te maken met mensen in onze achterban die daar dagelijks mee te kampen hebben.",L,1,L,L
525,c7aefb16520c80ad2edfcdf6683c5a9ccc737f4fa8a4b7b8a9ad4990-8-PVV,CivilRights,"Een ruzie met VVD-lijsttrekker Dilan Yesilgöz liep zo hoog op dat Pieter Omtzigt (NSC) opmerkte dat hij beter met PVV-leider Geert Wilders kan gaan samenwerken.Dat leek overigens vooral een grap, want aan het begin van het debat hield Omtzigt de deur voor samenwerken met **Wilders** dicht.Hij stelde dat er in het programma van de PVV allerlei punten staan die tegen de Grondwet indruisen.",R,1,R,R
525,cca1c2f1052c7f1c7b51d8e5dcaee1e93ca9959c0a332d5dfa26c926-26-CDA,CivilRights,"""Gevestigde en nieuwe partijen nemen het niet zo nauw met de rechten van vrouwen"", aldus Ellemeet.Pieter Omtzigt stemde de afgelopen periode in de Tweede Kamer volgens haar ""nog conservatiever over abortus dan het **CDA**"".In de Tweede Kamer is dit voorjaar al eens gedebatteerd over de kwestie.",N,0.5,N,R
525,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-17-CU,CivilRights,"De lijsttrekkers van de ChristenUnie en de SGP uiten op X kritiek op het voorstel van GroenLinks-PvdA om abortus uit het Wetboek van Strafrecht te halen.""Dit gaat ten koste van de bescherming van het ongeboren leven en van de bescherming van vrouwen in een kwetsbare positie tegen dwang en drang"", zegt Mirjam **Bikker** (**ChristenUnie**).Chris Stoffer (SGP) vindt dat het ""kwetsbare leven"" juist meer bescherming verdient.",R,1,R,R
525,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-48-SGP,CivilRights,11:30GL-PvdA krijt regenboog voor abortuskliniek waar **SGP** actie wilde voerenGroenLinks-PvdA noemt het goed dat de SGP afziet van de actie om in gesprek te gaan met anti-abortusdemonstranten.,N,0.5,N,R
525,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-66-D66,CivilRights,"""Je moet de kiezers duidelijk maken dat er wat te kiezen valt en dat er verschillen zijn tussen partijen en dat doe je door de strijd aan te gaan en niet door weg te blijven bij debatten.""Een ander kritiekpunt op Omtzigt is voor **Jetten** dat hij begin deze week de mogelijkheid van een kabinet over rechts met onder meer de SGP opperde.""Een coalitie met partijen die uit de euro willen, waar vrouwenrechten onder druk komen te staan, waar homorechten niet worden versterkt.""",L,1,L,L
525,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-66-SGP,CivilRights,"""Je moet de kiezers duidelijk maken dat er wat te kiezen valt en dat er verschillen zijn tussen partijen en dat doe je door de strijd aan te gaan en niet door weg te blijven bij debatten.""Een ander kritiekpunt op Omtzigt is voor Jetten dat hij begin deze week de mogelijkheid van een kabinet over rechts met onder meer de **SGP** opperde.""Een coalitie met partijen die uit de euro willen, waar vrouwenrechten onder druk komen te staan, waar homorechten niet worden versterkt.""",R,1,R,R
525,d2a10f06d2c3d4bd8dfac4b0f1ffd43f6f85febfe1ea540d8c11629b-77-GL/PvdA,CivilRights,"Dat zijn afspraken over maatregelen om discriminatie en geweld tegen lhbti-personen en andere minderheden aan te pakken.VVD, **GroenLinks-PvdA**, D66, CDA, Partij voor de Dieren, SP, Volt, Bij1 en 50Plus hebben hun handtekeningen onder de afspraken gezet.NSC en BBB deden dat niet.",L,1,L,L
525,d35cc8e3619fc7dffba0b47f27425705e5433f499cda2a0fda877fb5-6-Overig,CivilRights,"""Het gezin komt er een beetje bekaaid af in Nederland.Het is opvallend onopvallend aanwezig"", zegt **SGP-lijsttrekker** Chris Stoffer.""We moeten de sociale, zorgende kant van gezinnen weer meer aandacht geven.""",R,1,R,R
525,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-D66,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen ChristenUnie en **D66** botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.",L,0.5,N,L
525,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-9-CU,CivilRights,"Daarnaast moet er een arts bij betrokken worden.De **ChristenUnie** heeft ook na de aanpassingen nog felle kritiek.""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.",R,1,R,R
525,eea9178eb661fdd2fa136ed8b70c8f739c9c17702b9eeacfdb62d375-36-GL/PvdA,CivilRights,"In Eritrea heb ik nooit gestemd.Uiteindelijk ging ik voor **GroenLinks**, een partij die veel aandacht besteedt aan gelijkwaardigheid.Dit keer weet ik nog niet of ik ga stemmen.",L,1,L,L
525,f71b94b5fa9742686ceffb3b578d856310dbb9a91bbb6ce38d9c7b19-8-SGP,CivilRights,"Wetenschappers pleiten voor aanpassing om beter te kunnen onderzoeken waarom vruchtbaarheidsbehandelingen niet aanslaan of hoe erfelijke aandoeningen kunnen worden voorkomen.Maar deze wensen liggen politiek gevoelig, vooral bij de ChristenUnie en **SGP**.De Gezondheidsraad heeft de zogeheten beschermwaardigheid van embryo's afgewogen tegen het belang van onderzoek na 14 dagen.",N,0.5,R,N
525,f9efd3013ca6f565db00694ff52a0a618a4e08bc163357c0b710c0a0-26-SGP,CivilRights,"„Klimaatbeleid is een zaak van de politiek en niet van de rechter”, zei SGP-lijsttrekker Chris Stoffer begin dit jaar.VVD en **SGP** vinden elkaar ook op de stelling ‘het recht op protesteren moet worden beschermd, ook als demonstranten anderen tot last zijn’ – die bescherming kan wel een tandje minder, vinden hun kiezers.Ook hier sluit de CDA-achterban aan.",L,1,L,L
525,fb93184ff3832aca3ecdfc39951b9bff65ee42c1acb22c4777434779-3-Denk,CivilRights,"Als Westlander schaam ik mij diep over het besluit van de gemeente Westland het GGD- spreekuur voor jongeren over seksualiteit te schrappen (Ten eerste, 17/11).Opnieuw maak ik mij boos over partijen als **Denk**, VVD, SGP, FvD die hun angsten botvieren ten koste van mensen die het recht hebben te kiezen wie ze willen zijn.Iedereen heeft zijn/haar handen vol aan het eigen leven.",R,1,R,R
525,ff48e0e2d0a80c06bcc12d21f8dacd2d118fbe0c2eeb25d3e0538d7b-40-VVD,CivilRights,Hoewel?Dan heeft **Yesilgöz** als vrouw bij voorbaat al verloren.Tegen zulke ouderwetse ideeën is niet op te boksen.,N,1,N,N
